src_segmentnr	src_original	tgt_segmentnr	tgt_original
GK19asvsau2u:1009	 nandaṃ viditvā sugatastatastaṃ bhāryābhidhāne tamasi bhramantam /	T13n929_010:6	 nandaṃ viditvā sugatastatastaṃ bhāryābhidhāne tamasi bhramantam |
GK19asvsau2u:1010	 pāṇau gṛhītvā viyadutpapāta malaṃ jale sādhurivojjihīrṣuḥ // Saund_10.3 //  kāṣāyavastrau kanakāvadātau virejatustau nabhasi prasanne /  anyonyasaṃśliṣṭavikīrṇapakṣau saraḥprakīrṇāviva cakravākau // Saund_10.4 //	T13n929_010:7	 pāṇau gṛhītvā viyadutpapāta malaṃ jale sādhurivojjihīrṣuḥ ||3 ||  kāṣāyavastrau kanakāvadātau virejatustau nabhasi prasanne |  anyonyasaṃśliṣṭavikīrṇapakṣau saraḥprakīrṇāviva cakravākau ||4 ||
GK19asvsau2u:1013	 tau devadārūttamagandhavantaṃ nadīsaraḥprasravaṇaughavantam /  ājagmatuḥ kāñcanadhātumantaṃ devarṣimantaṃ himavantamāśu // Saund_10.5 //  tasmin girau cāraṇāsiddhajuṣṭe śive havirdhūmakṛtottarīye /  agamyapārasya nirāśrayasya tau tasthaturdvīpa ivāmbarasya // Saund_10.6 //	T13n929_010:10	 tau devadārūttamagandhavantaṃ nadīsaraḥprasravaṇaughavantam |  ājagmatuḥ kāñcanadhātumantaṃ devarṣimantaṃ himavantamāśu ||5 ||  tasmin girau cāraṇāsiddhajuṣṭe śive havirdhūmakṛtottarīye |  agamyapārasya nirāśrayasya tau tasthaturdvīpa ivāmbarasya ||6 ||
GK19asvsau2u:1017	 śāntendriye tatra munau sthite tu savismayaṃ dikṣu dadarśa nandaḥ /  darīśca kuñjāṃśca vanaukasaśca vibhūṣaṇaṃ rakṣaṇameva cādreḥ // Saund_10.7 //	T13n929_010:14	 śāntendriye tatra munau sthite tu savismayaṃ dikṣu dadarśa nandaḥ |  darīśca kuñjāṃśca vanaukasaśca vibhūṣaṇaṃ rakṣaṇameva cādreḥ ||7 ||
GK19asvsau2u:1019	 bahvāyate tatra site hi śṛṅge saṃkṣiptabarhaḥ śayito mayūraḥ /	T13n929_010:16	 bahvāyate tatra site hi śṛṅge saṃkṣiptabarhaḥ śayito mayūraḥ |
GK19asvsau2u:1020	 bhuje balasyāyatapīnabāhorvaiḍūryakeyūra ivābabhāse // Saund_10.8 //	T13n929_010:17	 bhuje balasyāyatapīnabāhorvaiḍūryakeyūra ivābabhāse ||8 ||
GK19asvsau2u:1021	 manaḥśīlādhātuśilāśrayeṇa pītākṛtāṃso virarāja siṃhaḥ /  saṃtaptacāmīkarabhakticitraṃ rūpyāṅgadaṃ śīrṇamivāmbikasya // Saund_10.9 //	T13n929_010:18	 manaḥśīlādhātuśilāśrayeṇa pītākṛtāṃso virarāja siṃhaḥ |  saṃtaptacāmīkarabhakticitraṃ rūpyāṅgadaṃ śīrṇamivāmbikasya ||9 ||
GK19asvsau2u:1023	 vyāghraḥ klamavyāyatakhelagāmī lāṅgūlacakreṇa kṛtāpasavyaḥ /  babhau gireḥ prasravaṇa pipāsurditsan pitṛbhyo 'mbha ivāvatīrṇaḥ // Saund_10.10 //	T13n929_010:20	 vyāghraḥ klamavyāyatakhelagāmī lāṅgūlacakreṇa kṛtāpasavyaḥ |  babhau gireḥ prasravaṇa pipāsurditsan pitṛbhyo'mbha ivāvatīrṇaḥ ||10 ||
GK19asvsau2u:1025	 calatkadambe himavannitambe tarau pralambe camaro lalambe /	T13n929_010:22	 calatkadambe himavannitambe tarau pralambe camaro lalambe |
GK19asvsau2u:1026	 chettuṃ vilagnaṃ na śaśāka bālaṃ kulodgatāṃ prītimivāryavṛttaḥ // Saund_10.11 //	T13n929_010:23	 chettuṃ vilagnaṃ na śaśāka bālaṃ kulodgatāṃ prītimivāryavṛttaḥ ||11 ||
