src_segmentnr	src_original	tgt_segmentnr	tgt_original
K06vchedpgu:10	 tat kiṃ manyase subhūte dvātṛṃśatā mahāpuruṣalakṣaṇais tathāgato draṣṭavyaḥ	K06D0016_H0018:223a-21	རབ་འབྱོར་། འདི་ཇི་སྙམ་དུ་སེམས་། སྐྱེས་བུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་པོ་དེ་དག་གིས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་སུ་བལྟའམ་། རབ་འབྱོར་གྱིས་གསོལ་པ་།
K06vchedpgu:100	 tadyathāpi nāma subhūte puruṣo bhaved upetakāyo mahākāyaḥ subhūtir āha / yo	K06D0016_H0018:229a-8	དཔེར་ན་། མི་ཞིག་ལུས་དང་ལྡན་ཞིང་ལུས་ཆེན་པོར་གྱུར་པ་བཞིན་ནོ་༎ ཚེ་དང་ལྡན་པ་རབ་འབྱོར་གྱིས་གསོལ་པ༏་བཅོམ་ལྡན་འདས་།
K06vchedpgu:103	 Cz 49.5-50.14; Par 188.10-189.9; Tib 254.4.4-255.1.1)  1. 'sau tathāgatena puruṣo bhāṣita upetakāyo mahākāyaḥ akāyaḥ sa bhagavaṃs tathāgatena bhāṣitas tenocyate upetakāyo mahākāyaḥ bhagavān āha /	K06D0016_H0018:229a-10	དེ་བཞིན་གཤེགས་པས་མི་ཞིག་ལུས་དང་ལྡན་ཞིང་ལུས་ཆེན་པོ་ཞེས་གང་གསུངས་པ་དེ་། དེ་བཞིན་གཤེགས་པས་ལུས་མ་མཆིས་པར་གསུངས་ཏེ་། དེས་ན་། ལུས་དང་ལྡན་ཞིང་ལུས་ཆེན་པོ་ཞེས་བགྱིའོ་༎ བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
K06vchedpgu:105	 evam etat subhūte	K06D0016_H0018:229a-14	རབ་འབྱོར་། དེ་དེ་བཞིན་ཏེ་།
K06vchedpgu:106	 2. yo bodhisatva evaṃ vaded ahaṃ satvān parinirvāpayiṣyāmīti /	K06D0016_H0018:229a-15	བྱང་ཆུབ་སེམས་དཔའ་གང་འདི་སྐད་དུ་། བདག་གིས་སེམས་ཅན་རྣམས་ཡོངས་སུ་མྱ་ངན་ལས་བཟླའོ་༎
K06vchedpgu:107	 na sa bodhisatva iti vaktavyaḥ tat kasya hetoḥ asti subhūte sa kaścid dharmo yo bodhisatvo nāma /	K06D0016_H0018:229a-17	ཞེས་ཟེར་ན་། དེ་བྱང་ཆུབ་སེམས་དཔའ་ཞེས་མི་བྱའོ་༎ དེ་ཅིའི་ཕྱིར་ཞེ་ན་། རབ་འབྱོར་། གང་བྱང་ཆུབ་སེམས་དཔའ་ཞེས་བྱ་བའི་ཆོས་དེ་གང་ཡང་ཡོད་དམ་།
K06vchedpgu:108	 āha /	K06D0016_H0018:229a-21	རབ་འབྱོར་གྱིས་གསོལ་པ་།
K06vchedpgu:109	 no hīdaṃ bhagavan	K06D0016_H0018:229a-22	བཅོམ་ལྡན་འདས་། དེ་ནི་། མ་མཆིས་ལགས་སོ་༎
K06vchedpgu:11	 3. āha / no bhagavaṃs tat kasya heto tāni tāni dvātriṃśan mahāpuruṣalakṣaṇāni tathāgatena bhāṣitāny alakṣaṇāni tenocyante dvātriṃśan mahāpuruṣalakṣaṇānīti	K06D0016_H0018:223a-24	བཅོམ་ལྡན་འདས་། དེ་ནི་། མ་ལགས་སོ་༎ དེ་ཅིའི་སླད་དུ་ཞེ་ན་། སྐྱེས་བུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་པོ་གང་དག་དེ་བཞིན་གཤེགས་པས་གསུངས་པ་དེ་དག་མཚན་མ་མཆིས་པར་དེ་བཞིན་༄༢༢༣བ་གཤེགས་པས་གསུངས་པའི་སླད་དུ་སྟེ་། དེས་ན་། དེ་བཞིན་གཤེགས་པའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་ཞེས་བགྱིའོ་༎
K06vchedpgu:110	 3. bhagavān āha /	K06D0016_H0018:229a-24	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
