src_segmentnr	src_original	tgt_segmentnr	tgt_original
TZ36-CHI-033:110	གུས་པས་བསྟོད་ཅིང་མཆོད་པར་གྱུར་། །ཨོམ་རྗེ་བཚུན་མ་འཕགས་མ་སྒྲོལ་མ་ལ་ཕྱག་འཚཧལ་ལོ་༎	T20n1108B_001:0479c28_0	唵敬禮多哩速疾勇　　咄多哩者除怖畏 咄哩能授諸勝義　　具莎訶字我讚禮
TZ36-CHI-033:112	ཕྱག་འཚཧལ་སྒྲོལ་མ་མྱུར་མ་དཔའ་མོ་༎ སྤྱན་ནི་སྐད་ཅིག་གློག་དང་འདྲ་མ་༎	T20n1108B_001:0480a13_0	敬禮救度速勇母　　目如剎那電光照
TZ36-CHI-033:114	འཇིག་རྟེན་གསུམ་མགོན་ཆུ་སྐྱེས་ཞལ་གྱི་༎	T20n1108B_001:0480a14_0	三世界尊蓮華面　　從妙華中現端嚴 敬禮百秋朗月母　　普遍圓照無垢面
TZ36-CHI-033:117	གང་བ་བརྒྱ་ནི་བརཚེགས་པའི་ཞལ་མ་༎ སྐར་མ་སྟོང་ཕྲག་ཚཧོགས་པ་རྣམས་ཀྱིས་༎ རབ་ཏུ་ཕྱེ་བའི་འོད་རབ་འབར་མ་༎	T20n1108B_001:0480a29_0	如千星宿俱時聚　　殊勝威光超於彼
TZ36-CHI-033:120	ཕྱག་འཚཧལ་སེར་སྔོ་ཆུ་ནས་སྐྱེས་ཀྱི་༎ པདྨས་ཕྱག་ནི་རྣམ་པར་བརྒྱན་མ་༎	T20n1108B_001:0480b13_0	敬禮紫磨金色母　　妙蓮華手勝莊嚴
TZ36-CHI-033:122	སྦྱིན་པ་བརཚོན་འགྲུས་དཀའ་ཐུབ་ཞི་བ་༎ བཟོད་པ་བསམ་གཏན་སྤྱོད་ཡུལ་ཉིད་མ་༎	T20n1108B_001:0480b14_0	施精勤行柔善靜　　忍辱禪定性無境
TZ36-CHI-033:124	ཕྱག་འཚཧལ་དེ་བཞིན་གཤེགས་པའི་གཚུག་ཏོར་༎	T20n1108B_001:0480b28_0	敬禮如來頂髻母　　最勝能滿無邊行
TZ36-CHI-033:125	མཐའ་ཡས་རྣམ་པར་རྒྱལ་བར་སྤྱོད་མ་༎ མ་ལུས་ཕ་རོལ་ཕྱིན་པ་ཐོབ་པའི་༎ རྒྱལ་བའི་སྲས་ཀྱིས་ཤིན་ཏུ་བསྟེན་མ་༎	T20n1108B_001:0480b29_0	德到彼岸盡無餘　　勝勢佛子極所愛
TZ36-CHI-033:128	ཕྱག་འཚཧལ་ཏུཏྟ་ར་ཧུ~མ་ཡི་གེས་༎ འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ་༎	T20n1108B_001:0480c13_0	敬禮怛囉吽字母　　聲愛方所滿虛空
TZ36-CHI-033:130	འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་ཏེ་༎ ལུས་པ་མེད་པར་འགུགས་པར་ནུས་མ་༎	T20n1108B_001:0480c14_0	運足遍履七世界　　悉能鉤召攝無餘
