src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04bsa003_u:104	 sūttaptasūnmṛṣṭasudhautahemaprabhojjvalān sarvamunīndrakāyān // SBca_2.14 //	TZ21-ZHA-022:414	ཐུབ་དབང་མཆོད་གནས་མཆོག་ལ་ཡིད་འོང་བའི་༎
T04bsa003_u:105	 māndāravendīvaramallikādyaiḥ sarvaiḥ sugandhaiḥ kusumairmanojñaiḥ /  sphītasphuradgandhamanoramaiśca tān dhūpameghairupadhūpayāmi /	TZ21-ZHA-022:415	མེ་ཏོག་མནྡ་ར་དང་པདྨ་དང་༎ ཨུཏྤལ་ལ་སོགས་དྲི་ཞིམ་ཐམས་ཅད་དང་༎ ཕྲེང་བ་སྤེལ་ལེགས་ཡིད་འོང་རྣམས་ཀྱིས་མཆོད་༎ སྤོས་མཆོག་ཡིད་འཕྲོག་དྲི་ངད་ཁྱབ་པ་ཡི་༎
T04bsa003_u:108	 bhojyaiśca khādyairvividhaiśca peyais tebhyo nivedyaṃ ca nivedayāmi // SBca_2.16 //	TZ21-ZHA-022:418	ཞལ་ཟས་བཟའ་བཏུང་སྣ་ཚཧོགས་བཅས་པ་ཡི་༎ ལྷ་བཤོས་རྣམས་ཀྱང་དེ་ལ་དབུལ་བར་བགྱི་༎
T04bsa003_u:109	 ratnapradīpāṃśca nivedayāmi suvarṇapadmeṣu niviṣṭapaṅktīn /	TZ21-ZHA-022:420	གསེར་གྱི་པདྨོ་ཚཧར་དུ་དངར་བ་ཡི་༎ རིན་ཆེན་སྒྲོན་མེ་རྣམས་ཀྱང་དབུལ་བར་བགྱི་༎
T04bsa003_u:110	 gandhopalipteṣu ca kuṭṭimeṣu kirāmi puṣpaprakarān manojñān // SBca_2.17 //  pralambamuktāmaṇihāraśobhān ābhāsvarān diṅmukhamaṇḍanāṃstān /  vimānameghān stutigītaramyān maitrīmayebhyo 'pi nivedayāmi // SBca_2.18 //	TZ21-ZHA-022:422	ས་གཞི་བསྟར་བ་སྤོས་ཀྱིས་བྱུགས་པ་དེར་༎ མེ་ཏོག་ཡིད་འོང་སིལ་མ་དགྲམ་པར་བྱ་༎ གཞལ་མེད་ཕོ་བྲང་བསྟོད་དབྱངས་ཡིད་འོང་ལྡན་༎ མུ་ཏིག་རིན་ཆེན་རྒྱན་འཕྱང་མཛེས་འབར་བ་༎ དཔག་ཡས་ནམ་མཁའི་རྒྱན་གྱུར་དེ་དག་ཀྱང་༎
T04bsa003_u:113	 suvarṇadaṇḍaiḥ kamanīyarūpaiḥ saṃsaktamuktāni samucchritāni /  pradhārayāmyeṣa mahāmunīnāṃ ratnātapatrāṇyatiśobhanāni // SBca_2.19 //	TZ21-ZHA-022:427	ཐུགས་རྗེའི་རང་བཞིན་ཅན་ལ་དབུལ་བར་བགྱི་༎ རིན་ཆེན་གདུགས་མཛེས་གསེར་གྱི་ཡུ་བ་ཅན་། ཁོར་ཡུག་རྒྱན་གྱི་རྣམ་པ་ཡིད་འོང་ལྡན་༎
T04bsa003_u:115	 ataḥ paraṃ pratiṣṭhantāṃ pūjāmeghā manoramāḥ /	TZ21-ZHA-022:430	དབྱིབས་ལེགས་ལྟ་ན་སྡུག་པ་སྒྲེང་བ་ཡང་༎ རྟག་ཏུ་ཐུབ་དབང་རྣམས་ལ་དབུལ་བར་བགྱི་༎ དེ་ལས་གཞན་ཡང་མཆོད་པའི་ཚཧོགས་༎
T04bsa003_u:116	 tūryasaṃgītimeghāśca sarvasattvapraharṣaṇāḥ // SBca_2.20 //  sarvasaddharmaratneṣu caityeṣu pratimāsu ca /  puṣparatnādivarṣāśca pravartantāṃ nirantaram // SBca_2.21 //	TZ21-ZHA-022:433	རོལ་མོ་དབྱངས་སྙན་ཡིད་འོང་ལྡན་༎ སེམས་ཅན་སྡུག་བསྔལ་སེལ་བྱེད་པའི་༎ སྤྲིན་རྣམས་སོ་སོར་གནས་གྱུར་ཅིག་རིན་ཆེན་མེ་ཏོག་ལ་སོགས་ཆར་༎ རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག
T04bsa003_u:119	 mañjughoṣaprabhṛtayaḥ pūjayanti yathā jinān /	TZ21-ZHA-022:439	།ཇི་ལྟར་འཇམ་དབྱངས་ལ་སོགས་པས་༎
T04bsa003_u:76	 2 Pāpadeśanā nāma dvitīyaḥ paricchedaḥ /  taccittaratnagrahaṇāya samyak pūjāṃ karomyeṣa tathāgatānām /	TZ21-ZHA-022:382	རིན་ཆེན་སེམས་དེ་བཟུང་བར་བྱ་བའི་ཕྱིར་༎
T04bsa003_u:78	 saddharmaratnasya ca nirmalasya buddhātmajānāṃ ca guṇodadhīnām // SBca_2.1 //	TZ21-ZHA-022:383	དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས་༎ དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས་༎ ཡོན་ཏན་རྒྱ་མཚཧོ་རྣམས་ལ་ལེགས་པར་མཆོད་༎
T04bsa003_u:79	 yāvanti puṣpāṇi phalāni caiva bhaiṣajyajātāni ca yāni santi /  ratnāni yāvanti ca santi loke jalāni ca svacchamanoramāṇi // SBca_2.2 //  mahīdharā ratnamayāstathānye vanapradeśāśca vivekaramyāḥ /	TZ21-ZHA-022:386	མེ་ཏོག་འབྲས་བུ་ཇི་སྙེད་ཡོད་པ་དང་༎ སྨན་གྱི་རྣམ་པ་གང་ཞིག་ཡོད་པ་དང་༎ འཇིག་རྟེན་རིན་ཆེན་ཇི་སྙེད་ཡོད་པ་དང་༎ ཆུ་གཚང་ཡིད་དུ་འོང་བ་ཅི་ཡོད་དང་༎ རིན་ཆེན་རི་བོ་དང་ནི་དེ་བཞིན་དུ་༎
T04bsa003_u:82	 latāḥ sapuṣpābharaṇojjvalāśca drumāśca ye satphalanamraśākhāḥ // SBca_2.3 //	TZ21-ZHA-022:387	ནགས་ཚཧལ་ས་ཕྱོགས་དབེན་ཞིང་ཉམས་དགའ་དང་༎ ལྗོན་ཤིང་མེ་ཏོག་རྒྱན་སྤྲས་སྤུད་པ་དང་༎ ཤིང་གང་འབྲས་བཟང་ཡལ་ག་དུད་པ་དང་༎ ལྷ་སོགས་འཇིག་རྟེན་ན་ཡང་དྲི་དང་ནི་༎
