src_segmentnr	src_original	tgt_segmentnr	tgt_original
T17O2MS163914CZ189832:28	rdo rje slob dpon lus 'di la/_/rgyal ba'i sku ni rims bzhin bzhugs/_/dang po sku'i rdo rje ni/_/gzugs phung la ni yang dag bzhugs/_/rjes su chags	T02D1809:128a-31	རྡོ་རྗེ་སློབ་དཔོན་ལུས་འདི་ལ་༎ རྒྱལ་བའི་སྐུ་ནི་རིམ་བཞིན་གནས་༎ དང་པོ་སྐུ་ཡི་རྡོ་རྗེ་ནི་༎ གཟུགས་ཕུང་ལ་ནི་རབ་ཏུ་བཞུགས་༎ ༄༡༢༨བ་རྗེས་སུ་ཆགས་པའི་རྡོ་རྗེ་ནི་༎
T17O2MS163914CZ189832:30	ni/_/'du shes kyi ni phung por bzhugs/_/mched pa kun gyi rdo rje ni/_/	T02D1809:128b-1	ཚོར་བའི་ཕུང་པོར་རབ་ཏུ་བཞུགས་༎ བཅོམ་ལྡན་གསུང་གི་རྡོ་རྗེ་ནི་༎ འདུ་ཤེས་ཀྱི་ནི་ཕུང་པོར་བཞུགས་༎ མཆོད་པ་ཀུན་གྱི་རྡོ་རྗེ་ནི་༎
T17O2MS163914CZ189832:31	'du byed kyi ni phung por bzhugs/_/bcom ldan thugs kyis rdo rje ni/_/rnam	T02D1809:128b-5	འདུ་བྱེད་ཀྱི་ནི་ཕུང་པོར་བཞུགས་༎ བཅོམ་ལྡན་ཐུགས་ཀྱི་རྡོ་རྗེ་ནི་༎ རྣམ་ཤེས་ཕུང་པོར་ཡང་དག་བཞུགས་༎
T17O2MS163914CZ189832:32	shes phung por yang dag bzhugs/_/'di'i sha sogs sa khams la/_/bcom	T02D1809:128b-8	འདི་ཡི་ཤ་སོགས་ས་ཁམས་ལ་༎
T17O2MS163914CZ189832:33	ldan yum chen spyan ma bzhugs/_/dro ba la sogs me khams la/_/bcom ldan	T02D1809:128b-9	བཅོམ་ལྡན་འདས་ཡུམ་སྤྱན་མ་བཞུགས་༎ ཁྲག་སོགས་ཆུ་ཡི་ཁམས་ལ་ནི་༎ བཅོམ་ལྡན་འདས་ཡུམ་མའ་མ་བཞུགས་༎ དྲོ་བ་ལ་སོགས་མེ་ཁམས་ལ་༎
T17O2MS163914CZ189832:34	yum chen gos dkar mo/_/skyod pa la sogs rlung khams la/_/bcom ldan yum	T02D1809:128b-13	བཅོམ་ལྡན་འདས་ཡུམ་གོས་དཀར་བཞུགས་༎ བསྐྱོད་པ་ལ་སོགས་རླུང་ཁམས་ལ་༏
T17O2MS163914CZ189832:35	chen sgrol ma bzhugs/_/gsher ba la sogs chu khams la/_/bcom ldan rdo rje ma ma ki/_/de bzhin sku'i khams rnams la/_/bcom ldan rdo rje dbyings phyug ma// yul lnga rnam par dag pa las/_/mchod pa'i lha mo lnga ru gyur/_/de'i mig gi	T02D1809:128b-15	། བཅོམ་ལྡན་འདས་ཡུམ་སྒྲོལ་མ་བཞུགས་༎
T17O2MS163914CZ189832:38	dbang po gnyis/_/de bzhin gshegs pa sa'i snying /_/de'i rna ba'i dbang gnyis la/_/de bzhin gshegs pa phyag rdor bzhugs/_/de'i sna la bzhugs pa	T02D1809:128b-16	དེ་ཡི་མིག་གི་དབང་གཉིས་ལ་༎ དེ་བཞིན་གཤེགས་པ་ས་སྙིང་པོ་༎ དེ་ཡི་རྣ་བའི་དབང་གཉིས་ལ་༎
T17O2MS163914CZ189832:40	ni/_/de bzhin gshegs pa nam snying po/_/de'i lce la bzhugs pa ni/_/de	T02D1809:128b-19	བདེ་གཤེགས་ཕྱག་ན་རྡོ་རྗེའོ་༎ དེ་ཡི་སྣ་ཡི་དབང་གཉིས་ལ་༎
T17O2MS163914CZ189832:41	bzhin gshegs pa 'jig rten dbang /_/khams bzhi'i rang bzhin gong bu ni/_/	T02D1809:128b-21	དེ་བཞིན་གཤེགས་པ་མཁའ་སྙིང་བཞུགས་༎
