src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14mpsu_w_u:1828	 bhāvanābala) ......	T24n1448_007:0031a09_14	「以禪定力。
K14mpsu_w_u:1830	 + + (a)  bhisaṃkṣipya saṃpiṇḍayitvā t(ad)  ṛ(ddhibala)	T24n1448_007:0031a09_19	」復問言： 「用何力故，能合其石？
K14mpsu_w_u:1835	 31.17 (ST.II) kīdṛśe(na) bh(a)  danta mātāpaitṛkeṇa balena sa(manvāgatās tathāgatā a)	T24n1448_007:0031a10_17	」白言： 「父母所生之力，凡有幾量？
K14mpsu_w_u:1842	 31.21 (ST.II) y(ad daśānāṃ prākṛ)  tānāṃ gavānāṃ balaṃ tad ekasya nīlagavasya balaṃ //	T24n1448_007:0031a12_1	「始從十人力，如一凡牛力。
K14mpsu_w_u:1844	 yad daśānāṃ nīlagavānāṃ balaṃ tad ekasya maharṣabhasya balam //  yad daśānāṃ mah(arṣabhānāṃ balaṃ tad eka)  sya (cama)  rasya balam //	T24n1448_007:0031a12_12	十凡牛力，如一青牛力。 十青牛力，如一小象力。
K14mpsu_w_u:1848	 yad daśānāṃ camarāṇāṃ balaṃ tad ekaṃ khaḍgabalam //	T24n1448_007:0031a13_13	十小象力，如一大象力。 十大象力，如一青象力。
K14mpsu_w_u:493	 ) śīlaparibhāvitaḥ samādhiś cirasthitiko bhavati //	T24n1448_006:0026b06_12	汝等若能修習持戒，此三摩地即能常住。
K14mpsu_w_u:494	 prajñāparibhāvitaṃ cittaṃ samyag eva vim(u)  cyate rāgadveṣamohebhyaḥ //	T24n1448_006:0026b07_11	以其智慧，修習身心，於三毒中得正解脫。
K14mpsu_w_u:496	 8.7 evaṃ samyaksuvimuktacitta āryaśrāvakaḥ samyag (eva) praj(ānāti //	T24n1448_006:0026b08_8	如是修習，得解脫已，聖者善能了知：
K14mpsu_w_u:497	 ) kṣīṇā me jātir uṣitaṃ brahmacaryaṃ kṛtaṃ karaṇīyaṃ nāparam asmād bhavaṃ prajānāmi //	T24n1448_006:0026b09_8	我生已盡，梵行成立，所作已辦，不受後有。
K14mpsu_w_u:498	 9.1 tatra bhagavān āyuṣmantam ānandam āmantrayate //	T24n1448_006:0026b10_11	」爾時世尊告具壽阿難陀曰：
K14mpsu_w_u:499	 9.2 āgamayānanda yena nādi(k)ā //	T24n1448_006:0026b11_4	「汝可共我往那地迦聚落。
K14mpsu_w_u:500	 9.3 evaṃ bhadantety āyuṣmān ānando bhagavataḥ pratyaśrauṣīt //  9.4 atha bhagavān vṛjiṣu janapadeṣu caryāñ caran nā(dikām anuprāpto nādikāyāṃ viharati kuñjikāvasathe //)	T24n1448_006:0026b12_14	」阿難陀唯然，遂與如來遊佛栗氏國，漸至那地迦聚落群氏迦堂中。
K14mpsu_w_u:502	 9.5 (tena samayena nādikāyā mahato janakāyasya māry utthitābhūt //  tathā hi karkaṭaka upāsakaḥ kālagataḥ //)	T24n1448_006:0026b13_12	彼那地迦聚落，時有災疫，人眾多死。
K14mpsu_w_u:504	 9.6 (nikaṭa upāsakaḥ kaḍaṅgaraḥ kātyarṣabhaś cārur upacārur ariṣṭa upāriṣṭo bhadraḥ subhadro yaśo yaśodatto yaśottaro 'pi kālagataḥ //)  tathā hi karkaṭaka upāsakaḥ kālagato nikaṭo kaḍaṅgaraḥ kātyarṣabhaś cārur upacārur ariṣṭa upāriṣṭo bhadraḥ subhadro yaśo yaśodatto yaśottaraḥ kālagataḥ //)	T24n1448_006:0026b16_2	于時有淥目親近、極精進、近勝端嚴、近端嚴、多眾最上，并賢善現名稱、施稱、上稱等眾多鄔波索迦，皆已身死。
K14mpsu_w_u:509	 9.9 (śrutvā ca punar nādikāṃ piṇḍāya caritvā kṛtabhaktakṛtyāḥ paścādbhaktapiṇḍapātāḥ pratikrāntāḥ //  pātracīvaraṃ pratiśāmya pādau prakṣālya yena bhagavāṃs tenopajagmuḥ //  upetya bhagavataḥ pādau śirasā vanditvaikānte nyaṣīdan //)	T24n1448_006:0026b17_8	時諸苾芻於晨朝時執持衣鉢，入那地迦聚落巡門乞食。
K14mpsu_w_u:513	 9.11 (iha vayaṃ bhadanta saṃbahulā bhikṣavaḥ pūrvāhṇe nivasya pātracīvaram ādāya)  nādikāṃ piṇḍāya prāviśāma //  aśrauṣma (vayam)  nar imaṃ lokaṃ //  9.13 nikaṭaḥ kaḍaṅgaraḥ pūrvavad yāvad yaśottara upāsakaḥ pañ(cānām avarabhāgīyānāṃ pūrvavad)  yāvat punar imaṃ lo(kam //)  9.14 (santi bhikṣavo nādikā)	T24n1448_006:0026b23_10	「我等諸苾芻，於晨朝時執持衣鉢，入那地迦聚落遊行乞食，乃聞人說此聚落中多有人死。 彼諸人等既並身死，各趣何道受生？ 」佛告諸苾芻：
