src_segmentnr	src_original	tgt_segmentnr	tgt_original
K07pplg202u:36	 saṃskārebhyo vijñānāc ca nivārito nirvāṇaṃ ca sūcita sarvagrahebhyaś ca laukikalokottarebhyaḥ  sādhāraṇāsādhāraṇebhyaḥ	K02D0008-10_H0009-10:182b-27	འཇིག་རྟེན་པ་དང་། འཇིག་རྟེན་ལས་འདས་པ་དང་། ཐུན་མོང་དང་། ཐུན་མོང་མ་ལགས་པ་དང་། ཟག་པ་དང་བཅས་པ་དང་། ཟག་པ་མ་མཆིས་པའི་འཛིན་པ་ཐམས་ཅད་ལས་ཀྱང་བཟློག་།
K07pplg202u:122	 sthānaṃ khalu punaḥ subhūte vidyate yad bodhisatvo mahāsatvaḥ prajñāpāramitayā virahitaḥ sarvākārajñatayā nvivarteta  8 sthānām etad vidyate /	K02D0008-10_H0009-10:187a-0	རབ་འབྱོར་། འདི་ནི་གནས་༄༡༨༧ཨ་༌༎ ཡིན་ཏེ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བྲལ་བ་ནི་། རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་ལས་ཕྱིར་ལྡོག་པའི་གནས་ཡོད་དོ་༎
K07pplg202u:124	 tasmāt tarhi subhūte bodhisatvena mahāsatvena prajñāpāramitayā avirahitena bhavitavyaṃ /	K02D0008-10_H0009-10:187a-3	རབ་འབྱོར་། དེ་ལྟ་བས་ན་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོས་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་མ་བྲལ་བར་བྱའོ་༎
K07pplg202u:125	 tat kiṃ manyase subhūte yo bodhisatvo mahāsatvaḥ prajñāpāramitayā virahito gaṃgānadīvālukopamāṃ	K02D0008-10_H0009-10:187a-5	རབ་འབྱོར་། དེ་ཇི་སྙམ་དུ་སེམས་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བྲལ་བས་བསྐལ་བ་གངགའའི་གླང་གི་བྱེ་མ་སྙེད་དུ་གནས་ཏེ་།
K07pplg202u:49	 tadyathāpi nāma syāt subhūte puruṣo rāgacarito vitarkacaritas tenānyatarayā striyā sārdham abhirūpayā prāsādikayā darśanīyayā saṃketaḥ kṛto	K02D0008-10_H0009-10:183a-9	རབ་འབྱོར་། འདི་ལྟ་སྟེ་། དཔེར་ན་། སྐྱེས་བུ་འདོད་ཆགས་ཀྱི་སྤྱོད་པ་ཅན་རྟོག་པ་དང་ལྡན་པ་ལ་ལ་ཞིག་གིས་། བུད་མེད་གཟུགས་བཟང་ཞིང་མཛེས་ལ་བལྟ་ན་སྡུག་པ་ཞིག་བཏུས་ལ་།
K07pplg202u:126	 9 kalpāṃs tiṣṭhaṃs tac cāmiṣadānaṃ tac ca dharmadānaṃ tāṃś ca pratisaṃlayanapratisaṃyuktāṃ  manasikārān anuttarasyai samyaksaṃbodhaye pariṇāmayed api nu sa kulaputro vā kuladuhitā vā tatonidānaṃ  10 bahu puṇyaṃ prasavet* āha /	K02D0008-10_H0009-10:187a-7	ཟང་ཟིང་གི་སྦྱིན་པ་དེ་དང་། ཆོས་ཀྱི་སྦྱིན་པ་དེ་དང་། ནང་དུ་ཡང་དག་པར་འཇོག་པ་དང་ལྡན་པའི་ཡིད་ལ་བྱེད་པ་དེ་དག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོ་ན༏་རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་དེའི་བསོད་ནམས་དེའི་རྒྱུས་མང་དུ་འཕེལ་ལམ་།
K07pplg202u:129	 bahu bhagavaṃ bahu sugata /  bhagavān āha /	K02D0008-10_H0009-10:187a-8	གསོལ་པ་། བཅོམ་ལྡན་འདས་། མང་ངོ་༎ བདེ་བར་གཤེགས་པ་། མང་ངོ་༎ བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
K07pplg202u:131	 ataḥ sa subhūte kulaputro vā kuladuhitā vā bahutaraṃ puṇyaṃ prasaved ya iha gaṃbhīrāyāṃ prajñāpāramitāyāṃ	K02D0008-10_H0009-10:187a-11	རབ་འབྱོར་། དེ་བས་ཀྱང་རིགས་ཀྱི་བུ་འམ་རིགས་ཀྱི་བུ་མོ་གང་གིས་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཟབ་མོ་འདི་ལས་ཇི་སྐད་དུ་བསྟན་པ་བཞིན་དུ་གནས་ཏེ་།
K07pplg202u:132	 11 yathopadiṣṭāyāṃ sthitvā ekadaivasikaṃ cāmiṣadānaṃ tac ca dharmadānaṃ tāṃś ca pratisaṃlayanapratisaṃyuktān	K02D0008-10_H0009-10:187b-0	ཉིད་མ་དགའ་ཞིག་ཟང་ཟིང་གི་སྦྱིན་པ་དེ་དང་། ཆོས་ཀྱི་སྦྱིན་པ་དེ་དང་། ནང་དུ་ཡང་དག་པར་འཇོག་པ་དང་ལྡན་པའི་ཡིད་ལ་བྱེད་པ་དེ་དག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་༄༡༨༧བ་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོ་ན་། རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་དེའི་བསོད་ནམས་ཆེས་མང་དུ་འཕེལ་ལོ་༎
K07pplg202u:133	 ananasikārān anuttarasyāṃ samyaksaṃbodhau pariṇamayet* tat kasya hetoḥ eṣa hi paramaḥ pariṇāmo	K02D0008-10_H0009-10:187b-2	དེ་ཅིའི་ཕྱིར་ཞེ་ན་། འདི་ལྟ་སྟེ་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཡོངས་སུ་བསྔོ་བ་འདི་ནི་བསྔོ་བའི་མཆོག་གོ་།
