src_segmentnr	src_original	tgt_segmentnr	tgt_original
T17bsa007_u:329	 tadyathā - chandasamādhiprahāṇāya saṃskārasamanvāgata ṛddhipādaḥ /  evaṃ cittaṛddhipādaḥ /  vīryaṛddhipādaḥ /  mīmāṃsāsamādhiprahāṇāya saṃskārasamanvāgataṛddhipādaśceti //  (Dhs, Vaidya 332)	K03D0009-3_H0010-3:326b-6	མོས་པའི་ཏིང་ངེ་འཛིན་སྤོང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ་དང་། སེམས་དང་། བརྩོན་འགྲུས་དང་། དཔྱོད་པའི་ཏིང་ངེ་འཛིན་སྤོང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པའོ་༎
T17bsa007_u:334	 47. pañcendriyāṇi /	K03D0009-3_H0010-3:326b-7	རབ་འབྱོར་། དབང་པོ་ལྔ་གང་ཞེ་ན་།
T17bsa007_u:335	 tadyathā - śraddhāsamādhivīryasmṛtiprajñendriyaṃ ceti //	K03D0009-3_H0010-3:326b-8	དད་པའི་དབང་པོ་དང་། བརྩོན་འགྲུས་ཀྱི་དབང་པོ་དང་། དྲན་པའི་དབང་པོ་དང་། ཏིང་ངེ་འཛིན་གྱི་དབང་པོ་དང་། ཤེས་རབ་ཀྱི་དབང་པོ་སྟེ་།
T17bsa007_u:336	 48. pañca balāni /	K03D0009-3_H0010-3:326b-9	དེ་དག་ནི་དབང་པོ་ལྔ་ཞེས་བྱའོ་༎ རབ་འབྱོར་། སྟོབས་ལྔ་གང་ཞེ་ན་།
T17bsa007_u:337	 śraddhāvīryasmṛtisamādhiprajñābalaṃ ceti //	K03D0009-3_H0010-3:326b-11	དད་པའི་སྟོབས་དང་། བརྩོན་འགྲུས་ཀྱི་སྟོབས་དང་། དྲན་པའི་སྟོབས་དང་། ཏིང་ངེ་འཛིན་གྱི་སྟོབས་དང་། ཤེས་རབ་ཀྱི་སྟོབས་ཏེ་། དེ་དག་ནི་སྟོབས་ལྔ་ཞེས་བྱའོ་༎
T17bsa007_u:338	 49. sapta bodhyaṅgāni /	K03D0009-3_H0010-3:326b-13	རབ་འབྱོར་། བྱང་ཆུབ་ཀྱི་ཡན་ལག་བདུན་གང་ཞེ་ན་།
T17bsa007_u:339	 tadyathā - smṛtisaṃbodhyaṅgam,	K03D0009-3_H0010-3:327a-0	དྲན་པ་ཡང་དག་༄༣༢༧ཨ་༌༎
T17bsa007_u:340	 dharmavicayasaṃbodhyaṅgam,  vīryasaṃbodhyaṅgam,  prītisaṃbodhyaṅgam,  prasrabdhisaṃbodhyaṅgam,	K03D0009-3_H0010-3:327a-1	བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་། ཆོས་རྣམ་པར་འབྱེད་བ་ཡན་དག་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་། བརྩོན་འགྲུས་རྣམ་པར་འབྱེད་པ་ཡང་དག་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང༏་དགའ་བ་ཡང་དག་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་། ཤིན་ཏུ་སྦྱངས་པ་ཡང་དག་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་།
T17bsa007_u:344	 samādhisaṃbodhyaṅgam,  upekṣāsaṃbodhyaṅgamiti //	K03D0009-3_H0010-3:327a-2	ཏིང་ངེ་འཛིན་ཡང་དག་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་། བཏང་སྙོམས་ཡང་དག་བྱང་ཆུབ་ཀྱི་ཡང་ལག་སྟེ་།
T17bsa007_u:573	 nāstyasamāhitacittam /  nāsti nānātvasaṃjñā /	K03D0009-3_H0010-3:334b-16	འདུ་ཤེས་སྣ་ཚོགས་མི་མངའོ་༎ ཐུགས་མཉམ་པར་མ་བཞག་པ་མི་མངའོ་༎ མ་བརྟགས་པའི་བཏང་སྙོམས་མི་མངའོ་༎
T17bsa007_u:575	 nāstyapratisaṃkhyāyopekṣā /  nāsti chandaparihāṇiḥ /  nāsti vīryaparihāṇiḥ /	K03D0009-3_H0010-3:334b-19	མོས་པ་ཡོངས་སུ་ཉམས་པ་མི་མངའོ་༎ བརྩོན་འགྲུས་ཡོངས་སུ་ཉམས་པ་མི་མངའོ་༎
T17bsa007_u:578	 nāsti smṛtiparihāṇiḥ /  nāsti samādhiparihāṇiḥ /	K03D0009-3_H0010-3:334b-21	དགོངས་པ་ཡོངས་སུ་ཉམས་པ་མི་མངའོ་༎ ཏིང་ངེ་འཛིན་ཡོངས་སུ་ཉམས་པ་མི་མངའོ་༎
T17bsa007_u:580	 nāsti prajñāparihāṇiḥ /	K03D0009-3_H0010-3:334b-23	ཤེས་རབ་ཡོངས་སུ་ཉམས་པ་མི་མངའོ་༎
T17bsa007_u:581	 nāsti vimuktiparihāṇiḥ /	K03D0009-3_H0010-3:335a-0	རྣམ་པར་གྲོལ་བ་ཡོངས་༄༣༣༥ཨ་༌༎ སུ་ཉམས་པ་མི་མངའོ་༎
T17bsa007_u:582	 nāsti vimuktijñānadarśanaparihāṇiḥ /	K03D0009-3_H0010-3:335a-2	རྣམ་པར་གྲོལ་བའི་ཡེ་ཤེས་གཟིགས་པ་ཡོངས་སུ་ཉམས་པ་མི་མངའོ་༎
T17bsa007_u:583	 sarvakāyakarmajñānapūrvagamajñānānuparivṛttiḥ /  sarvavākkarmajñānapūrvaṃgamajñānānuparivṛttiḥ /  sarvamanaskarmajñānapūrvaṃgamajñānānuparivṛttiḥ /	K03D0009-3_H0010-3:335a-3	སྐུའི་ཕྲིན་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་བ་སྟེ་། ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་ངོ་༎ གསུང་གི་ཕྲིན་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་བ་སྟེ་།
