src_segmentnr	src_original	tgt_segmentnr	tgt_original
T17O2MS163914CZ189501:100	dang /_b+ha ga'i dbus su son pa'i rtsha rnams kyi/_gnas la sogs pa sa bcu'i rang bzhin du/_nges par bstan pa ste bzhi pa'o//_// de nas gzhan yang de bzhin gshegs pa'i sku'i bu ga dgu'i rgyan dang / b+ha ga'i dbus su son pa'i rtsha'i rang bzhin gnas la sogs pa sa bcu dang /_pha rol tu phyin pa rnams dang /_sku gsung thugs kyi 'khor lor gyur pa'i gnas kyi bye brag gis yul gyi dbye ba bshad par bya ste/_mgo ni ma la ya yul te/_/spyi	K12D0381_H0396:411a-8	རྩའི་རང་བཞིན་དང་། གནས་ལ་སོགས་པ་དང་། ས་བཅུ་དང་། ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྐུ་དང་། གསུང་དང་། ཐུགས་ཀྱི་འཁོར་ལོར་སོན་པ་གནས་ཀྱི་ནང་གི་རབ་ཏུ་དབྱེ་བས་ཉི་ཤུ་རྩ་བཞིར་གསུངས་པ་། སྤྱི་བོ་མ་ལ་ཡ་ཡི་ཡུལ་༎
T17O2MS163914CZ189501:105	gtshug dza lan d+ha ra yin/_/de bzhin rna ba g.yas pa ni/_/u rgyan zhes ni rab	K12D0381_H0396:411a-10	དེ་བཞིན་སྤྱི་གཙུག་འབར་བ་འཛིན་༎ དེ་བཞིན་དུ་ནི་ཨཽདདྱ་ན་ཉིད་༎ རྣ་བ་ག-ཡས་པ་ཉིད་དུ་བརྗོད་༎
T17O2MS163914CZ189501:106	tu brjod/_/rgyab kyi sgal tshhig ar bu ta/_/bzhi po gnas kyi ming can yin/_/	K12D0381_H0396:411a-13	རྩིབ་མའི་རྒྱབ་ནི་ཨཨརྦུ་ད་༎ བཞི་ནི་གནས་ཤེས་པ་བྱའོ་༎
T17O2MS163914CZ189501:107	rna ba g.yon pa'i rang bzhin ni/_/go da ba rir shes par bya/_/de bzhin smin	K12D0381_H0396:411a-15	རྣ་བ་ག-ཡོན་པའི་རང་བཞིན་ནི་༎ དེ་བཞིན་གོ་ད་བ་རིར་ཤེས་༎
T17O2MS163914CZ189501:108	shri ba san ta ti la ka zhes bya ba/ ma'i ni ba ra/_/ra mi shwa rir yang dag gnas/_/mig ni de bis ko ti ste/_/	K12D0381_H0396:411a-17	དགའ་བའི་དབང་ཕྱུག་བཤད་པ་ནི་༎ སྨིན་མའི་དབུས་གནས་རབ་ཏུ་བསྐུལ་༎ དེ་བཞིན་མིག་དག་ལྷ་མོའི་མཁར་༎
T17O2MS163914CZ189501:110	gzhan yang dpung pa ma la be/_/'di dag nye ba'i gnas yin te/_/thugs kyi	K12D0381_H0396:411a-20	ལག་པའི་རྩ་བར་མའ་ལ་བ་༎ དེ་ལྟར་ཉེ་བའི་གནས་ཉིད་དེ་༎
T17O2MS163914CZ189501:111	'khor lor yang dag gnas/_/gnas kyi khyad par tshhul gyis ni/_/mkha' la rgyu	K12D0381_H0396:411a-22	ཐུགས་ཀྱི་འཁོར་ལོར་རྣམ་པར་གནས་༎ གནས་ཀྱི་ཁྱད་པར་རང་བཞིན་གྱི་༎ མཁའ་སྤྱོད་རྣམས་ཀྱིས་ཡང་དག་བཤད་༎
T17O2MS163914CZ189501:112	ma rnams zhes bya/_/mchan khung ka ma ru pa ste/_/nu ma o tre zhes byar gra  gas/_/	K12D0381_H0396:411a-25	མཆན་ཁུང་ཀའ་མ་རའུ་པ་ཉིད་༎ ནུ་མ་ཨཨོ་ཏྲེར་རབ་ཏུ་གྲགས་༎
T17O2MS163914CZ189501:113	de dag zhing du yang dag gnas/_/lte ba dri sha ku ner gnas/_/sna rtshe ko sa la yin no/_/de dag nye ba'i zhing du brjod/_/kha ni ka ling ka ru gsungs/_/	K12D0381_H0396:411a-27	འདི་དག་ཞིང་དུ་ཡང་དག་བརྗོད་༎ ལྟེ་བ་ཏྲི་ཤ་ཀ་ནི་ར་བརྗོད་༎ སྣ་ཡི་རྩེ་མོར་ཀོ་༄༤༡༡བ་ཤ་ལའ་༎ ཉེ་བའི་ཞིང་དུ་བརྗོད་པའོ་༎
T17O2MS163914CZ189501:115	mgrin pa'i dbus ni lam pa ga_/de dag rol sa zhes bya ste/_/snying ga kan tshi zhes byar brjod/_/chu so hi ma la ya yin/_/nye ba'i rol sa zhes bya yin/_/	K12D0381_H0396:411b-2	ཁ་ནི་ལིང་ཀ་རུ་བརྗོད་༎ མགྲིན་པ་ལམ་པ་ཀ་རུ་གསུངས་༎ སྙིང་ནི་ཀའཉཙིར་བརྗོད་པ་སྟེ་༎ དབང་པོ་ཧི་མ་ལ་ཡ་ཉིད་༎ ཉེ་བ་ཡི་ནི་ཙཚནདོར་བརྗོད་༎
