src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03pspdut2u:9305	 {yatra samādhau sthitvā} sarvasamādhīnāṃ  19905 mudrāṃ praviśati/  {ayam ucyate dharmapraveśamudro nāma samādhiḥ}/	T03D3807-1:180a-11	ཏིང་ངེ་འཛིན་དེ་ལ་གནས་ཤིང་ཆོས་ཐམས་ཅད་ཀྱི་ཕྱག་རྒྱ་ལ་འཇུག་པ་སྟེ་ཞེས་བྱ་བ་ནི་ཏིང་ངེ་འཛིན་དེ་ལ་མཉམ་པར་བཞག་ན་ཆོས་ཐམས་ཅད་སྐྱེ་བ་མེད་པ་དང་། འགག་པ་མེད་པར་རྟོགས་པར་འགྱུར་བའི་ཕྱིར་ཆོས་ཐམས་ཅད་ལ་འཇུག་པའི་ཕྱག་རྒྱ་ཞེས་བྱ་སྟེ་། ཆོས་ཐམས་ཅད་སྐྱེ་བ་མེད་པ་དང་། འགག་པ་མེད་པ་ཉིད་ཚད་མའི་རྟགས་ས་མ་མཚན་མ་ཡིན་པའི་ཕྱིར་ཕྱག་རྒྱ་ཞེས་བྱའོ་༎
K03pspdut2u:9308	 {tatra katamaḥ} samādhirājasupratiṣṭhito {nāma samādhiḥ}/	T03D3807-1:180a-13	དེ་ལ་ཏིང་ངེ་འཛིན་ལ་རྒྱལ་པོ་ལྟར་རབ་ཏུ་གནས་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་གང་ཞེ་ན་།
K03pspdut2u:9309	 {yatra samādhau sthitvā} samādhīnāṃ  19906 rājasupratiṣṭhānena pratitiṣṭhati/	T03D3807-1:180a-14	ཏིང་ངེ་འཛིན་དེ་ལ་གནས་ཤིང་ཏིང་ངེ་འཛིན་ཐམས་ཅད་ལ་རྒྱལ་པོ་ལྟར་རབ་ཏུ་གནས་པ་སྟེ་ཞེས་བྱ་བ་ནི་དཔེར་ན་རྒྱལ་པོ་ཆེན་པོ་ཡུལ་ས་མ་ཐོབ་པ་རྣམས་ནི་ཐོབ་པར་བྱེད་། ཐོབ་པ་རྣམས་ནི་མ་ཞིག་མ་ཉམས་པར་སྲུང་ཞིང་ཡོངས་སུ་སྐྱོང་བར་བྱེད་པ་དེ་བཞིན་དུ་ཏིང་ངེ་འཛིན་དེ་ལ་མཉམ་པར་བཞག་ན་ཏིང་ངེ་འཛིན་གཞན་མ་ཐོབ་པ་རྣམས་ནི་ཐོབ་པར་བྱེད་ཐོབ་པ་རྣམས་ནི་ཉམས་པར་མི་འགྱུར་བར་བྱེད
K03pspdut2u:9311	 {ayam ucyate samādhirājasupratiṣṭhito nāma samādhiḥ}/	T03D3807-1:180a-16	པའི་ཕྱིར་ཏིང་ངེ་འཛིན་ལ་རྒྱལ་པོ་ལྟར་རབ་ཏུ་གནས་པ་ཞེས་བྱའོ་༎
K03pspdut2u:9312	 {tatra katamaḥ} raśmipramukto {nāma samādhiḥ}/	T03D3807-1:180b-0	དེ་ལ་འོད་ཟེར་རབ་ཏུ་འགྱེད་པ་ཞེས་བྱ་བའི་༄༡༨༠བ་ཏིང་ངེ་འཛིན་གང་ཞེ་ན་།
K03pspdut2u:9313	 {yatra samādhau sthitvā} sarvasamā-  19907 dhīnāṃ raśmīn avasṛjati/	T03D3807-1:180b-1	ཏིང་ངེ་འཛིན་དེ་ལ་གནས་ཤིང་ཏིང་ངེ་འཛིན་ཐམས་ཅད་ཀྱི་འོད་ཟེར་རབ་ཏུ་འགྱེད་པ་སྟེ་ཞེས་བྱ་བ་ནི་ཏིང་ངེ་འཛིན་དེ་ལ་མཉམ་པར་བཞག་ན་དེའི་མཐུས་ཏིང་ངེ་འཛིན་གཞན་གྱི་རྫུ་འཕྲུལ་འོད་ཟེར་བཀྱེ་པ་ལས་སེམས་ཅན་གྱི་དོན
K03pspdut2u:9315	 {ayam ucyate raśmipramukto nāma samādhiḥ}/	T03D3807-1:180b-2	བྱེད་པ་ལ་སོགས་པ་འབྱུང་བའི་མཐུ་ཡོད་པའི་ཕྱིར་འོད་ཟེར་རབ་ཏུ་འགྱེད་པ་ཞེས་བྱའོ་༎
K03pspdut2u:9316	 {tatra katamaḥ} balavyūho {nāma samādhiḥ}/	T03D3807-1:180b-3	དེ་ལ་དཔུང་རྣམ་པར་བཀོད་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་གང་ཞེ་ན་།
K03pspdut2u:9386	 yasya samādheḥ saha pratilambhena  20010 samādhimukhāny avabhāsante {tenocyate samantāvabhāso nāma samādhiḥ}/	T03D3807-1:183a-14	ཏིང་ངེ་འཛིན་འདི་ཐོབ་མ་ཐག་ཏུ་ཏིང་ངེ་འཛིན་ཐམས་ཅད་ཀྱི་འོད་བྱེད་པ་སྟེ་ཞེས་བྱ་བ་ནི་ཏིང་ངེ་འཛིན་དེ་ཐོབ་པའི་མཐུས་ཏིང་ངེ་འཛིན་གཞན་ཐམས་ཅད་ཀྱི་ཆོ་འཕྲུལ་འོད་སྣང་བ་འབྱུང་བར་བྱེད་པའི་ཕྱིར་འོད་བྱེད་པ་ཞེས་བྱའོ་༎ དེ་ལ་ཀུན་དུ་སྣང་བ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་གང་ཞེ་ན་། ཏིང་ངེ་འཛིན་དེ་ཐོབ་མ་ཐག་ཏུ་ཏིང་ངེ་འཛིན་ཐམས་ཅད་ཀྱི་སྒོ་སྣང་བར་བྱེད་པ་སྟེ་ཞེས་བྱ་བ་ནི་ཏིང་ངེ་འཛིན་དེ་ཐོབ་པའི་མཐུས་ཏིང་ངེ་འཛིན་ཐམས་ཅད་ལ་འཇུག་པའི་སྒོ་གཟོད་མ་ནས་མ་སྐྱེས་པའི་ཕྱིར་ཨཨ་ནི་ཆོས་ཐམས་ཅད་ཀྱི་སྒོའོ་ཞེས་བྱ་བ་ལ་སོགས་པ་ཡི་གེའི་འབྲུ་རེ་རེའི་སྒོ་ནས་ཏིང་ངེ་འཛིན་རྣམས་༄༡༨༣བ་ལ་འཇུག་པར་འགྱུར་བའི་སྒོ་དེ་ལྟ་བུ་ཤེས་པས་གསལ་བར་བྱེད་པའི་ཕྱིར་ཀུན་དུ་སྣང་བ་ཞེས་བྱའོ་༎
K03pspdut2u:9388	 {tatra katamaḥ} śuddhasāro {nāma samādhiḥ}/	T03D3807-1:183b-1	དེ་ལ་དག་བ་དམ་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་གང་ཞེ་ན་།
