src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01n2853u_001:1000	 sa kathayati :	T24n1450_008:0139c16_13	』太子報曰：
K01n2853u_001:1001	 na me gṛhapate sā ārāmaḥ ;	T24n1450_008:0139c17_2	『彼非是園而是苑林。 』長者復白曰：
K01n2853u_001:1002	 kintu udyānaṁ tan mameti ;	T24n1450_008:0139c17_20	『無問園苑，處所與我。
K01n2853u_001:1003	 dvir api trir apy anāthapiṇḍado gṛhapatir jetaṁ kumāram idam avocat :	T24n1450_008:0139c18_7	』如是三請，太子報曰：
K01n2853u_001:1004	 anuprayaccha me kumāra ārāmam ;  ahaṁ tatra bhagavato'rthāya vihāraṁ māpayāmīti ;	T24n1450_008:0139c19_8	『我實不應而捨此園，縱得布金遍地，我終不與。
K01n2853u_001:1007	 gṛhapate )  punar apy anāthapiṇḍado gṛhapatir jetaṁ kumaram idam avocat :	T24n1450_008:0139c19_15	』長者復白曰：
K01n2853u_001:1010	 kṛtārghoasi kumāra ārāmasya ;  pratīccha hiraṇyasuvarṇam ;  mamārāmaḥ ;	T24n1450_008:0139c20_9	『汝已定價，汝可取直，其園林屬我。 』太子報曰：
K01n2853u_001:1013	 kaḥ kṛtārghaḥ ?	T24n1450_008:0139c20_21	『是誰定價？
K01n2853u_001:1014	 tvaṁ kṛtārghaḥ ;	T24n1450_008:0139c21_3	』長者白曰： 『汝自定價。
K01n2853u_001:1015	 tau kṛtārgho na kṛtārgha iti vivādam āpannau ,  yena vyāvahārikapuruṣās tena saṁprasthitāḥ ;	T24n1450_008:0139c22_2	』因即爭競不定，共詣斷事人所。
K01n2853u_001:1017	 atrāntare caturṇāṁ lokapālānām etad abhavat :	T24n1450_008:0139c22_16	爾時四天王聞斯事已便作是念：
K01n2853u_001:1018	 ayam anāthapiṇḍado gṛhapatir udyukto bhagavato'rthāya vihāraṁ māpayhitum ;  sāhāyyam asyānuṣṭheyam iti ;	T24n1450_008:0139c23_16	『今給孤長者為世尊造立寺舍，我當資助。
K01n2853u_001:1020	 tato vyāvahārikapuruṣam ātmānam abhinirmāya arthādhikaraṇe niṣaṇṇāḥ ;	T24n1450_008:0139c24_16	』作此念已，遂即各化為斷事人，於法司坐。
K01n2853u_001:1021	 anāthapiṇḍado gṛhapatir jetaś ca kumāro vyāvahārikasakāśam upasaṅkrāntau ;  athānāthapiṇḍako gṛhapatir vyāvahārikapuruṣāṇām etam arthaṁ vistareṇa nivedayati ;  te kathayanti :	T24n1450_008:0139c26_5	時誓多太子給孤長者，共到其處，給孤長者及太子各具因緣白。 斷事人議曰：
K01n2853u_001:1024	 kṛtāgho'si kumāra ārāmasya :  pratīccha suvarṇam :	T24n1450_008:0139c26_15	『太子！ 汝自定價，園屬長者，太子取金。
K01n2853u_001:1026	 gṛhapater ārāma iti ;  sa tūṣṇīm avasthitaḥ ;	T24n1450_008:0139c27_21	』太子既見斷已，默然而去。
K01n2853u_001:1028	 anāthapiṇḍado gṛhapatiḥ śakaṭair bhāraiḥ mūṭaiḥ piṭakair uṣṭrair gobhir gardabhaiḥ prabhūtaṁ suvarṇam abhinirhṛtya ,  sarvaṁ jetavanaṁ saṁstartum ārabdhaḥ ;  na parisamāpyate ;  tiṣṭhate evānāstīrṇaḥ kaścit pṛthvīpradeśaḥ ;	T24n1450_008:0140a01_3	是時給孤長者，還家勅諸僮僕，以車象牛驢擔負筐籠，運載其金，至誓多林用布其地，有少未遍。
