src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12D0557_H0515:423a-24	བདག་གིས་བསྐལ་པ་སྟོང་དུ་ལྕེ་བརྒྱ་ཡིས་༎ སངས་༄༤༢༣བ་རྒྱས་ཡོན་ཏན་བརྗོད་པར་མི་ནུས་སོ་༎ རྒྱལ་བ་གཅིག་གི་ཡོན་ཏན་རྣམས་ཀྱང་ནི་༎ ལྕེ་སྟོང་གིས་ཀྱང་ཅུང་ཟད་བརྗོད་མི་ནུས་༎ བདག་གིས་རྒྱལ་བ་དག་ནི་ཐམས་ཅད་ཀྱི་༎ ཡོན་ཏན་ལྕེ་བརྒྱས་བརྗོད་པར་ག་ལ་ནུས་༎	T39n1788_04a:0270c14_3	假令我舌有百千，讚歎一佛一功德，於中少分尚難知，況諸佛德無邊際。
K12D0557_H0515:423b-5	ལྷར་བཅས་འཇིག་རྟེན་ཐམས་ཅད་མཚོར་གྱུར་ཏེ་༎ སྲིད་པའི་རྩེ་མོ་མན་ཆད་ཆུས་གང་བ་༎ སྐྲ་ཡི་རྩེ་མོས་དཔག་པར་ནུས་སྲིད་ཀྱི་༎ བདེ་གཤེགས་རྣམས་ཀྱི་ཡོན་ཏན་གཅིག་ལ་མིན་༎	T39n1788_04a:0270c15_14	假使大地及諸天，乃至有頂為海水，可以毛端滴知數，佛一功德甚難量。
K12D0557_H0515:423b-12	དེས་ནི་སེམས་ཅན་རྒྱལ་བ་རེག་གྱུར་ཅིག་། དེ་ལྟར་རྒྱལ་པོས་སངས་རྒྱས་རྣམས་བསྟོད་ནས་༎ རྒྱལ་པོ་འདི་ལྟར་སྨོན་ལམ་འདེབས་པ་ནི་༎	T39n1788_04a:0270c21_18	經　「彼王讚歎如來已，倍復深心發弘願。 」贊曰：
K12D0557_H0515:423b-17	རྨི་ལམ་དུ་ནི་འདི་འདྲའི་རྔ་བལྟ་ཞིང་༎ དེར་ནི་བཤགས་པ་འདི་འདྲ་མཉན་པར་བགྱི་༎ རྒྱལ་བསྟོད་པདམ་འབྱུང་རྒྱལ་འདི་འདྲ་བ་༎ སྐྱེ་བ་དེ་དང་དེར་ནི་རྙེད་པར་བགྱི་༎	T39n1788_04a:0270c25_20	經　「『願我當於未來世，生在無量無數劫，夢中常見大金鼓，得聞顯說懺悔音，讚佛功德喻蓮華。
K12D0557_H0515:423b-21	སངས་རྒྱས་ཡོན་ཏན་མཐའ་ཡས་མཚུངས་མེད་དང་༎ གང་ཡང་བསྐལ་པ་སྟོང་དུ་རྙེད་དཀའ་བ་༎	T39n1788_04a:0270c27_3	願證無生成正覺，諸佛出世時一現，於百千劫甚難逢。
K12D0557_H0515:423b-22	དེ་དག་རྨི་ལམ་དུ་ཡང་མཉན་པར་བགྱི་༎ ཉིན་གྱུར་ཚེ་ཡང་དེ་དག་བཤད་པར་བགྱི་༎	T39n1788_04a:0270c27_19	夜夢常聞妙鼓音，晝則隨應而懺悔。
K12D0557_H0515:423b-24	སེམས་ཅན་སྡུག་བསྔལ་མཚོ་ལས་ཐར་བར་བགྱི་༎ ཕ་རོལ་ཕྱིན་པ་དྲུག་པོ་རྫོགས་པར་བགྱི་༎ ཕྱི་ནས་བྱང་ཆུབ་བླ་མེད་ཐོབ་པར་བགྱི་༎	T39n1788_04a:0270c29_2	我當圓滿修六度，拔濟眾生出苦海，然後得成無上覺。
K12D0557_H0515:424a-0	བདག་གི་ཞིང་ནི་ལྷོད་པ་མེད་གྱུར་༄༤༢༤ཨ་༌༎ ཅིག་། རྔ་ཕུལ་རྣམ་པར་སྨིན་པའི་འབྲས་བུ་དང་༎ རྒྱལ་བ་ཐམས་ཅད་ལ་ཡང་བསྟོད་པའི་རྒྱུས་༎	T39n1788_04a:0271a01_5	佛土清淨不思議，以妙金鼓奉如來，并讚諸佛實功德。
K12D0557_H0515:424a-4	གསེར་གྱི་ལག་པའི་དབང་དང་གསེར་གྱི་འོད་༎ བདག་གི་ཁྱེའུ་ནི་གང་ཡིན་འདི་གཉིས་ཀྱང་༎ དེར་ནི་བུ་ཕོ་དེ་དག་གཉི་ག་དང་༎ བྱང་ཆུབ་བླ་མེད་ལུང་བསྟན་ཐོབ་པར་ཤོག་།	T39n1788_04a:0271a03_12	金龍金光是我子，過去曾為善知識，世世願生於我家，共受無上菩提記。
K12D0557_H0515:424a-7	སེམས་ཅན་གང་དག་གནས་དང་རྟེན་མེད་ཅིང་༎ སྐྱབས་དང་བྲལ་ནས་ཕོངས་པར་གྱུར་པ་དག་། དེ་དག་ལ་ཡང་མ་འོངས་དུས་རྣམས་ན་༎ སྐྱོབ་དང་དཔུང་གཉེན་སྐྱབས་དང་རྟེན་གྱུར་ཅིག་།	T39n1788_04a:0271a05_3	若有眾生無救護，長夜輪迴受眾苦，我於來世作歸依，令彼當得安穩樂。
