src_segmentnr	src_original	tgt_segmentnr	tgt_original
K05D0010-2_H0012-2:61b-3	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།	T07n0220d_558:0881c27_8	所以者何？
K05D0010-2_H0012-2:61b-4	སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་དག་མཚན་མར་འཛིན་ཅིང་རྣམ་པར་བརྟགས་ནས་དམིགས་པ་གང་ཡིན་པ་དེ་ཉིད་དེའི་དམིགས་པ་ཆེན་པོ་ཡིན་པའི་ཕྱིར་རོ་༎	T07n0220d_558:0882a02_11	於已滅度佛弟子等取相分別隨喜迴向，是則名為大有所得，過去已滅無所有故，未來、現在佛弟子等，未至不住亦不可得，若不可得非取相境，若取其相發生隨喜迴向菩提便墮顛倒。
K05D0010-2_H0012-2:61b-5	དེ་བས་ན་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དགེ་བའི་རྩ་བ་དེ་དག་ཡོངས་སུ་བསྔོ་བར་འདོད་པས་ནི་། དམིགས་ནས་མཚན་མར་བཟུང་སྟེ་ཡོངས་སུ་བསྔོ་བར་མི་བྱའོ༏་༏དམིགས་པའི་འདུ་ཤེས་དང་། མཚན་མའི་འདུ་ཤེས་ཀྱིས་ཡོངས་སུ་བསྔོ་བ་ནི་། དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་ཀྱིས་དོན་ཆེ་བར་མ་གསུངས་སོ་༎	T07n0220d_558:0882a04_18	』「是故菩薩欲於如來及諸弟子功德善根，正發隨喜迴向菩提，不應於中起有所得取相分別隨喜迴向。 若於其中起有所得取相分別隨喜迴向，佛不說彼有大義利。
K05D0010-2_H0012-2:61b-9	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།	T07n0220d_558:0882a06_11	所以者何？
K05D0010-2_H0012-2:61a-6	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་ཐབས་ལ་མཁས་པར་རིག་པར་བྱ་སྟེ་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་མ་བརྟེན་པར་ནི་། བསོད་ནམས་བྱ་བའི་དངོས་པོ་ཡོངས་སུ་བསྔོ་བར་ཡང་མི་ནུས་སོ་༎	T07n0220d_558:0881c14_16	若諸菩薩不取相為方便，行深般若波羅蜜多，於已滅度佛及弟子功德善根，離相隨喜迴向菩提，是名為善隨喜迴向。
K05D0010-2_H0012-2:61a-9	བྱམས་པས་སྨྲས་པ་། བཙུན་པ་རབ་འབྱོར་།	T07n0220d_558:0881c15_6	」慈氏菩薩問善現言：
K05D0010-2_H0012-2:61a-11	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་ནི་། སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་དང་། དགེ་བའི་རྩ་བ་དེ་དག་དང་། མངོན་པར་འདུ་བྱེད་པ་དེ་དག་དང་། བླ་ན་མེད་པ་ཡང་དག་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོ་བ་གང་ཡིན་པའི་སེམས་བསྐྱེད་པ་དེ་དག་ཀྱང་མེད་པ་ཡིན་ན་།	T07n0220d_558:0881c16_16	「云何菩薩於佛及弟子功德善根等皆不取相，而能隨喜迴向菩提？
K05D0010-2_H0012-2:61a-14	དེ་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པ་དེས་ན་། འདི་ལྟར་རྣམ་པར་བརྟག་པར་བྱ་སྟེ་། སྐུ་དེ་དག་དང་། མངོན་པར་འདུ་མཛད་པ་དེ་དག་ནི་།	T07n0220d_558:0881c20_7	「應知菩薩所學般若波羅蜜多方便善巧，雖不取相而所作成，非離般若波羅蜜多，有能正起隨喜迴向，是故菩薩欲成所作，應學般若波羅蜜多。 」慈氏菩薩謂善現言：
K05D0010-2_H0012-2:61b-0	སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་དང་། དགེ་བའི་རྩ་བ་དེ་དག་དང་། མངོན་པར་འདུ་མཛད་པ་དེ་དག་དང་། སེམས་བསྐྱེད་པ་དེ་དག་མཚན་མར་བཟུང་༄༦༡བ་ནས་རྣམ་པར་རྟོག་པར་བྱེད་དོ་༎ དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་ཀྱིས་ནི་། དེ་ལྟར་མཚན་མའི་ཚུལ་གྱིས་ཡོངས་སུ་བསྔོ་བ་ལ་རྗེས་སུ་ཡི་རང་བར་གནང་པར་མི་མཛད་དོ་༎	T07n0220d_558:0881c25_13	『過去如來及諸弟子功德善根性皆已滅，所起隨喜迴向之心及大菩提性皆寂滅。 我若於彼取相分別，發生隨喜迴向之心，諸佛世尊皆所不許。
K05D0010-2_H0012-2:61b-10	བསྔོ་བ་དེ་ནི་། དུག་དང་བཅས་པ་། ཟུག་རྔུ་དང་བཅས་པ་ཡིན་པའི་ཕྱིར་རོ་༎	T07n0220d_558:0882a07_10	如是隨喜迴向之心，妄想分別名雜毒故。
