src_segmentnr	src_original	tgt_segmentnr	tgt_original
K08kasyparu:355	 katame dvātriṃśadbhiḥ yaduta hitasukhādhyāśayatayā sarvasatveṣu /	T06n2994u_001:879	 katame dvātriṁśabdhiḥ |  yaduta (1) hitasukhādhyāśayatayā sarvasattveṣu |
K08kasyparu:356	 sarvajñajñānāvatāraṇatayā	T06n2994u_001:881	 (2) sarvajñajñānāvatāraṇatayā |
K08kasyparu:357	 4 kim aham arghāmīti pareṣāṃ jñānākutsanatā niradhimānatayā /	T06n2994u_001:882	 (3) kim aham arghāmīti pareṣāṁ jñānākunsanatā |  (4) niradhimāntayā |
K08kasyparu:358	 dṛḍhādhyāśayatayā ḥ	T06n2994u_001:884	 (5) dṛḍhādhyāśayatayā |  (6) akṛtrimaprematayā |
K08kasyparu:360	 atyantamitratā /  mitrāmitreṣu samacittatayā /	T06n2994u_001:886	 (7) mitrā- (100) mitreṣu samacittatayā |
K08kasyparu:362	 yāvan nirvāṇaparyantatāye /	T06n2994u_001:887	 (8) atyantamitratayā yāvan nirvā- ṇaparyantatāye |
K08kasyparu:364	 1  24 sūnṛtavākyatā smitamukhapūrvābhibhāṣaṇatā-n-upādatteṣu bhāreṣv aviṣadānatayā	T06n2994u_001:888	 (9) sūnṛtavākyatā smitamukhapūrvābhibhā- ṣaṇatā |
K08kasyparu:365	 2 sarvasatveṣv aparichinnamahākaruṇatā aparikhinnamānasatayā saddharmaparyeṣṭim ārabhyātṛptā	T06n2994u_001:889	 (10) sarvasattveṣv aparicchinnamahākaruṇatā |  (11) upādatteṣu bhāreṣv aviṣādanatayā |  (12) aparikhinnamāna- satayā |
K08kasyparu:366	 3 śrutārthatayā /	T06n2994u_001:892	 (13) saddharmaparyeṣtim ārabhyātṛptaśrutārthata- yā |
K08kasyparu:367	 ātmaskhaliteṣu doṣadarśanatayā /  paraskhaliteṣv aruṣṭāpatticodanatayā /	T06n2994u_001:893	 (14) ātmaskhaliteṣu doṣadarśanatayā paraskhaliteṣv aruṣṭāpatticodanatayā |
