src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03kamvchtu:103	 bhinnakleśā hi bhikṣavaḥ /  mārādibhiḥ pratyarthibhirabhedyatvāt teṣāṃ samūhaḥ saṃghaḥ ityucyate /	T05D4001:147a-18	ཉོན་མོངས་པ་བཅོམ་ཞིང་ཕྱིར་རྒོལ་བས་མི་ཕྱེད་པའི་ཕྱིར་རོ་༎ དགེ་སློང་གི་དགེ་འདུན་ཞེས་བྱ་བ་སྟེ་འདིས་ནི་མཐུ་ཆེ་བ་བསྟན་ཏོ་༎
T03kamvchtu:105	 mahān bhikṣusaṃghastāvat bhūyastvena ānubhāveneti dvaividhyena,	T05D4001:147a-20	གྲངས་ཕལ་ཆེ་བར་བསྟན་པ་ནི་སྟོང་ཉིས་བརྒྱ་ལྔ་བཅུ་ཞེས་བྱ་བ་སྟེ་།
T03kamvchtu:111	 bhikṣusaṃghāt bodhisattvānāṃ bāhulyaṃ tu teṣāmevārthāya sūtrāṇāṃ bhāṣitatvāt /	T05D4001:147b-5	དགེ་སློང་གི་དགེ་འདུན་ལས་བྱང་ཆུབ་སེམས་དཔའ་དག་མོང་བ་ནི་ཐེག་པ་ཆེན་པོའི་མདོ་སྡེ་བསྟན་པ་ལ་དེ་དག་གཙོ་བོ་ཡིན་པའི་ཕྱིར་རོ་༎
T03kamvchtu:112	 bodhau sattvamāśayo yeṣāṃ te 'bodhisattvāḥ'; /	T05D4001:147b-6	དེ་དག་ནི་བྱང་ཆུབ་ཏུ་སེམས་དཔས་བྱང་ཆུབ་སེམས་དཔའོ་༎
T03kamvchtu:113	 śrāvakeṣvapi bodhau sattvaṃ vidyate,  atasteṣāṃ vyavacchedāya mahāsattvaiḥ ityāha /	T05D4001:147b-7	ཉན་ཐོས་རྣམས་ཀྱང་རང་གི་བྱང་ཆུབ་ལ་སེམས་དཔའ་ཡོད་པས་དེ་རྣམ་པར་བཅད་པའི་ཕྱིར་སེམས་དཔའ་ཆེན་པོའོ་ཞེས་བྱ་བ་སྨོས་ཏེ་།
T03kamvchtu:115	 dharma-cittotpāda-adhimukti-adhyāśaya-sambhāra-kāla-sampratipattilakṣaṇaiḥ saptabhirmahattvairupetvād mahāsattvāḥ /	T05D4001:147b-8	ཆེན་པོ་རྣམ་པ་བདུན་དང་ལྡན་པའི་ཕྱིར་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དག་ཅེས་བྱའོ་༏
T03kamvchtu:116	 tatra dharmahattvaṃ tu bodhisattvebhyaḥ śatasāhasrikāprajñāpāramitādivipuladharmāṇāṃ deśanāt /	T05D4001:147b-10	། དེ་ལ་ཆོས་ཆེན་པོ་ནི་དེ་དག་ལ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་བརྒྱ་པ་ལ་སོགས་པ་བསྟན་པ་སྟེ་། ཤིན་ཏུ་རྒྱ་ཆེ་བའི་ཕྱིར་རོ་།
T03kamvchtu:117	 cittotpādamahattvaṃ tāvadanuttarāyāṃ samyaksambodhau cittotpādāt /	T05D4001:147b-12	སེམས་བསྐྱེད་པ་ཆེན་པོ་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཕྱིར་རོ་༎
T03kamvchtu:118	 adhimuktimahattvaṃ taminneva gambhīrodāra dharme 'dhimuktatvāt /	T05D4001:147b-13	མོས་པ་ཆེན་པོ་ནི་ཆོས་ཟབ་ཅིང་རྒྱ་ཆེ་བ་དེ་དག་ཉིད་ལ་མོས་པའི་ཕྱིར་རོ་༎
T03kamvchtu:119	 āśayamahattvaṃ tu sarvasattvahitasukhotpādāśayāt /	T05D4001:147b-14	བསམ་པ་ཆེན་པོ་ནི་སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་། བདེ་བ་བསྐྱེད་པར་སེམས་པའི་ཕྱིར་རོ་༎
T03kamvchtu:120	 sambhāramahattvaṃ tāvadaparimitapuṇyajñānaṃsambharaṇāt /	T05D4001:147b-15	ཚོགས་ཆེན་པོ་ནི་བསོད་ནམས་དང་ཡེ་ཤེས་ཀྱི་ཚོགས་དཔག་ཏུ་མེད་པའི་ཕྱིར་རོ་༎
