src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06bsa034_u:1269	 vigatakleśaparyavasthānamapi kleśasānubandhaṃ sānuśayamapi kleśaniranubandhaṃ niranuśayamapi mithyāpraṇihitamapi cittaṃ jānāti /  tadyathā tīrthikacittaṃ sāmiṣābhiprāyasya kliṣṭamapi cittaṃ samyak praṇihitamapi cittaṃ jānāti /  etadviparyayeṇa hīnamapi cittaṃ jānāti /	T06D4044:165b-2	ཉོན་མོངས་པའི་སེམས་དང་མ་འབྲེལ་ཞིང་བག་ལ་ཉལ་མེད་པ་དང་། གང་ཅུང་ཞིག་ཟང་ཟིང་མེད་པའི་བསམ་པས་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པས་ཡང་དག་པར་སྨོན་ལམ་བཏབ་པ་དང་། དམན་པའི་སེམས་ཀྱང་རབ་ཏུ་མཁྱེན་པ་སྟེ་།
T06bsa034_u:1272	 tadyathā kāmadhātūpapannānāṃ sarvasattvānāmantato mṛgapakṣiṇāmapi /	T06D4044:165b-3	འདི་ལྟ་སྟེ་འདོད་པའི་ཁམས་སུ་སྐྱེས་པའི་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སེམས་སོ་༎ རྒྱ་ཆེན་པོ་དང་། ཆེན་པོར་གྱུར་པ་ཞེས་བྱ་བ་བར་མར་གྱུར་པའི་སེམས་ཀྱང་རབ་ཏུ་མཁྱེན་ཏེ་།
T06bsa034_u:1273	 madhyamacittaṃ jānāti tadyathā sarveṣāṃ rūpadhātūpapannānāṃ sattvānām /	T06D4044:165b-5	འདི་ལྟ་སྟེ་གཟུགས་ཀྱི་ཁམས་སུ་སྐྱེས་པའི་སེམས་ཅན་ཐམས་ཅད་ཀྱིའོ་༎
T06bsa034_u:1274	 praṇītamapi cittaṃ jānāti tadyathā sarveṣāmārūpyopapannāṃ sattvānām /	T06D4044:165b-6	ཚད་མེད་པའི་སེམས་ཀྱང་རབ་ཏུ་མཁྱེན་ཏེ་། གྱ་ནོམ་པའི་སེམས་མཁྱེན་པ་འདི་ལྟ་སྟེ་གཟུགས་མེད་པའི་ཁམས་སུ་སྐྱེས་པ་ཐམས་ཅད་ཀྱིའོ་༎ གསུམ་པོ་འདི་དག་ལྟར་འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་ཀྱི་བདེ་བ་དང་མཚུངས་པར་ལྡན་པའམ་།
T06bsa034_u:1275	 sukhaprasaṃyuktamapi duḥkhaprasaṃyuktamapyaduḥkhāsukhavedanāsaṃprayuktamapi cittaṃ jānāti /	T06D4044:165b-9	སྡུག་བསྔལ་དང་མཚུངས་པར་ལྡན་པའམ་། སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བ་ཡང་མ་ཡིན་པའི་ཚོར་བ་དང་། མཚུངས་པར་ལྡན་པའི་སེམས་ཀྱང་མཁྱེན་ཏོ་༎
T06bsa034_u:1276	 ekena paracittajñānenaikasya sattvasya yasya yadyathā yādṛśaṃ yāvaccitaṃ pratyupasthitaṃ bhavati tatsakṛdyathābhūtaṃ prajānāti /	T06D4044:165b-11	ཕ་རོལ་གྱི་སེམས་མཁྱེན་པ་གཅིག་གིས་སེམས་ཅན་གཅིག་གང་གི་སེམས་གང་ཡིན་པ་དང་། ཇི་ལྟ་བུ་དང་། ཇི་འདྲ་བ་དང་། ཇི་སྙེད་ཉེ་བར་གནས་པ་དེ་ཡང་ཅིག་ཅར་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་མཁྱེན་ཏོ་༎ གང་དག་གི་ཡིན་པ་ན་ནི་སེམས་ཅན་གཞན་གྱིའོ་༎ གང་ཡིན་ན་ནི་སེམས་སོ་༎ ཇི་ལྟ་བུ་ཡིན་ན་ནི་ཉོན་མོངས་པ་དང་རྗེས་སུ་འབྲེལ་པ་བག་ལ་ཉལ་དང་བཅས་པ་ཉིད་དང་། ཉོན་མོངས་པ་དང་མ་འབྲེལ་ཞིང་བག་ལ་ཉལ་མེད་པ་ཉིད་དང་། ཉོན་མོངས་པས་ཀུན་ནས་དཀྲིས་པ་ཉིད་དང་། ཉོན་མོངས་པས་ཀུན་ནས་དཀྲིས་པ་དང་བྲལ་བ་ཉིད་དོ་༎ ཇི་འདྲ་བ་ཞིག་ན་ནི་། ཉོན་མོངས་པ་དང་བཅས་པ་དང་། ཉོན་མོངས་པ་མེད་པའོ་༎ ཇི་སྙེད་ཅེས་བྱ་བ་ནི་། དམན་པའམ་། གྱ་ནོམ་པ་སྟེ་།
T06bsa034_u:1277	 ekenaiva paracittajñānena prabhūtānāmapi sattvānāṃ yeṣāṃ yadyathā yādṛśaṃ yāvaccittaṃ pratyupasthitaṃ bhavati tadapi sakṛdyathābhūtaṃ prajānāti	T06D4044:165b-19	དེ་ལྟ་བུའི་ཕ་རོལ་གྱི་སེམས་མཁྱེན་པ་གཅིག་ཁོ་ནས་། སེམས་ཅན་མང་པོ་གང་དག་གི་སེམས་གང་ཡིན་པ་དང་། ཇི་ལྟ་བུ་དང་། ཇི་འདྲ་བ་དང་། ཇི་སྙེད་ཉེ་བར་གནས་པ་ཞེས་བྱ་བ་ནི་།
T06bsa034_u:131	 tatremāni bodhisattvasya kṣāntipāramitāyā gotraliṅgāni /	T06D4044:143b-25	གནོད་པ་བྱེད་པ་ལ་མི་མཇེད་པའི་བཟོད་བའི་རྟགས་ནི་འདིར་རྟགས་ཞེས་བསྟན་ཏོ་༎ གནོད་པ་བྱེད་པ་ལ་མི་བཟོད་པ་ནི་ཤིན་ཏུ་སྨད་པའི་ཕྱིར་རོ་༏
T06bsa034_u:132	 iha bodhisattvaḥ prakṛtyā pareṣāmantikādapakāraṃ labdhvā nāghātacittatāṃ prāviṣkaroti nāpyapakārāya prapadyate /	T06D4044:143b-27	། གནོད་པ་བྱས་ཀྱང་མི་བཟོད་པ་མི་བྱེད་ལ་ཞེས་བྱ་བ་ནི་། ལུས་དང་ངག་དག་གིས་མི་བྱེད་པའོ་༎
T06bsa034_u:133	 saṃjñapyamānaścāśu saṃjñaptiṃ pratigṛhṇāti /	T06D4044:143b-29	གྲོས་བཏབ་ན་ཡང་མྱུར་དུ་ཉན་པར་བྱེད་ལ་ཞེས་བྱ་བ་ནི་ལུས་དང་ངག་གིས་སོ་༎
T06bsa034_u:134	 na ca khilaṃ dhārayati na cirakālikaṃ vairāśayaṃ vahati /	T06D4044:143b-30	ཞེ་ལ་མི་འཛིན་ཞེས་བྱ་བ་ནི་སེམས་ཀྱིས་སོ་༎ ཡུན་རིང་དུ་ཁོན་དུ་མི་བྱེད་ཅེས་བྱ་བ་ནི་།
T06bsa034_u:136	 tatremāni bodhisattvasya vīryapāramitāyā gotraliṅgāni /	T06D4044:144a-5	བརྩོན་འགྲུས་རྣམ་པ་དྲུག་པོ་འདི་དག་ནི་རྟགས་ཞེས་བསྟན་ཏེ་།
T06bsa034_u:138	 kālyotthāyī sāyaṃ nipātī na nidrāsukhaṃ śayanasukhaṃ pārśvasukhamatyarthaṃ svīkaroti /	T06D4044:144a-11	དེའི་རྟགས་ནི་གཉིད་ཀྱི་བདེ་བ་དང་། ཉལ་བའི་བདེ་བ་དང་། གློས་དབབ་པའི་བདེ་བ་ཧ་ཅང་ཉམས་སུ་ལེན་པར་མི་བྱེད་ཅེས་བྱ་བའོ་༎
T06bsa034_u:139	 pratyupasthite ca kṛtye abhibhūyākartukāmatāmālasyaṃ pratisaṃkhyāya prayujyate tasya kṛtyasyābhiniṣpattaye /	T06D4044:144a-12	སྔོན་གྱི་རྒྱུའི་སྟོབས་ཀྱིས་བསྐོས་པའི་རྒྱུ་མཐུན་པ་ཅན་ནི་བརྩོན་འགྲུས་དང་ལྡན་པ་ཞེས་བརྗོད་དོ་༎ དེའི་རྟགས་ནི་བྱ་བ་ཞིག་བྱུང་ན་དོན་དེ་འགྲུབ་པར་བྱ་བའི་ཕྱིར་བྱེད་མི་འདོད་པ་དང་། ལེ་ལོ་ཟིལ་གྱིས་མནན་ཏེ་།
