src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06asmahsbu:1498	 vyutthānam āśayato na daṇḍakarmataḥ /	T36n1736_005:0037a25_17	還淨者，謂由意樂不由治罰，如受律儀。
T06asmahsbu:1499	 niḥsaraṇaṃ saptavidhaṃ /  pratideśanā /	T36n1736_005:0037a26_7	出離者，有七種： 一各各相對說悔所犯。
T06asmahsbu:1501	 abhyupagamaḥ śikṣādattakādīnāṃ daṇḍakarmaṇaḥ /  samavadyotaḥ prajñapte śikṣāpade punaḥ paryāyeṇa /	T36n1736_005:0037a27_8	二誓受治罰，謂受學等。 三等有妨害，為先制學處，後由異門還復開許。 四別立止息，謂僧和合，還捨所制。
T06asmahsbu:1504	 āśrayaparivṛttir bhikṣubhikṣuṇyoḥ strīpuruṣavyañjanaparivartanād asādhāraṇā vedāpattiḥ /	T36n1736_005:0037b01_8	五轉根，謂苾芻苾芻尼轉男女形故，捨不共罪。
T06asmahsbu:1505	 bhūtapratyavekṣā dharmoddānākaraiḥ pratyavekṣāviśeṣaḥ /	T36n1736_005:0037b02_9	六由真實觀，謂作殊勝法嗢拕南等諸行相觀。
T06asmahsbu:1506	 dharmatāpratilambhaś ca satyadarśanena kṣudrānukṣudrāpannābhāve dharmapratilambhāt /	T36n1736_005:0037b03_13	七由法爾得，謂由見諦法爾而得，謂無小隨小罪。
T06asmahsbu:1507	 punaś caturvidhenārthena vinayo veditavyaḥ /	T36n1736_005:0037b04_6	應知毘奈耶復有四義：
T06asmahsbu:2183	 vyañjanasaṃpac caiṣā vijñeyā sarvathāgrasatvānāṃ /  ṣaṣṭyaṅgī sācintyā ghoṣo 'nantas tu sugatānāṃ // AMsa_12.9 //  ṣaṣṭyaṅgī sācintyā yā guhyakādhipatinirdeśe buddhasya ṣaṣṭyākārā vāg nirdiṣṭā /  punar aparaṃ śāntamate tathāgatasya ṣaṣṭyākāropetā vāg niścarati snigdhā ca mṛdukā ca manojñā ca manoramā ca śuddhā ceti vistaraḥ /	T36n1736_051:0404c13_1	聲有六十種，是說如來事。 」長行釋云「如來有六十種不可思議音聲，如佛祕密經中說。 寂靜慧如來具足六十種聲語，所謂潤澤、柔軟、可意、意樂、清淨，如是廣說上是論釋引經，下釋云。
T06asmahsbu:2187	 tatra (Msa 80) snigdhā satvadhātukuśalamūlopastambhikatvāt /	T36n1736_051:0404c17_1	此中潤澤聲者，眾生善根能攝持故。
T06asmahsbu:2188	 mṛdukā duṣṭa eva dharme sukhasaṃsparśatvāt /	T36n1736_051:0404c17_15	柔軟聲者，現前聞法得樂觸故。
T06asmahsbu:2189	 manojñā svarthatvāt /  manoramā suvyañjanatvāt /	T36n1736_051:0404c18_6	可意聲者，由善義故。 意樂聲者，由善字故。
T06asmahsbu:2191	 śuddhā niruttaralokottarapṛṣṭhalabdhatvāt /	T36n1736_051:0404c19_9	清淨聲者，無上出世後得故。
T06asmahsbu:2192	 vimalā sarvakleśānuśayavāsanāvisaṃyuktatvāt /	T36n1736_051:0404c20_3	無垢聲者，諸惑習氣不相應故。
T06asmahsbu:2193	 prabhāsvarā pratītapadavyañjanatvāt /	T36n1736_051:0404c20_14	明亮聲者，字句易解故。
T06asmahsbu:2194	 valguḥ sarvatīrthyakumatidṛṣṭivighātabalaguṇayuktatvāt /	T36n1736_051:0404c21_13	善力聲者，具足功德，破諸外道惡邪見故。
T06asmahsbu:2195	 śravaṇīyā pratipattinairyāṇikatvāt /	T36n1736_051:0404c22_5	樂聞聲者，信順出離故。
T06asmahsbu:2196	 anantā sarvaparapravādibhir anāchedyatvāt /	T36n1736_051:0404c22_19	不絕聲者，一切外道無能斷故。
T06asmahsbu:2197	 kalā rañjikatvāt /  vinītā rāgādipratipakṣatvāt /	T36n1736_051:0404c23_13	調伏聲者，貪等煩惱能對治故。
