src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv171u:4204	 bhagavato 'pi samanvāhṛtya jñānadarśanaṃ pravartate;  abhidoṣakālagata udrako rāmaputraḥ;  atha bhagavata etad abhavat:	T03n0190_033:0807c21_9	』「爾時世尊如是思惟：
K01vinv171u:4209	 yo mama imaṃ dharmavinayaṃ nāśrauṣīt;  saced imaṃ dharmavinayam aśroṣyad ajñāsyat sa imaṃ dharmavinayam iti  Buddha starts of Vārāṇasī  atha bhagavata etad abhavat:  kasya nv ahaṃ tatprathamato dharmaṃ deśayeyam iti;	T03n0190_033:0807c24_18	彼等五仙，並皆清淨，少垢少塵，薄使利智，彼等堪能受我最初轉於法輪所說妙法，應不違我。
K01vinv171u:4214	 tasyaitad abhavat:  yanv ahaṃ pañcakānāṃ bhikṣūṇāṃ tatprathamato dharmaṃ deśayeyam iti;  ye māṃ pūrvaṃ duḥkhaprahāṇayogam anuyuktaṃ viharantaṃ satkṛtyopatastuḥ premṇā ca gauraveṇa ca;	T03n0190_033:0807c25_13	我今應詣彼五仙邊，初為說法。
K01vinv171u:4217	 atha bhagavata etad abhavat:	T03n0190_033:0807c26_10	』「爾時，世尊復如是念：
K01vinv171u:4218	 kutra tv etarhi pañcakā bhikṣavo viharanti iti;	T03n0190_033:0807c26_21	『彼等五仙，今在何處？
K01vinv171u:4219	 adrākṣīd bhagavān divyena cakṣuṣā viśuddhena atikrāntamānuṣeṇa pañcakān bhikṣūn;  vārāṇasyāṃ viharanti ṛṣivadane mṛgadāve;	T03n0190_033:0807c28_15	』是時世尊，以淨天眼過於人眼，觀彼五仙，今日在彼波羅㮈城鹿野苑內，經歷遊行。
K01vinv171u:4221	 dṛṣṭvā ca punar yathābhiramyaṃ bodhimūle vihṛtya yena vārāṇasī kāśīnāṃ nigamas tena cārikāṃ prakrāntaḥ	T03n0190_033:0808a01_3	「爾時，世尊從菩提樹隨多少時住已，漸向波羅㮈國。
K01vinv171u:4227	 viprasannāni te āyuṣman gautama indriyāṇi;	T03n0190_033:0808a17_14	『仁者瞿曇！ 身體皮膚，快好清淨，無有垢膩。 仁者！
K01vinv171u:4228	 pariśuddho mukhavarṇaḥ paryavadātaś chavivarṇaḥ;	T03n0190_033:0808a19_2	面貌圓極莊嚴，諸根寂定。
K01vinv171u:4229	 kas te āyuṣman gautama śāstā;	T03n0190_033:0808a19_7	仁者瞿曇！ 師為是誰？
K01vinv171u:7792	 āścaryaṃ yāvan maharddhiko mahāśramaṇo mahānubhāvaḥ;	T03n0190_042:0849a22_13	「此大沙門有大威力！ 有大神通！
K01vinv171u:7793	 api tv aham apy arhan	T03n0190_042:0849a23_10	雖然，而不得阿羅漢如我今也。
K01vinv171u:7794	 Conversion of Urubilvākāśyapa and of his five hundred students  (CPS 25a.1) atha bhagavān urubilvākāśyapasya jaṭilasya cetasā cittaṃ ājñāya urubilvākāśyapaṃ jaṭilam idam avocat:	T03n0190_042:0849a24_14	」而我今可為此迦葉及諸弟子令開慧眼，發厭離心。 』「爾時，世尊告彼優婁頻螺迦葉作如是言：
K01vinv171u:7796	 naiva tvaṃ kāśyapārhan naivārhatvaphalasākṣātkriyāṃ samāpanno naivājānāsy arhatvamārgam;	T03n0190_042:0849a27_15	『迦葉汝今非阿羅漢，亦復未入阿羅漢道，而汝實無阿羅漢相，況復得於阿羅漢果？
K01vinv171u:7797	 athorubilvākāśyapasya jaṭilasyaitad abhavat:  jānāti me mahāśramaṇaś cetasā cittam;  iti viditvā bhagavantam idam avocat:	T03n0190_042:0849a29_11	』因於此言，時其優婁頻螺迦葉心生羞慚，身毛卓竪，頂禮佛足，而白佛言：
K01vinv171u:7800	 labheyāhaṃ mahāśramaṇasyāntike pravrajyām upasaṃpadaṃ bhikṣubhāvam;  careyam ahaṃ mahāśramaṇasyāntike brahmacaryam;	T03n0190_042:0849a29_15	『善哉！ 世尊！ 與我出家，受具足戒。
K01vinv171u:7802	 atha bhagavān urubilvākāśyapam āmantrayate:	T03n0190_042:0849b02_18	』「爾時，世尊告彼優婁頻螺迦葉作如是言：
K01vinv171u:7866	 anupūrveṇa cāryāṃ caran gayām anuprāptaḥ;  viharati gayāśīrṣe caitye sārdhaṃ bhikṣusahasreṇa sarvaiḥ purāṇajaṭilaiḥ;	T03n0190_042:0850b24_17	「爾時，世尊在彼優婁頻螺迦葉聚落之內，隨多少時，意樂住已，漸漸行向伽耶城邊。
K01vinv171u:7868	 tatra bhagavāṃs tad bhikṣusahasraṃ tṛbhiḥ prātihāryair avavadati;  ṛddhiprātihāryeṇādeśanāprātihāryeṇānuśāsanīprātihāryeṇa;	T03n0190_042:0850b27_6	如來在彼象頭山頂，將是一千比丘徒眾停住，即以三種神通，教化彼等，所謂身通、口通、意通，而調習之。
K01vinv171u:7870	 tatredaṃ bhagavata ṛddhiprātihāryam;  atha bhagavāṃs tadrūpaṃ samādhiṃ samāpanno yathā samāhite citte svasminn āsane 'ntarhitaḥ	T03n0190_042:0850c02_6	「爾時，世尊欲顯身通，所謂一身作於多身，多身還復作於一身，上沒下現，下沒上現，東沒西現，西沒東現，南沒北現，北沒南現，山崖石壁，能過無礙。
K01vinv171u:7872	 pūrvasyān diśy upari vihāyasam abhyudgamya caturvidham īryāpathaṃ kalpayati caṃkramati  tiṣṭhati niṣīdati śayyāṃ kalpayati;	T03n0190_042:0850c03_11	入地如水，履水如地，從地跏趺，昇陟虛空，猶如飛鳥。
K01vinv171u:7874	 tejodhātum api samāpadyate;  tejodhātuṃ samāpannasya buddhasya bhagavato vividhāny arcīṃṣi kāyān niścaranti nīlāni pītāni lohitāny avadātāni māṃjiṣṭhāni spaṭikavarṇāni;  yamakāni ca prātihāryāṇi vidarśayati;  adhaḥ kāyaḥ prajvalati;  uparimāt kāyāc chītalā vāridhārāḥ syandante;	T03n0190_042:0850c04_11	身出烟炎，如大火聚，滅火現水，消水放火。
K01vinv171u:7883	 idaṃ tatra bhagavata ṛddhiprātihāryam;  tatredaṃ bhagavata ādeśanāprātihāryam;	T03n0190_042:0850c06_7	此是如來現身神通。
K01vinv171u:7888	 vitarkayatedaṃ mā vitarkayatedam;  manasikurutedaṃ;	T03n0190_042:0850c10_1	應如是證，莫如是證。
K01vinv171u:7890	 na manasikurutedam;  prajahatedaṃ;  mā prajahatedam;	T03n0190_042:0850c10_6	汝等比丘！ 應如是行，莫如是行。
K01vinv171u:7893	 idaṃ kāyena sākṣātkṛtvopasaṃpadya viharata;  idaṃ tatra bhagavatā ādeśanāprātihāryam;  tatredaṃ bhagavato 'nuśāsanīprātihāryam;	T03n0190_042:0850c11_5	』此是如來現口神通。 「現意通者，『汝等比丘！ 今應當知！
K01vinv171u:7896	 sarvaṃ bhikṣavaḥ ādīptaṃ;  kiṃ ca sarvam ādīptaṃ;	T03n0190_042:0850c15_17	此一切法，皆悉熾燃，言熾燃者，眼亦熾燃，色亦熾燃，眼識熾燃，眼觸熾燃，眼觸所因生者有受，若樂、若苦、非樂非苦，彼亦熾燃。
K01vinv171u:3210	 atha puruṣa āgacched agnyarthī agnigaveṣī;	T03n0190_024:0764c22_17	有人故從彼岸而來，就其乞火。
K01vinv171u:3211	 sa tatrādharāraṇyām uttarāraṇiṃ pratiṣṭhāpya abhimathnan na bhavyo 'gniṃ saṃjanayituṃ,  tejaḥ prāviṣkartum;  evam eva tad bhavati yathāpitad ārdrāt kāṣṭhāt sasnehāt;	T03n0190_024:0764c24_7	然如是人，從生濕木濕糞水上，出力攢火，有能得火與彼人不？ 若能得者，終無是處。 火既不出，彼人從求於何而得？
K01vinv171u:3214	 evam eva ye kecic chramaṇā vā brāhmaṇā vā kāmeṣu na kāyena cittena vā vyapakṛṣṭā viharanti,  teṣāṃ yaḥ kāmeṣu kāmacchandaḥ kāmasnehaḥ kāmapremā kāmālayaḥ kāmaniyantrī kāmādhyavasānaṃ ( sa)	T03n0190_024:0764c27_1	如是如是，若有沙門及婆羅門，雖不行欲，乃至不能知見證法。 』此即是初第一譬喻，世未曾有亦未曾聞。
K01vinv171u:3217	 evam eva tad bhavati yathāpitat kāyena cittena (SBV I 105)  vāvyapakṛṣṭānāṃ viharatām;  kiṃ cāpi te imām evaṃrūpāṃ ātmopakramikāṃ duḥkhāṃ tīvrāṃ kharāṃ kaṭukām amanāpāṃ vedanāṃ vedayanti;  atha ca punas te nālaṃ jñānāya,  nālaṃ darśanāya,  nālam anuttarāyai samyaksaṃbodhaye iti;	T03n0190_024:0765a04_9	『若諸沙門，及婆羅門，雖禁制身不行於欲，彼等所有欲中，意貪熱惱及著，而滅不盡，未得正定，猶有我相，自度一身，徒受苦惱，不喜不樂，不能知見證上仁法無畏之處。 又復彼等，雖無我相，不獨度身，不受苦惱，及不受心，意不喜樂，不能知見證上仁法及無畏處。
