src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04nagmmk_u:37	 yena tad gamyamānaṃ ca yac cātra gamanaṃ punaḥ // MMK_2.5 //  dvau gantārau prasajyete prasakte gamanadvaye /  gantāraṃ hi tiraskṛtya gamanaṃ nopapadyate // MMK_2.6 //  gantāraṃ cet tiraskṛtya gamanaṃ nopapadyate /	T04D3842:170b-3	འགྲོ་བ་གཉིས་སུ་ཐལ་འགྱུར་ཏེ་༎ གང་གིས་འགྲོ་པོར་མངོན་པ་དང་༎ འགྲོ་པོར་གྱུར་ནས་གང་འགྲོ་བའོ་༎ འགྲོ་བ་པོ་འགྲོ་བ་དང་ལྡན་པ་ལ་འགྲོ་བར་བརྟགས་ན་འགྲོ་བ་གཉིས་སུ་ཐལ་བར་འགྱུར་ཏེ་། འགྲོ་བ་གང་དག་ལྡན་པས་འགྲོ་བ་པོ་ཞེས་བྱ་བར་མངོན་པ་དང་། དེ་འགྲོ་བ་གང་ལ་ལྟོས་ནས་འགྲོའོ་ཞེས་བྱ་བར་འགྱུར་བའོ་༎
T04nagmmk_u:410	 ātmasaṃyamakaṃ cetaḥ parānugrāhakaṃ ca yat /	T04D3842:231b-10	བདག་ཉིད་ལེགས་པར་སྡོམ་པར་བྱེད་པ་དང་། གཞན་ལ་ཕན་འདོགས་པར་བྱེད་པ་དང་། བྱམས་པའི་སེམས་གང་ཡིན་པ་དེ་ནི་ཆོས་ཡིན་ནོ་༎ དེ་ཉིད་འབྲས་བུ་དག་གི་ས་བོན་ཏེ་འདི་དང་གཞན་དག་ཏུ་འབྲས་བུ་དག་གི་རྒྱུ་ཡིན་ནོ་༎ འདི་ལྟར་བཅོམ་ལྡན་འདས་ཀྱིས་ཀྱང་བྱམས་པ་བསྒོམས་པ་ན་ཕན་ཡོན་བརྒྱད་ཡོད་དེ་༏་མི་རྣམས་དགའ་བར་འགྱུར་རོ་༎ ཞེས་རྒྱ་ཆེར་བཀའ་སྩལ་ཏོ་༎
T04nagmmk_u:412	 cetanā cetayitvā ca karmoktaṃ paramarṣiṇā /	T04D3842:231b-20	དྲང་སྲོང་མཆོག་གི་ལས་རྣམས་ནི་༎ སེམས་པ་དང་ནི་བསམ་པར་གསུངས་༎ ལས་དེ་དག་གི་བྱེ་བྲག་ནི་༎ རྣམ་པ་དུ་མར་ཡོངས་སུ་བསྒྲགས་། དྲང་སྲོང་མཆོག་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཀྱིས་ལས་རྣམས་ནི་འདི་ལྟར་མདོར་བསྡུ་བ་ལས་རྣམ་པ་གཉིས་སུ་གསུངས་ཏེ་༎
T04nagmmk_u:413	 tasyānekavidho bhedaḥ karmaṇaḥ parikīrtitaḥ // MMK_17.2 //	T04D3842:231b-25	སེམས་པ་ས་བོན་དུ་གྱུར་པ་དང་། བསམ་པ་དུས་ཕྱི་མ་ལ་རྩོམ་པར་བྱེད་པ་གང་ཡིན་པའོ་༎ ལས་རྣམ་པ་གཉིས་པོ་དེ་དག་གི་བྱེ་བྲག་ཀྱང་རྣམ་པ་དུ་མ་ཡོད་པར་བཅོམ་ལྡན་འདས་ཀྱིས་དེ་དང་དེར་དེ་ལྟར་རྣམ་པ་མང་པོར་ཡོངས་སུ་བསྒྲགས་ཤིང་བསྟན་ནོ་༎ དེ་ལ་ལས་གང་སེམས་པ་ཞེས་༎ གསུངས་པ་དེ་ནི་ཡིད་ཀྱིར་འདོད་། བསམ་པ་ཞེས་ནི་གང་གསུངས་པ་༎ དེ་ནི་ལུས་དང་ངག་གི་ཡིན་༎
T04nagmmk_u:414	 tatra yac cetanety uktaṃ karma tan mānasaṃ smṛtam /	T04D3842:231b-31	དེ་ལ་ལས་གང་སེམས་པ་ཞེས་གསུངས་པ་དེ་ནི་ཡིད་ཀྱི་ཡིན་པར་འདོད་དོ་༎ ནས་ལུས་སམ་ངག་གི་བྱེད་པ་དེ་ནི་ལུས་དང་ངག་གི་ཡིན་ཏེ་གང་མ་བསམས་པར་བྱས་པ་ནི་མ་ཡིན་ནོ་༎ ངག་དང་བསྐྱོད་དང་མི་སྤོང་བའི་༎ རྣམ་རིག་བྱེད་མིན་ཞེས་བྱ་གང་༎ སྤོང་བའི་རྣམ་རིག་བྱེད་མིན་པ་༎ གཞན་དག་ཀྱང་ནི་དེ་བཞིན་འདོད་༎ ལོངས་སྤྱོད་ལས་བྱུང་བསོད་ནམས་དང་༎ བསོད་ནམས་མ་ཡིན་ཚུལ་དེ་བཞིན་༎
T04nagmmk_u:415	 cetayitvā ca yat tūktaṃ tat tu kāyikavācikam // MMK_17.3 //	T04D3842:232a-7	སེམས་པ་དང་ནི་ཆོས་དེ་བདུན་༎ ལས་སུ་མངོན་པར་འདོད་པ་ཡིན་༎ དེ་ལ་ངག་ཅེས་བྱ་བ་ནི་ཡི་གེ་གསལ་བར་བརྗོད་པའོ་༎ བསྐྱོད་པ་ནི་ལུས་ག-ཡོ་བ་སྟེ་། དེ་གཉི་ག་ཡང་ལས་ཀྱི་དབང་དུ་བྱས་པའི་ཕྱིར་ལས་ཀྱི་ལམ་དུ་གཏོགས་པ་སྟེ་།
T04nagmmk_u:416	 vāgviṣpando 'viratayo yāś cāvijñaptisaṃjñitāḥ /  avijñaptaya evānyāḥ smṛtā viratayas tathā // MMK_17.4 //	T04D3842:232a-12	འདིར་ཡང་ལས་སུ་བགྲང་བ་ཡིན་པར་གཟུང་བར་བྱའོ་༎ མི་སྤང་བའི་རྣམ་པར་རིག་བྱེད་མ་ཡིན་པ་ཞེས་བྱ་བ་ནི་མི་དགེ་བའི་ལས་འདི་ཞེས་བྱ་བ་ལུས་སམ་ངག་གིས་བྱའོ་སྙམ་དུ་མི་དགེ་བའི་སེམས་ཡང་དག་པར་བླངས་པ་དེ་ཚུན་ཆད་ནས་མི་དགེ་བ་དེ་ལུས་སམ་ངག་གང་དག་གིས་མི་བྱེད་དུ་ཟིན་ཀྱང་མི་དགེ་བའི་སེམས་ཡང་དག་པར་བླངས་བའི་རྒྱུ་ལས་བྱུང་བ་ཁོ་ནའི་མི་དགེ་བ་དག་སྐྱེ་བར་འགྱུར་བ་གང་དག་ཡིན་པ་སྟེ་། དེ་དག་ནི་མི་སྤོང་བའི་རྣམ་པར་རིག་བྱེད་མ་ཡིན་པ་ཞེས་བྱ་བའི་མིང་འཐོབ་བོ་༎ སྤོང་བའི་རྣམ་པར་རིག་བྱེད་མ་ཡིན་པ་གཞན་དག་ཀྱང་དེ་བཞིན་དུ་འདོད་དེ་།
T04nagmmk_u:418	 paribhogānvayaṃ puṇyam apuṇyaṃ ca tathāvidham /	T04D3842:232a-20	དེ་དག་ནི་སྤོང་བའི་རྣམ་པར་རིག་བྱེད་མ་ཡིན་པ་ཞེས་བྱ་བའི་མིང་འཐོབ་བོ་༎ ལོངས་སྤྱོད་པ་ལས་བྱུང་བའི་བསོད་ནམས་ནི་ཡོངས་སུ་ལོངས་སྤྱོད་པའི་རྒྱུ་ལས་བསོད་ནམས་བྱུང་བ་སྟེ་། རྒྱུ་ལས་བྱུང་བ་ཞེས་བྱ་བ་ནི་། རྗེས་སུ་འགྲོ་བ་དང་རྗེས་སུ་འབྲེལ་བ་དང་རྒྱུན་འཕེལ་བ་སྟེ་བསོད་ནམས་ཉིད་དོ་༎ ལོངས་སྤྱོད་པ་ལས་བྱུང་བའི་བསོད་ནམས་མ་ཡིན་པ་ཡང་ཚུལ་དེ་བཞིན་ནོ་༎
T04nagmmk_u:419	 cetanā ceti saptaite dharmāḥ karmāñjanāḥ smṛtāḥ // MMK_17.5 //	T04D3842:232a-25	སེམས་པ་ཞེས་བྱ་བ་ནི་སེམས་མངོན་པར་འདུ་བྱེད་པའོ་༎
T04nagmmk_u:46	 pakṣo gantā gacchatīti yasya tasya prasajyate /  gamane dve prasajyete gantā yadyuta gacchati /  ganteti cājyate yena gantā san yac ca gacchati // MMK_2.11 //  gate nārabhyate gantuṃ gantuṃ nārabhyate 'gate /  nārabhyate gamyamāne gantum ārabhyate kuha // MMK_2.12 //	T04D3842:170b-8	འགྲོ་བ་གཉིས་སུ་ཐལ་བར་གྱུར་ན་སྔ་མ་བཞིན་དུ་འགྲོ་བ་པོ་ཡང་གཉིས་སུ་ཐལ་བར་འགྱུར་བས་དེ་ཡང་མི་འདོད་དེ་དེ་ལྟ་བས་འགྲོ་བ་པོ་འགྲོའོ་ཞེས་བྱ་བ་དེ་མི་འཐད་དོ་༎
