src_segmentnr	src_original	tgt_segmentnr	tgt_original
K06D0014_H0014:105a-0	གཟུགས་ཀྱི་དམིགས་པ་རང་བཞིན་རྣམ་པར་དག་པ་དང་། ༄༡༠༥ཨ་༌༎ འབྲལ་བ་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c18_19	「不行色本性清淨不清淨，不行受、想、行、識本性清淨不清淨； 不行眼本性清淨不清淨，不行耳、鼻、舌、身、意本性清淨不清淨； 不行色本性清淨不清淨，不行聲、香、味、觸、法本性清淨不清淨； 不行眼識本性清淨不清淨，不行耳、鼻、舌、身、意識本性清淨不清淨。
K06D0014_H0014:105a-2	ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པའི་དམིགས་པ་རང་བཞིན་རྣམ་པར་དག་པ་དང་འདུ་བ་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c24_12	不行色本性開顯不開顯，不行受、想、行、識本性開顯不開顯；
K06D0014_H0014:105a-3	རྣམ་པར་ཤེས་པའི་དམིགས་པ་རང་བཞིན་རྣམ་པར་དག་པ་དང་འབྲལ་བ་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c25_22	不行眼本性開顯不開顯，不行耳、鼻、舌、身、意本性開顯不開顯； 不行色本性開顯不開顯，不行聲、香、味、觸、法本性開顯不開顯； 不行眼識本性開顯不開顯，不行耳、鼻、舌、身、意識本性開顯不開顯。
K06D0014_H0014:105a-4	གཟུགས་འདས་པ་དང་། མ་འོངས་པ་དང་། ད་ལྟར་བྱུང་བའི་རྣམ་པར་དག་པ་ལ་མི་སྤྱོད་། ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པ་འདས་པ་དང་། མ་འོངས་པ་དང་། ད་ལྟར་བྱུང་བའི་རྣམ་པར་དག་པ་ལ་མི་སྤྱོད་།	T07n0220o_600:1106a01_5	不行色本性寂靜不寂靜，不行受、想、行、識本性寂靜不寂靜；
K06D0014_H0014:105a-6	ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པའི་དམིགས་པ་འདས་པ་དང་། མ་འོངས་པ་དང་། ད་ལྟར་བྱུང་བ་རྣམ་པར་དག་པ་དང་འདུ་བ་ལ་མི་སྤྱོད་དོ་༎	T07n0220o_600:1106a02_16	不行眼本性寂靜不寂靜，不行耳、鼻、舌、身、意本性寂靜不寂靜； 不行色本性寂靜不寂靜，不行聲、香、味、觸、法本性寂靜不寂靜； 不行眼識本性寂靜不寂靜，不行耳、鼻、舌、身、意識本性寂靜不寂靜。 不行色本性遠離不遠離，不行受、想、行、識本性遠離不遠離； 不行眼本性遠離不遠離，不行耳、鼻、舌、身、意本性遠離不遠離；
K06D0014_H0014:105a-7	ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པའི་དམིགས་པ་འདས་པ་དང་། མ་འོངས་པ་དང་། ད་ལྟར་བྱུང་བའི་རྣམ་པར་དག་པ་དང་འབྲལ་བ་ལ་མི་སྤྱོད་དོ་༎	T07n0220o_600:1106a09_18	不行色本性遠離不遠離，不行聲、香、味、觸、法本性遠離不遠離； 不行眼識本性遠離不遠離，不行耳、鼻、舌、身、意識本性遠離不遠離。 「不行色過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離，不行受、想、行、識過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離； 不行眼過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離，不行耳、鼻、舌、身、意過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離； 不行色過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離，不行聲、香、味、觸、法過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離； 不行眼識過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離，不行耳、鼻、舌、身、意識過去未來現在本性清淨不清淨、開顯不開顯、寂靜不寂靜、遠離不遠離。
K06D0014_H0014:108a-12	ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པ་ལ་མི་ཆགས་པ་ཉིད་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c17_11	不行眼識寂靜不寂靜，不行耳、鼻、舌、身、意識寂靜不寂靜。
K06D0014_H0014:108a-13	གཟུགས་ལ་མི་ཆགས་པ་ཉིད་ཀྱི་རྣམ་པར་དག་པ་ལ་མི་སྤྱོད་། ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པ་ལ་མི་ཆགས་པ་ཉིད་ཀྱི་རྣམ་པར་དག་པ་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c18_19	「不行色本性清淨不清淨，不行受、想、行、識本性清淨不清淨；
K06D0014_H0014:108a-15	གཟུགས་ལ་མི་ཆགས་པ་ཉིད་ཀྱི་དམིགས་པ་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c20_5	不行眼本性清淨不清淨，不行耳、鼻、舌、身、意本性清淨不清淨；
K06D0014_H0014:108a-16	ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པ་ལ་མི་ཆགས་པ་ཉིད་ཀྱི་དམིགས་པ་ལ་མི་སྤྱོད་། གཟུགས་ལ་མི་ཆགས་པ་ཉིད་དང་། འདུ་བ་ལ་མི་སྤྱོད་།	T07n0220o_600:1105c21_16	不行色本性清淨不清淨，不行聲、香、味、觸、法本性清淨不清淨； 不行眼識本性清淨不清淨，不行耳、鼻、舌、身、意識本性清淨不清淨。
