src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanssr_pu:5617	 katarat tu cittaṃ /  rajyati vā duṣyati vā muhyati vā /	T12n0352_003:0211a29_2	云何住心？ 云何不住心？
T04sanssr_pu:5619	 kim atītam annāgataṃ pratyutpannaṃ veti /	T12n0352_003:0211b01_1	有過去未來現在，於何而住？ 迦葉！
T04sanssr_pu:5620	 tatra yad atītaṃ tat kṣīṇaṃ /  yad annāgataṃ tad asaṃprāptaṃ /  pratyutpannasya sthitir nāsti /	T12n0352_003:0211b01_19	過去已滅、未來未至、現在無住。
T04sanssr_pu:5623	 cittaṃ hi kāśyapa nādhyātmaṃ na bahirdhā nobhayam antareṇopalabhyate /	T12n0352_003:0211b02_1	迦葉！ 又此心法非在內、非在外、亦非中間。
T04sanssr_pu:5624	 cittaṃ hi kāśyapārūpam anidarśanam apratigham avijñaptikam apratiṣṭham aniketaṃ /	T12n0352_003:0211b02_21	迦葉！ 又此心法離眾色相，無住無著而不可見。 迦葉！
T04sanssr_pu:5625	 cittaṃ hi kāśyapa sarvabuddhair na dṛṣṭaṃ /  na paśyanti na drakṣyanti /	T12n0352_003:0211b05_5	過去一切佛不見、未來一切佛不見、現在一切佛不見。 」迦葉白言：
T04sanssr_pu:5629	 anyatra vitathapatitayā saṃjñayā dharmāḥ pravartante /  cittaṃ hi kāśyapa māyāsadṛśam abhūtaparikalpanayā vividhām upapattiṃ parigṛhṇāti // pe //	T12n0352_003:0211b07_7	彼心無實從妄想生。 譬如幻化，種種得生為虛妄見。 」迦葉白言： 「虛妄不實，其喻云何？
T04sanssr_pu:5632	 cittaṃ hi kāśyapa dīpārcciḥsadṛśaṃ hetupratyayatayā pravartate /  cittaṃ hi kāśyapa vidyutsadṛśaṃ kṣaṇabhaṅgānavasthitam /	T12n0352_003:0211b08_23	」佛言： 「迦葉！ 心如浮泡生滅不住，心如風行而不可收，心如燈光因緣和合，心如虛空得虛妄煩惱，心如掣電剎那不住，心如猿猴攀緣境界，心如畫師作種種像，心念念不住生一切煩惱。 心行體一，無二心用故。 心如其王，自在緣一切法故。
T04sanssr_pu:5634	 cittaṃ hi kāśyapākāśasadṛśam āgantukaiḥ kleśair upakliśyate / pe //  cittaṃ hi kāśyapa pāpamitrasadṛśaṃ sarvaduṣkhasaṃjananatayā / pe /	T12n0352_003:0211b14_15	心如惡友，發生一切苦故。 心如大海，漂溺一切善根故。
T04sanssr_pu:5636	 cittaṃ hi kāśyapa matsyabaḍiśasadṛśaṃ duṣkhe sukhasaṃjñayā /	T12n0352_003:0211b16_2	心如釣魚之人，於苦生樂想故。 心如夢幻，妄計我故。
T04sanssr_pu:5637	 tathā nīlamakṣikāsadṛśam aśucau śucisaṃjñayā /	T12n0352_003:0211b17_5	心如青蠅，於其不淨生淨想故。
T04sanssr_pu:5638	 cittaṃ hi kāśyapa pratyarthikasadṛśaṃ vividhakāraṇākaraṇatayā /  cittaṃ hi ojohārayakṣasadṛśaṃ sadā vivaragaveṣaṇatayā /	T12n0352_003:0211b17_18	心如鬼魅，作種種不善事故。 心如藥叉，貪著境界飲人精氣故。 心如冤家，恒求過失故。 心不靜住，或高或下進退不定故。
T04sanssr_pu:5640	 evaṃ corasadṛśaṃ sarvakuśalamūlamuṣaṇatayā /	T12n0352_003:0211b20_13	心如狂賊，壞一切功德善財故。
T04sanssr_pu:5641	 cittaṃ hi kāśyapa rūpārāmaṃ pataṅganetrasadṛśaṃ /  cittaṃ hi kāśyapa śabdārāmaṃ saṃgrāmabherīsadṛśaṃ /	T12n0352_003:0211b21_5	心如蛾眼，恒貪燈焰色故。 心著於聲，如貪戰鼓聲故。
T04sanssr_pu:5643	 cittaṃ hi kāśyapa gandhārāmaṃ varāha ivāśucimadhye /  cittaṃ hi kāśyapa rasārāmaṃ rathāvaśeṣabhoktṛceṭīsadṛśaṃ /  cittaṃ hi kāśyapa sparśārāmaṃ makṣikeva tailapātre /	T12n0352_003:0211b22_11	心如猪犬，於其不淨貪香美故。 心如賤婢，貪食殘味故。
