src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01bhikavau:124	 surāmaireyamadyapramādasthānañ ca prahāya surāmaireyamadyapramādasthānāt prativiratā  evam evāham evannāmikā imaṃ divasam upādāya yāvajjīvam adattādānaṃ kāmamithyācāraṃ  mṛṣāvādaṃ surāmaireyamadyapramādasthānañ ca prahāya surāmaireyamadyapramādasthānāt (BhīKaVā 10a1)	T24n1453_002:0460a05_8	我某甲始從今日乃至命存，不殺生、不偷盜、不欲邪行、不虛誑語、不飲諸酒亦如是，此即是我五支學處。
K01bhikavau:127	 prativiramāmy anenāhaṃ pañcamenāṅgena teṣām āryāṇām arhatāṃ śikṣāyām anuśikṣe anuvidhīye anukaromi upāsikāñ ca mām āryikā dhārayatu /	T24n1453_002:0460a06_10	是諸聖阿羅漢之所學處，我當隨學隨作隨持。 』如是三說。 『願阿遮利耶證知，我是鄔波斯迦，歸依三寶受五學處。 』師云： 『好。
K01bhikavau:128	 iti vaktavyaṃ /	T24n1453_002:0460a08_9	』答云： 『善。
K01bhikavau:130	 triśaraṇagamanāt pañcaśikṣāpadadhāriṇyā bhikṣuṇyā vaktavyam aupayikam iti /  tayā vaktavyaṃ sādhv iti // //	T24n1453_002:0460a09_24	然諸經律梵本，皆云鄔波馱耶。 教云： 「『阿遮利耶譯為軌範師存念！ 我某甲今請阿遮利耶為鄔波馱耶，願阿遮利耶為我作鄔波馱耶，由阿遮利耶為鄔波馱耶故，我當出家。 』如是三說，後語同前，至第三番應言『由鄔波馱耶為鄔波馱耶故由近師位故重言耳。
K01bhikavau:132	 tataḥ paścād bhikṣuṇī adhyeṣṭavyā yā saṃghamadhye ārocayati /  yādhīṣṭā bhavati tayāsau bhikṣuṇī praṣṭavyā /	T24n1453_002:0460a15_18	』「次請一苾芻尼為白眾者，彼應問本師云：
K01bhikavau:134	 pṛṣṭā te iyam āntarāyikān dharmān iti /	T24n1453_002:0460a16_7	『所有障法並已問未？
K01bhikavau:135	 apṛṣṭvā ārocayati sātisārā bhavati /	T24n1453_002:0460a16_11	』答言： 『已問。 』若問者善，若不問而白者，得越法罪。
K01bhikavau:136	 tatas tayā bhikṣuṇīsaṃghe sanniṣaṇṇe sannipatite anuparigaṇikayā vā pravrajyāpekṣāṃ	T24n1453_002:0460a18_10	次為白眾，一切僧伽當須盡集，或巡房告知。
K01bhikavau:137	 vṛddhānte sāmīcīṃ kārayitvā utkuṭukaṃ niṣādyāñjaliṃ pragṛhya gaṇābhimukhaṃ sthāpayitvā	T24n1453_002:0460a19_20	次將至眾中致禮敬已，在上座前，雙膝著地低頭合掌，作如是語： 『苾芻尼僧伽聽！
K01bhikavau:140	 iyam evaṃnāmikā evannāmikāyā pravrajyāpekṣā gṛhiṇī avadātavasanā anavatāritakeśā ākāṃkṣate (BhīKaVā 10b1)  svākhyāte dharmavinaye pravrajyāṃ seyam evaṃnāmikā keśān avatārya kāṣāyāṇi vastrāṇy	T24n1453_002:0460a22_8	此某甲從苾芻尼某甲，希求出家，在俗白衣比未落髮，願於善說法律出家近圓成苾芻尼性。
K01bhikavau:142	 ācchādya samyag eva śraddhayā agārād anāgārikāṃ pravrajyāṃ pravrajiṣyaty evaṃnāmikayā	T24n1453_002:0460a23_20	此某甲若剃髮披法服已，起正信心，捨家趣非家，某甲為鄔波馱耶。 苾芻尼僧伽為與某甲出家不？ 』此乃但是以言白事，不是羯磨單白合眾咸言：
K01bhikavau:144	 sarvābhir vaktavyaṃ sacet pariśuddhā pravrajatu /	T24n1453_002:0460a25_15	『若遍淨者，應與出家。
K01bhikavau:145	 saced vadantīty evaṃ kuśalaṃ no ced vadanti sātisārā bhavanti /	T24n1453_002:0460a26_8	』俱問者善，如不問者，得越法罪。
K01bhikavau:148	 samanvāhara ācāryike 'ham evannāmikā ācāryikām upādhyāyikāṃ yāce ācāryikā me upādhyāyikā bhavatu /	T24n1453_002:0460a28_1	「應留頂上少髮。 問曰： 『除爾頂髮不？
K01bhikavau:146	 tataḥ paścād upādhyāyikā yācitavyā evaṃ punar yācitavyā /  sāmīcīṃ kārayitvā purata utkuṭukena niṣādyāñjaliṃ pragṛhya idaṃ syād vacanīyaṃ /	T24n1453_002:0460a27_1	次為請苾芻尼作剃髮者。 」彼便盡剃，其人後悔，佛言：
K01bhikavau:474	 śṛṇu tvam evannāmike aṣṭāv ime tena bhagavatā jānatā paśyatā tatha  āgatenārhatā samyaksaṃbuddhenaivaṃ pravrajitopasaṃpannāyā bhikṣuṇyāḥ patanīyā dharmā  ākhyātā yeṣāṃ bhikṣuṇī anyatamānyatamat sthānaṃ adhyāpadya sahādhyāpattyā abhikṣuṇī	T24n1453_002:0463b16_1	有此八法，是諸世尊如知應正等覺所知所見，為諸苾芻尼受近圓者說墮落法。
K01bhikavau:477	 bhavaty aśramaṇī aśākyaputrīyā dhvasyate bhikṣuṇībhāvād dhatam asyā bhavati śrāmaṇyaṃ  dhvastaṃ mathitaṃ patitaṃ parājitam apratyuddhāryam asyā bhavati śrāmaṇyaṃ /  tadyathā tālo mastakāc chinnaḥ /  evam eva bhikṣuṇī eṣām aṣṭānāṃ sthānānām anyatamānyatamat sthānam adhyāpadya sahādhyāpattyā	T24n1453_002:0463b19_7	諸苾芻尼，於此八中隨一一事若有犯者，隨當犯時，便非苾芻尼、非沙門尼、非釋迦女，失苾芻尼性，此便墮落斷沒輪迴，為他所勝不可重收。
K01bhikavau:482	 abhikṣuṇī bhavaty aśramaṇī aśākyaputrīyā dhvasyate bhikṣuṇībhāvād dhatam asyā bhavati	T24n1453_002:0463b20_12	譬如斬截多羅樹頭，不更能生增長高大，苾芻尼亦爾。
K01bhikavau:483	 śrāmaṇyaṃ dhvastaṃ mathitaṃ patitaṃ parājitam apratyuddhāryam asyā bhavati śrāmaṇyaṃ katame aṣṭau /	T24n1453_002:0463b20_17	云何為八？ 「『汝某甲聽！
K01bhikavau:484	 śṛṇu tvam evannāmike anekaparyāyeṇa bhagavatā kāmā vigarhitāḥ kāmacchandaḥ /  kāmasnehaḥ /  kāmapremaḥ kamālayaḥ /  kāmaniyantiḥ /  kāmānāṃ prahāṇam ākhyātaṃ pratiniḥsargo vyantībhāvaḥ /  kṣayo virāgo nirodho vyupaśamo 'staṅgamaḥ /	T24n1453_002:0463b25_1	是諸世尊如知應正等覺所知所見，以無量門毀諸欲法，說欲是染、欲是潤澤、欲是愛著、欲是居家、欲是羈絆、欲是耽樂，是可斷除、是可吐盡、可厭息滅、是冥暗事。
K01bhikavau:491	 stutaḥ stomito varṇitaḥ praśasto 'dyāgreṇa te evannāmike saṃraktacittayā puruṣaś cakṣuṣā cakṣur upanidhyāyatyā na vyavalokayitavyaḥ /  kaḥ punar vādo yad dvayadvayendriyasamāpattyā abrahmacaryam maithunaṃ dharmaṃ pratisevitum	T24n1453_002:0463b26_10	汝某甲始從今日，不應輒以染心視諸男子，何況共行不淨行事。 』『汝某甲聽！
K01bhikavau:493	 uktaṃ bhagavatā /	T24n1453_002:0463b26_22	如世尊說：
K01bhikavau:496	 evaṃrūpaṃ bhikṣuṇī sthānam adhyāpadya sahādhyāpattyā abhikṣuṇī bhavaty aśramaṇī aśākyaputrīyā  dhvasyate bhikṣuṇībhāvād dhatam asyā bhavati śrāmaṇyaṃ dhvastaṃ mathitaṃ patitaṃ  parājitam apratyuddhāryam asyā bhavati śrāmaṇyaṃ tadyathā tālo mastakāc chinno 'bhavyo	T24n1453_002:0463b29_3	「若復苾芻尼與諸苾芻尼同得學處，不捨學處、學羸不自說，作不淨行，兩交會法，乃至共傍生。
