src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12D0442-0443_H0416:512b-16	དེ་ནས་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་༎ སྐུ་དང་། གསུང་དང་། ཐུགས་རྡོ་རྗེ་དེ་བཞིན་གཤེགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་མཉམ་པ་ཉིད་ལ་གནས་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་ལ་སྙོམས་པར་ཞུགས་སོ་༎ སྙོམས་པར་ཞུགས་ནས་ཀྱང་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་འཁོར་གྱི་དཀྱིལ་འཁོར་ལ་གཟིགས་ནས་༄༥༡༣ཨ་༌༎	T18n0890_005:0582b19_17	」復次，世尊大遍照金剛如來入平等住金剛三摩地，從定出已，顧視大眾默然而住。
K12D0442-0443_H0416:513a-1	ཅང་མི་གསུང་བར་གྱུར་ཏོ་༎ དེ་ནས་ཡང་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པས་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ལ་ཕྱག་བཙལ་ནས་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎	T18n0890_005:0582b21_5	爾時，慈氏菩薩即從座起偏袒右肩，合掌禮佛而白佛言：
K12D0442-0443_H0416:513a-4	བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སྐུ་དང་། གསུང་དང་། ཐུགས་རྡོ་རྗེའི་གསང་བ་གསང་བ་འདུས་པར་། མངོན་པར་དབང་བསྐུར་བའི་སློབ་དཔོན་ལ་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱིས་ཇི་ལྟར་བལྟ་བར་བགྱི་།	T18n0890_005:0582b21_9	「世尊！ 若有阿闍梨於此一切如來身口意祕密大瑜伽教中受灌頂者，諸佛菩薩當云何觀？
K12D0442-0443_H0416:513a-8	དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་དང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱིས་བྱང་ཆུབ་ཀྱི་སེམས་རྡོ་རྗེ་བཞིན་དུ་བལྟ་བར་བྱའོ་༎	T18n0890_005:0582b25_2	彼諸如來及諸菩薩觀此受灌頂阿闍梨，如觀菩提真心而無二相。
K12D0442-0443_H0416:513a-9	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།	T18n0890_005:0582b25_6	何以故？
K12D0442-0443_H0416:513a-11	རིགས་ཀྱི་བུ་།	T18n0890_005:0582b26_4	「善男子！
K12D0442-0443_H0416:513a-13	ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ན་སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཇི་སྙེད་འཁོད་ཅིང་འཚོ་ལ་སྐྱོང་བ་དེ་དག་ཐམས་ཅད་དུས་གསུམ་དུ་བྱོན་ནས་། སློབ་དཔོན་དེ་ལ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་མཆོད་པས་ཡང་དག་པར་མཆོད་ནས་། སངས་རྒྱས་ཀྱི་ཞིང་དེར་ཡང་འགྲོ་ཞིང་ངག་རྡོ་རྗེའི་ཡི་གེའང་འདི་སྐད་དུ་འབྱིན་ཏོ་༎	T18n0890_005:0582b28_15	此阿闍梨所有十方諸佛及諸菩薩、現在說法者，一日三時來詣阿闍梨所獻大供養，如佛無異，俱發聲言：
K12D0442-0443_H0416:513a-16	བདག་ཅག་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཕའོ་༎ བདག་༄༥༡༣བ་ཅག་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་མའོ་ཞེས་བྱ་བ་ནས་། བདག་ཅག་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སྟོན་པའོ་ཞེས་བྱ་བའི་བར་དུའོ་༎	T18n0890_005:0582b29_16	『此阿闍梨即是我等諸佛父母及為我等諸佛之師。
K12D0442-0443_H0416:513b-3	དཔེར་ན་། རིགས་ཀྱི་བུ་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཕྱོགས་བཅུ་ན་ཇི་སྙེད་བཞུགས་པ་དང་། སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་རྣམས་ཀྱི་སྐུ་དང་། གསུང་དང་། ཐུགས་རྡོ་རྗེ་ལས་བྱུང་བའི་བསོད་ནམས་ཀྱི་ཕུང་པོ་ཇི་སྙེད་པ་དེ་བས་ཀྱང་སློབ་དཔོན་གྱི་བ་སྤུའི་བུ་ག་གཅིག་གི་བསོད་ནམས་ཁྱད་བར་དུ་འཕགས་སོ་༎	T18n0890_005:0582c03_9	所有十方世界諸佛世尊現在說法者，彼諸如來所有三業積聚無量福德，是等阿闍梨一毛孔福德。
K12D0442-0443_H0416:513b-4	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།	T18n0890_005:0582c03_13	何以故？
K12D0442-0443_H0416:514a-1	སྩལ་པ་། བྱང་ཆུབ་སེམས་དཔའ་ཁྱེད་རྣམས་ཐམས་ཅད་ཉོན་ཅིག་།	T18n0890_005:0582c10_11	「諦聽，諦聽！
K12D0442-0443_H0416:514a-2	གང་ཡང་ཕྱོགས་བཅུའི་སངས་རྒྱས་བཅོམ་ལྡན་འདས་དུས་གསུམ་གྱི་རྡོ་རྗེའི་ཡེ་ཤེས་ལས་བྱུང་བ་དེ་རྣམས་ཀྱང་། གསང་བ་འདུས་པའི་སློབ་དཔོན་དང་ཕྲད་ན་། མཆོད་པ་བྱེད་ཅིང་ཕྱག་འཚལ་ལོ་༎	T18n0890_005:0582c11_8	所有三世諸佛皆來詣阿闍梨所恭敬供養。
K12D0442-0443_H0416:514a-5	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།	T18n0890_005:0582c11_12	何以故？
K12D0442-0443_H0416:513b-5	རིགས་ཀྱི་བུ་། བྱང་ཆུབ་ཀྱི་སེམས་ནི་སངས་རྒྱས་ཀྱི་ཡེ་ཤེས་ཀྱི་སྙིང་པོར་གྱུར་པའོ་༎ སྐྱེ་བའི་གནས་སུ་གྱུར་པ་ནས་ཐམས་ཅད་མཁྱེན་པའི་ཡེ་ཤེས་ཀྱི་འབྱུང་གནས་ཡིན་པའི་བར་དུའོ་༎	T18n0890_005:0582c05_2	此阿闍梨受瑜伽灌頂已，與一切佛智相應，真心微妙無有等故。
