src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10Dx_H0259:388b-14	ལུས་ཀྱི་ནང་དུ་གནས་པར་བལྟ་ལགས་སོ་༎ བཅོམ་ལྡན་འདས་ཀྱིས་ཀུན་དགའ་བོ་ལ་བཀའ་སྩལ་པ་།	T39n1799_01a:0832c15_3	「阿難！ 汝矚林園，因何有見？
K10Dx_H0259:389a-18	དེའི་ཚེ་བཅོམ་ལྡན་འདས་ཀྱིས་ཕྱག་གསེར་གྱི་མདོག་ཅན་བརྐྱང་ཀྱི་འཁོར་འདུས་པའི་ནང་ནས་ཀུན་དགའ་བོའི་སྤྱི་བོར་བཞག་སྟེ་འཁོར་འདུས་པ་རྣམས་ལ་བཀའ་སྩལ་པ་།	T39n1799_01a:0832c22_19	故舒其手現慈相也。 告示阿難及諸大眾：
K10Dx_H0259:389a-19	སངས་རྒྱས་ཐམས་ཅད་ཀྱི་གཙུག་ཏོར་དཔའ་བར་འགྲོ་བའི་རྒྱལ་པོ་སྤྱོད་པ་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་ཡོད་དེ་།	T39n1799_01a:0832c25_2	「有三摩提名大佛頂首楞嚴王，具足萬行，十方如來一門超出妙莊嚴路。
K10Dx_H0259:389b-0	ཕྱོགས་བཅུའི་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ལམ་འདི་ཉིད་དང་། སྒོ་འདི་ཉིད་ནས་༄༣༨༩བ་མངོན་པར་གཤེགས་པ་ཡིན་ནོ་༎	T39n1799_01a:0832c25_18	」下云「十方薄伽梵，一路涅槃門。 」直道無異，通至寶所，故云一門清淨果海。 眾德具足，故曰莊嚴。 真三摩地，因行所履故名為路。
K10Dx_H0259:389b-1	ཁྱོད་ཀྱིས་ལེགས་པར་ཉོན་ཅིག་གསུངས་པས་།	T39n1799_01a:0832c29_5	「汝今諦聽。
K10Dx_H0259:389b-12	སེམས་ཅན་གྱི་ནང་ན་འགའ་ཞིག་ཐོག་མར་ཤེས་པས་ལུས་ཀྱི་ནང་གསལ་བར་བྱས་ནས་གཟོད་ཕྱིའི་ཡོ་བྱད་གསལ་བར་བྱེད་པ་འགའ་མཆིས་སམ་།	T39n1799_01a:0833a14_7	頗有眾生先見身中，後觀外物？
K10Dx_H0259:389b-14	སྙིང་། མཆིན་པ་། མཆེར་བ་། ཕོ་བ་ལྟ་ཞོག་།	T39n1799_01a:0833a19_8	「縱不能見心肝脾胃，爪生髮長、筋轉脈搖誠合明了，如何不知？
K10Dx_H0259:389b-2	ཀུན་དགའ་བོས་ཕྱག་འཚལ་ཏེ་གུས་པས་འདུད་ཅིང་འདུག་གོ་།	T39n1799_01a:0832c29_16	」阿難頂禮，伏受慈旨。 破妄意欲顯真故，略標宗嘆德，令其忻慕，豈謂徒然譴責，罔知所歸。 於是阿難伏而諦受。 三、引例明其所失，三： 一、引例正問。
K10Dx_H0259:389b-3	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ༏་ཁྱོད་ཀྱིས་ཀུན་དགའ་ར་བ་གསེང་ཡབ་དང་། མཐོང་རྒྱ་ཆེ་བ་འདིའི་ནང་དུ་གནས་བཞིན་དུ་ཕྱིའི་ཀུན་དགའ་ར་བ་ནགས་ཚལ་དང་བཅས་པ་མཐོང་བར་སྨྲ་ན་།	T39n1799_01a:0833a04_4	佛告阿難： 「如汝所言，身在講堂，戶牖開豁，遠矚林園。
K10Dx_H0259:389b-4	ཅི་སེམས་ཅན་འགའ་ཞིག་འདིར་གནས་བཞིན་དུ་དེ་བཞིན་གཤེགས་པ་མ་མཐོང་བར་ཀུན་དགའ་ར་བའི་ཕྱི་ལོགས་མཐོང་བ་ལྟ་མཆིས་སམ་།	T39n1799_01a:0833a06_2	亦有眾生在此堂中不見如來、見堂外者。 」反常理以致問，引慶喜以直答。 二、依理以答。
K10Dx_H0259:389b-5	ཀུན་དགའ་བོས་གསོལ་པ་།	T39n1799_01a:0833a08_4	阿難答言：
K10Dx_H0259:389b-6	སྟོན་པ་། སེམས་ཅན་འགའ་ཞིག་འདིར་གནས་བཞིན་དུ་དེ་བཞིན་གཤེགས་པ་མ་མཐོང་བར་ཀུན་དགའ་ར་བའི་ཕྱི་ལོགས་མཐོང་བ་འགའ་ཡང་མ་མཆིས་སོ་༎	T39n1799_01a:0833a09_3	「世尊在堂，不見如來、能見林泉，無有是處。
K10Dx_H0259:389b-8	ཀུན་དགའ་བོ༏་ཁྱོད་ཉིད་དེ་ཁོ་ན་ཡིན་ཏེ་།	T39n1799_01a:0833a11_3	「阿難！ 汝亦如是。
K10Dx_H0259:389b-9	ཁྱོད་ཀྱིས་རྣམ་པར་ཤེས་པ་གསལ་བ་ཉིད་ན་ཐམས་ཅད་གསལ་བར་རིགས་ཏེ་། ཁྱོད་ཀྱི་རྣམ་པར་ཤེས་པ་གསལ་བ་ལུས་ཀྱི་ནང་ན་ལྟ་མཆིས་སམ་། དེ་ལྟ་ན་ལུས་ཀྱི་ནང་ཉིད་གསལ་བར་རིགས་ན་།	T39n1799_01a:0833a11_19	」心在身內，如人在堂。 「汝之心靈一切明了，若汝現前所明了心實在身內，爾時先合了知內身。
K10Dx_H0259:390a-0	སེན་མོ་དང་། སྐྲའི་ཁམས་དང་། ཆུ་རྒྱུས་དང་། རྩ་རྒྱུ་ས་ག-ཡོ་བ་ཡང་མི་གསལ་བར་སྣང་བཞིན་དུ་ཤེས་པ་༄༣༩༠ཨ་༌༎ ཉིད་གསལ་བར་འགྱུར་།	T39n1799_01a:0833a19_19	」腑藏內密，設使不知； 筋脈膚淺，寧容難了？
K10Dx_H0259:390a-10	བདག་གིས་བཅོམ་ལྡན་འདས་ལ་ཆོས་ཀྱི་དབྱིངས་འདི་འཚལ་བ་ལྟར་ན་།	T39n1799_01a:0833b02_7	「我聞如來如是法音，悟知我心實居身外。
