src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03D3790-2:128a-12	རྣམ་པར་གྲོལ་བ་ཇི་ལྟ་བ་དེ་ལྟ་བུ་ནི་སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་གི་ཆོས་ཉིད་དོ་༎ རྣམ་པར་གྲོལ་བ་ཇི་ལྟ་བ་དེ་ལྟ་བུ་ནི་ཉན་ཐོས་དང་། རང་སངས་རྒྱས་དེ་དག་གི་ཆོས་ཉིད་དོ་༎	T05n0220a_118:0924a23_13	如解脫，一切獨覺諸法亦如是。 如解脫，一切如來、應、正等覺及佛弟子獨覺法性亦如是；
T03D3790-2:128a-14	རྣམ་པར་གྲོལ་བ་ཇི་ལྟ་བ་དེ་ལྟ་བུ་ནི་ཆོས་རྣམས་དང་། སེམས་ཅན་རྣམས་དང་། མ་གྲོལ་བ་དང་། མ་ཞི་བ་དང་། ཀུན་ནས་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པ་དང་། རྣམ་པར་མ་དག་པའི་ཆོས་རྣམས་ཀྱི་ཆོས་ཉིད་དང་།	T05n0220a_118:0924a25_11	如解脫，一切有情亦如是； 如解脫，一切法性亦如是； 如解脫，一切隨喜迴向亦如是。 如諸法性無縛無解、無染無淨、無起無盡、無生無滅、無取無捨，我於如是功德善根現前隨喜迴向無上正等菩提。 如是隨喜非能隨喜，無所隨喜故。
T03D3790-2:128a-15	མ་སྐྱེས་པ་དང་། ཡོངས་སུ་མ་སྐྱེས་པ་དང་། མ་བྱུང་བ་དང་། མ་འགགས་པའི་ཆོས་རྣམས་ནི་ཆོས་ཉིད་ཇི་ལྟ་བ་བཞིན་དུ་འཕོ་བ་མེད་པ་དང་། འཇིག་པ་མེད་པར་ཉེ་བར་བཟུང་སྟེ་།	T05n0220a_118:0924b01_19	如是迴向非能迴向，無所迴向故。 如是所起隨喜迴向非轉非息，無生滅故。
T03D3790-2:128a-16	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོ་སྟེ་། རབ་འབྱོར་འདི་ནི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱི་རྗེས་སུ་ཡི་རང་བའི་བར་དང་། བླ་ན་མེད་པའི་བར་རོ་༎	T05n0220a_118:0924b03_1	』「善現！ 是菩薩摩訶薩隨喜迴向為最為勝、為尊為高、為妙為微妙、為上為無上、無等無等等。 善現！
T03D3790-2:128b-0	རབ་འབྱོར་རྗེས་སུ་ཡི་རང་བ་དེ་དང་ལྡན་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་༄༡༢༨བ་པོ་ནི་མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱའོ་༎	T05n0220a_118:0924b06_7	若菩薩摩訶薩成就如是隨喜迴向，疾證無上正等菩提。
T03D3790-2:128b-1	རབ་འབྱོར་གཞན་ཡང་ཕྱོགས་བཅུའི་ཕྱོགས་རེ་རེ་ཞིང་འཇིག་རྟེན་གྱི་ཁམས་གང་གའའི་ཀླུང་གི་བྱེ་མ་སྙེད་དག་ན་། སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཉན་ཐོས་ཀྱི་དགེ་འདུན་དང་བཅས་པ་གང་ཇི་སྙེད་ཅིག་བཞུགས་པ་དང་། འཚོ་སྐྱོང་བའི་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཉན་ཐོས་ཀྱི་དགེ་འདུན་དང་བཅས་པ་དེ་དག་ལ་ཐེག་པ་ཆེན་པོ་ལ་ཡང་དག་པར་ཞུགས་པའི་རིགས་ཀྱི་བུའམ་། རིགས་ཀྱི་བུ་མོ་གང་ལ་ལ་ཞིག་གིས་ནམ་འཚོའི་བར་དུ་ཆོས་གོས་དང་། བསོད་སྙོམས་དང་། གཟིམས་ཆ་དང་། སྙུན་གྱི་རྐྱེན་རྩི་དང་། ཡོ་བྱད་མང་པོ་དང་། བདེ་བའི་ཡོ་བྱད་ཐམས་ཅད་ཀྱིས་རིམ་གྲོར་བྱས་། བླ་མར་བྱས་། བསྟི་སྟང་དུ་བྱས་། མཆོད་པར་བྱས་པ་དང་། སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་ཡོངས་སུ་མྱ་ངན་ལས་འདས་ནས་ཀྱང་ཉིན་མཚན་དུ་སོ་སོར་མེ་ཏོག་དང་༏་སྤོས་དང་། དྲི་དང་། ཕྲེང་བ་དང་། བྱུག་པ་དང་། ཕྱེ་མ་དང་། ན་བཟའ་དང་། གདུགས་དང་། རྒྱལ་མཚན་དང་། བ་དན་མང་པོས་རིམ་གྲོར་བྱེད་པ་དང་། བླ་མར་བྱེད་པ་དང་། བསྟི་སྟང་དུ་བྱེད་པ་དང་། མཆོད་པར་བྱེད་པ་དང་། དམིགས་པའི་ཚུལ་གྱིས་ཚུལ་ཁྲིམས་སྲུང་བ་དང་། བཟོད་པ་སྒོམ་པ་དང་།	T05n0220a_118:0924b07_6	「復次，善現！ 若趣大乘諸善男子、善女人等，假使能於十方現在各如殑伽沙等世界一切如來、應、正等覺及弟子眾，以有相為方便、有所得為方便，盡其形壽供養恭敬、尊重讚歎，復持種種衣服、飲食、臥具、醫藥及餘資生諸妙樂具而奉施之。 彼諸如來、應、正等覺及弟子眾般涅槃後取設利羅，以妙七寶修建高廣諸窣堵波，晝夜精勤禮敬右繞，復以種種上妙花鬘、塗散等香、衣服、纓絡、寶幢、幡蓋、眾妙、珍奇、伎樂、燈明，盡諸所有供養恭敬、尊重讚歎。
T03D3790-2:128b-9	རིགས་ཀྱི་བུ་མོ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡང་དག་པར་ཞུགས་པ་གང་མི་དམིགས་པའི་ཚུལ་གྱིས་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ས་སྤྱོད་པ་དང་། ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པ་དང་། བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པ་དང་། བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པ་དང་། བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པ་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པའི་དགེ་བའི་རྩ་བ་དེ་དག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོས་ན་བསོད་ནམས་མངོན་པར་འདུ་བྱ་བ་འདི་དང་། དགེ་བའི་རྩ་བ་མངོན་པར་འདུ་བྱ་བ་འདི་ལ་བསོད་ནམས་མངོན་པར་འདུ་བྱ་བ་སྔ་མ་དེས་བརྒྱའི་ཆར་ཡང་ཉེ་བར་མི་འགྲོ་།	T05n0220a_118:0924c04_7	是善男子、善女人等由依般若波羅蜜多方便善巧隨喜迴向，勝前所起隨喜迴向百倍、千倍、百千倍、俱胝倍、百俱胝倍、千俱胝倍、百千俱胝倍、百千俱胝那庾多倍、數倍、算倍、計倍、喻倍乃至鄔波尼殺曇倍，故說如是隨喜迴向為最為勝、為尊為高、為妙為微妙、為上為無上、無等無等等。
T03D3790-2:129a-2	ཐབས་མཁས་པས་མི་དམིགས་པའི་ཚུལ་གྱིས་དགེ་བའི་རྩ་བ་དེ་དག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོ་བར་བྱའོ་ཞེས་བྱ་བ་ནི་རྗེས་སུ་ཡི་རང་བའི་ཡིད་ལ་བྱེད་པ་ཡིན་ནོ་༎	T05n0220a_118:0924c09_12	發趣大乘諸菩薩摩訶薩皆應以無相為方便、無所得為方便，修學布施、淨戒、安忍、精進、靜慮、般若波羅蜜多等相應善根，及依般若波羅蜜多方便善巧，於諸如來、應、正等覺及弟子等功德善根發生隨喜迴向無上正等菩提。 」32 讚般若品1初分讚般若品第三十二之一爾時，具壽舍利子白佛言： 「世尊！ 如是所說豈非般若波羅蜜多？ 」佛言：
T03D3790-2:129a-4	དེ་ནས་ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎	T05n0220a_118:0924c13_18	」時，舍利子復白佛言：
T03D3790-2:129a-9	བཅོམ་ལྡན་འདས་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་ཉོན་མོངས་པ་དང་། ལྟ་བའི་མུན་པ་ཐམས་ཅད་སྤོང་བའི་སླད་དུ་རབ་རིབ་མ་མཆིས་པར་བགྱིད་པའོ་༎	T05n0220a_118:0924c19_1	如是般若波羅蜜多遠離一切三界瞖眩，能除煩惱諸見暗故。
