src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10divyav_u:5763	 118.018. na praṇaśyanti karmāṇi kalpakoṭiśatairapi/	K10D0340-2_H0346-2:158a-4	ལུས་ཅན་དག་གི་ལས་རྣམས་ནི་༎ བསྐལ་པ་བརྒྱར་ཡང་ཆུད་མི་ཟ་༎
K10divyav_u:5764	 118.019. sāmagrīṃ prāpya kālaṃ ca phalanti khalu dehinām//10//	K10D0340-2_H0346-2:158a-6	ཚོགས་ཤིང་དུས་ལ་བབ་པ་ན་༎ འབྲས་བུ་ཉིད་དུ་སྨིན་པར་འགྱུར་༎
K10divyav_u:5765	 118.020. bhūtapūrvaṃ bhikṣavo 'nyatamasmin karvaṭake gṛhapatiḥ prativasati āḍhyo mahādhano mahābhogo vistīrṇaviśālaparigraho vaiśravaṇadhanapratispardhī/  118.021. so 'pareṇa samayena suhṛtsambandhibāndhavaparivṛto 'ntarjanaparivṛtaścodyānabhūmiṃ nirgataḥ/  118.022. asati buddhānāmutpāde pratyekabuddhā loka utpadyante hīnadīnānukampakāḥ prāntaśayanāsanabhaktā ekadakṣiṇīyā lokasya/  118.023. yāvadanyatamaḥ pratyekabuddho janapadacārikāṃ caraṃstaṃ karvaṭakamanuprāptaḥ/	K10D0340-2_H0346-2:158a-8	དགེ་སློང་དག་། སྔོན་བྱུང་བ་འདས་པའི་དུས་ན་གྲོང་ཁྱེར་ཝའ་ར་ནའ་སི་ན་རྒྱལ་པོ་ཚངས་པས་བྱིན་ཞེས་བྱ་བ་ཞིག་རྒྱལ་པོ་བྱེད་དེ་། དེའི་ཚེ་ཝའ་ར་ནའ་སི་ན་ཁྱིམ་བདག་གཉིས་ཤིག་གནས་པ་ལས་། དེ་གཉིས་ཕན་ཚུན་འགྲས་ནས་དེའི་ནང་ནས་གཅིག་གིས་རྒྱལ་པོ་ལ་ནོར་མང་པོ་ཞིག་ཕུལ་ཏེ་ཁྱིམ་བདག་གཅིག་ཤོས་རྒྱལ་པོ་ལ་བརྙས་ནས་དེ་རྒྱལ་པོ་ཚངས་པས་བྱིན་གྱིས་ཤགས་འགྱེད་པའི་ཚེ་ག-ཡོ་ཤགས་ཀྱིས་ཕམ་པར་བྱས་ནས་ཁྱིམ་བདག་དེ་ལ
K10divyav_u:5769	 118.024. so 'dhvapariśramāddhātuvaiṣamyāśca glānaḥ piṇḍārthī tadudyānaṃ praviṣṭaḥ/  118.025. sa gṛhapatistaṃ dṛṣṭvā paryavasthitaḥ/  118.025. tena pauruṣeyāṇāmājñā dattā--bhavantaḥ,  118.027. tena gṛhapatinā bhūyasā paryavasthitena sa mahātmāa svayameva grīvāyāṃ gṛhītvā niṣkāsitaḥ,	K10D0340-2_H0346-2:158a-12	བྱིན་ཏེ་། དེས་དེ་རང་གི་ཁྱིམ་དུ་ཁྲིད་ནས་ལྕག་གིས་ཞེན་པར་བཞུས་ནས་ལྕག་རྨ་དེ་དག་གི་ནང་དུ་དུག་གི་ཕྱེ་མས་གཏོར་ཏེ་། དེའི་ལུས་དེ་ཤ་སྣག་བུ་བཞིན་དུ་གྱུར་ནས་དེ་ཕུ་ནུ་རྣམས་ཀྱིས་ནོར་མང་པོ་ཞིག་གིས་བླུས་ཏེ་སྨན་པའི་ལུང་གིས་དེའི་ལུས་སོས་པར་བྱས་སོ་༎
K10divyav_u:5775	 uktaśca--kroḍamallakānāṃ madhye prativaseti/	K10D0340-2_H0346-2:158b-0	དེ་ནས་ཕྱི་ཞིག་ན་དེ་སྐྱོ་བ་སྐྱེས་ནས་བདག་ཁྱིམ་ན་གནས་༄༡༥༨བ་པས་ཆོག་གི་།
K10divyav_u:5777	 118.028. sa saṃlakṣayati--hato 'yaṃ tapasvī gṛhapatirupahataśca/	K10D0340-2_H0346-2:158b-3	དེ་ནས་དེས་བསམ་པ་། ཁྱིམ་བདག་དེས་བདག་གི་རྒྱུད་ལས་བསོད་ནམས་མ་ཡིན་པ་ཆེན་པོ་བསྐྱེད་ཀྱི་༎
K10divyav_u:5778	 118.029. abhyuddhāro 'sya kartavyaḥ/  118.029. iti viditvā uparivihāyasamabhyudgamya jvalanatapanavarṣaṇavidyotanaprātihāryāṇi kartumārabdhaḥ/	K10D0340-2_H0346-2:158b-5	བདག་སོང་ལ་ཁྱིམ་བདག་དེའི་ར་མདའ་བྱའོ་སྙམ་ནས་གནས་དེ་ཉིད་ནས་ནམ་མཁའ་ལས་ཁྱིམ་བདག་དེ་ག་ལ་བ་དེར་སོང་ནས་འབར་བ་དང་། ལམ་མེར་འདུག་པ་དང་། ཆར་འབབ་པ་དང་། གློག་འགྱུ་བའི་ཆོ་འཕྲུལ་རྣམས་བསྟན་ཏོ་༎
K10divyav_u:5780	 118.030. āśu pṛthagjanasya riddhirāvarjanakarī/	K10D0340-2_H0346-2:158b-6	སོ་སོའི་སྐྱེ་བོ་ནི་།
K10divyav_u:5767	 118.022. asati buddhānāmutpāde pratyekabuddhā loka utpadyante hīnadīnānukampakāḥ prāntaśayanāsanabhaktā ekadakṣiṇīyā lokasya/  118.023. yāvadanyatamaḥ pratyekabuddho janapadacārikāṃ caraṃstaṃ karvaṭakamanuprāptaḥ/  118.024. so 'dhvapariśramāddhātuvaiṣamyāśca glānaḥ piṇḍārthī tadudyānaṃ praviṣṭaḥ/	K10D0340-2_H0346-2:10a-5	སངས་རྒྱས་བཅོམ་ལྡན་འདས་རྣམས་འཇིག་རྟེན་ན་མི་བཞུགས་པའི་ཚེ་རང་སངས་རྒྱས་སྡུག་ཅིང་ཕོངས་པ་རྣམས་ལ་སྙིང་བརྩེ་བ་། བས་མཐའི་གནས་མལ་ན་གནས་པ་། འཇིག་རྟེན་གྱི་ཡོན་གནས་གཅིག་པུ་བསེ་རུ་ལྟ་བུ་དག་འཇིག་རྟེན་དུ་འབྱུང་སྟེ་། རང་སངས་རྒྱས་ཤིག་ལམ་དེ་ནས་འོངས་པ་དེ་རྒྱལ་པོའི་ཞམ་རིང་བ་རྣམས་ཀྱིས་མ་ཚོར་ནས་དེ་དེའི་བཙུན་མོའི་འཁོར་གྱི་མདུན་དུ་བབ་བོ་༎
K10divyav_u:5774	 118.027. tena gṛhapatinā bhūyasā paryavasthitena sa mahātmāa svayameva grīvāyāṃ gṛhītvā niṣkāsitaḥ,	K10D0340-2_H0346-2:10a-12	ཐོས་མ་ཐག་ཏུ་དེ་ཕྲག་དོག་གི་གཞི་ལས་ཁྲོ་བའི་ཀུན་ནས་དཀྲིས་པ་ཆེན་པོ་སྐྱེས་ཏེ་། དེ་ཁྲོས་ནས་རྒྱལ་པོའི་ཞམ་རིང་བ་རྣམས་ལ་བཀའ་སྩལ་ཏེ་།
