src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_4u:1228	 bhagavān āha:	T08n0223_013:0319b01_13	」佛言：
K03psp_4u:1229	 evam eva subhūte bodhisattvayānikāḥ pudgalā veditavyā ya imāṃ gambhīrāṃ prajñāpāramitāṃ  tān paryavāptavyān maṃsyante. tat kiṃ manyase?  subhūte 'pi nu paṇḍitajātīyās te mahāyānikāḥ kulaputrāḥ kuladuhitaraś ca bhaveyuḥ.	T08n0223_013:0319b02_7	「諸求佛道善男子、善女人亦復如是。 得深般若波羅蜜棄捨去，取聲聞、辟支佛所應行經。
K03psp_4u:1233	 subhūtir āha:	T08n0223_013:0319b03_17	須菩提！
K03psp_4u:1234	 no bhagavan.  bhagavān āha:  idam api subhūte bodhisattvānāṃ mahāsattvānāṃ mārakarma (PSP_4:39)  veditavyam. ity uttamayānabhraṃśaḥ	T08n0223_013:0319b04_6	當知是為菩薩魔事。
K03psp_4u:1238	 tadyathāpi nāma subhūte puruṣo mahāsamudraṃ draṣṭukāmo bhavet,  sa mahāsamudraṃ dṛṣṭvā goṣpadaṃ paryeṣitavyaṃ manyeta,	T08n0223_013:0319b04_10	須菩提！ 譬如人欲見大海，反求牛跡水。
K03psp_4u:593	 śāriputra āha:	T08n0223_013:0314c14_15	」舍利弗報釋提桓因言：
K03psp_4u:594	 sacet kauśika navayānasaṃprasthitasya bodhisattvasya mahāsattvasya purata iyaṃ prajñāpāramitā  bhāṣyeta uttrasyeta saṃtrasyeta saṃtrāsam āpadyeta pratibādhyeta pratikṣipet. nādhimucyeta	T08n0223_013:0314c14_20	「憍尸迦！ 若在新發意菩薩前說是深般若波羅蜜，或當驚怖、呰毀不信，是新發意菩薩或有是處。
K03psp_4u:1240	 tasya taṃ goṣpadaṃ dṛṣṭvā evaṃ bhavet,	T08n0223_013:0319b05_11	作是念：
K03psp_4u:1241	 evaṃpramāṇo mahāsamudra iti. tat kiṃ manyase?	T08n0223_013:0319b06_1	『大海水能與此等不？
K03psp_4u:1248	 subhūte api nu paṇḍitajātīyās te mahāyānikāḥ kulaputrāḥ kuladuhitaraś ca bhaveyuḥ.  subhūtir āha:  no bhagavan.  bhagavān āha:	T08n0223_013:0319b06_6	』須菩提！
K03psp_4u:1257	 subhūtir āha:	T08n0223_013:0319b07_3	」須菩提言：
K03psp_4u:596	 sthānam etat kauśika vidyate yas sa navayānasaṃprasthito bodhisattvo mahāsattva imāṃ  gambhīrāṃ prajñāpāramitāṃ śrutvā pratikṣipya vinipātagāmikarmopacinuyāt,	T08n0223_013:0314c18_9	若新發意菩薩聞是深般若波羅蜜，毀呰不信，種三惡道業。
K03psp_4u:1258	 no bhagavan.	T08n0223_013:0319b07_8	「為不黠。
