src_segmentnr	src_original	tgt_segmentnr	tgt_original
K05adsp70-u:830	 tad yūyam askandheṣu skandhadarśina. adhātuṣu dhātusaṃjñina. anāyataneṣv āyatanasaṃjñina.  api tu khalu pratītyasamutpannā ete sarvadharmā viparyāsasamutthitā karmavipākaparigṛhītā.	T08n0223_024:0392c05_15	汝等於無陰中見有陰，無入見有入，無界見有界，是一切法皆從因緣和合生，以顛倒心起屬業果報。
K05adsp70-u:885	 bhagavān āha:	T08n0223_024:0393a21_8	」「須菩提！
K05adsp70-u:346	 tena ca śīlena na kaṃcid dharmaṃ parāmṛśati. rūpaṃ vā vedanāṃ vā saṃjñāṃ vā saṃskārān vā vijñānaṃ vā (AdSPG II 15)	T08n0223_023:0387c14_1	用是戒無所取，若色、若受想行識；
K05adsp70-u:347	 dvātṛṃśatāṃ vā mahāpuruṣalaksaṇāni kṣatriyamahāsālakulāni vā brāhmaṇamahāsālakulāni	T08n0223_023:0387c14_13	若三十二相、八十隨形好； 若剎利大姓，若婆羅門大姓、居士大家；
K05adsp70-u:348	 vā [f. 270a] gṛhapatimahāsālakulāni cāturmahārājikāṃ vā devās trayastriṃśatkāyikān  vā yāmān vā tuṣitāṃ vā nirmaṇaratīṃ vā paranirmitavaśavarttino vā brahmakāyikāṃ vā  brahmapurohitāṃ vā brahmapāriṣadyāṃ vā parīttāṃ vā apramāṇāṃ vā ābhāsvarāṃ vā pariśubhān  vā apramāṇaśubhān vā śubhakṛtsṇān vā bṛhatphalān vā asaṃjñikān vā aspṛhān vā atapān  vā sudṛśān vā sudarśanān vā aghaniṣṭhān vā ākāśānaṃtyāyatanaṃ vā. vijñānaṃtyāyatanaṃ	T08n0223_023:0387c19_18	若四天王天、三十三天、夜摩天、兜率陀天、化樂天、他化自在天，梵眾天、光音天、遍淨天、廣果天、無想天、無煩天、無熱天、妙見天、喜見天、阿迦膩吒天，虛空處天、識處天、無所有處天、非有想非無想處天；
K05adsp70-u:353	 vā ākiṃcanyānantyāyatanaṃ vā. naivasaṃjñānāsaṃjñāyatanaṃ vā. srotaāpattiphalaṃ vā.  sakṛdāgāmiphalaṃ vā anāgāmiphalaṃ vā arhattvaṃ vā. pratyekabuddhaṃ vā cakravartīrājyādhipatyaṃ vā kārayeyam ity,	T08n0223_023:0387c21_17	若須陀洹果、若斯陀含果、若阿那含果、若阿羅漢果、若辟支佛道，若轉輪聖王、若天王。
K05adsp70-u:355	 anyatra sarvasattvaiḥ sārdhaṃ sādhāraṇāni kṛtvā sarvākārajñātāyāṃ pariṇāmayaty,	T08n0223_023:0387c22_17	但為一切眾生共之，迴向阿耨多羅三藐三菩提。
K05adsp70-u:356	 ānimittānupalaṃbhādvayapariṇāmena,	T08n0223_023:0387c24_1	以無相、無得、無二迴向，為世俗法故，非第一實義。
K05adsp70-u:357	 lokavyavahāreṇa na punaḥ paramārthena. tayā ca śīlapāramitayā paripūritayā upāyakauśalena	T08n0223_023:0387c25_11	是菩薩具足尸羅波羅蜜，以方便力起四禪，不味著故得五神通。
K05adsp70-u:358	 ca catvāri dhyānāny utpādayaty anāsvādayayogena. divyaṃ ca cakṣur abhinirhārati.	T08n0223_023:0387c26_10	因四禪得天眼，是菩薩住二種天眼： 修得、報得。
