src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10bsu021_u:3166	 katiprakārā bhagavan anityatā?  bhagavānāha - aṣṭaprakārā hi mahāmate sarvatīrthakarairanityatā kalpyate, na tu mayā /	T05D4018:228a-10	༎ ། ཁྲོ་གྲོས་ཆེན་པོ་མུ་སྟེགས་བྱེད་ཐམས་ཅད་ཀྱིས་རྣམ་པ་བརྒྱད་དུ་རྣམ་པར་བརྟགས་ཏེ་ངས་ནི་མ་ཡིན་ནོ་ཞེས་བྱ་བ་ལ་སོགས་པ་ནི་མི་རྟག་པ་དང་འབྲེལ་ཏོ་༎
K10bsu021_u:3168	 katamāṣṭaprakārā?	T05D4018:228a-11	རྣམ་པ་བརྒྱད་གང་ཞེ་ན་།
K10bsu021_u:3169	 tatra kecittāvanmahāmate āhuḥ - prārambhavinivṛttiranityateti /	T05D4018:228a-12	དེ་ལ་བློ་གྲོས་ཆེན་པོ་ལ་ལ་ནི་རབ་ཏུ་རྩོམ་པ་ལས་རྣམ་པར་ལྡོག་པ་མི་རྟག་པ་ཉིད་ཅེས་ཟེར་ཏེ་།
K10bsu021_u:3170	 prārambho nāma mahāmate utpādo 'nutpādo 'nityatā /	T05D4018:228b-0	བློ་གྲོས་ཆེན་པོ་རབ་ཏུ་རྩོམ་པ་ཞེས་བྱ་བ་ནི་སྐྱེ་བ་ཡིན་ཏེ་ཞེས་པ་ནི་མུ་སྟེགས་བྱེད་པ་རྣམས་ཀྱིས་རྟག་པ་༄༢༢༨བ་རྣམས་ཀྱི་འབྲས་བུ་སྐྱེད་པར་རྩོམ་པ་སྟེ་། དེ་བཞིན་དུ་བྱེད་པ་ནི་མི་རྟག་གོ་ཞེས་རྟོག་པ་སྟེ་། དེ་དག་རིམ་གྱིས་དངོས་པོར་སྐྱེས་པ་རྣམས་ཀྱང་སྐྱེ་བ་མེད་པར་རྣམ་པར་རྟོག་གོ་༎
K10bsu021_u:3171	 anye saṃsthānavinivṛttimanityatāṃ varṇayanti /  anye rūpamevānityamiti /  anye rūpasya vikārāntaramanityatām /	T05D4018:228b-3	ཁ་ཅིག་ནི་དབྱིབས་རྣམ་པར་ལྡོག་པ་མི་རྟག་པ་ཉིད་ཅེས་ཟེར་རོ་ཞེས་པ་ནི་ཇི་ལྟར་རྫས་སུ་རྩོམ་པའི་ཡན་ལག་ཏུ་སྦྱོར་བ་ལ་སྦྱོར་བ་དང་ལྡན་པ་གཞིགས་ནས་གློ་བུར་དུ་འོངས་ཏེ་གནོད་པ་འགལ་བ་ལས་བྱུང་ནས་གང་གི་ཚེ་ཡན་ལག་རྣམ་པའི་ཆ་ཕྱེ་བ་དེའི་ཚེ་། བུམ་པ་ལ་སོགས་པའི་རྫས་དབྱིག་པ་ལ་སོགས་པས་འཇིག་པར་བྱེད་པ་དེ་ལྟ་བུ་ནི་ཡན་ལག་ཅན་གྱི་རྫས་ཀྱི་དབྱིབས་ནི་འཇིག་པ་སྟེ་། ཁ་ཅིག་ནི་གཟུགས་ཉིད་མི་རྟག་པ་ཞེའོ་ཞེས་བྱ་བ་ནི་ཇི་ལྟར་མེ་ལྕེ་དང་གློག་ལ་སོགས་པའི་གཟུགས་ནི་རྟག་པའོ་༎ ཁ་ཅིག་ནི་གཟུགས་འགྱུར་བའི་བྱེ་བྲག་གཞན་མི་རྟག་པ་ཉིད་ཡིན་ཏེ་།
K10bsu021_u:3174	 nairantaryaprabandhena svarasabhaṅgabhedaṃ sarvadharmāṇāṃ kṣīradadhipariṇāmavikārāntaravadadṛṣṭanaṣṭā sarvabhāveṣu pravartate na nityateti /	T05D4018:228b-9	ཆོས་ཐམས་ཅད་བར་ཆད་མེད་པར་རྒྱུན་དུ་རང་གི་ངང་གིས་རྣམ་པར་གྲོལ་བར་འོ་མ་ལས་ཞོར་འགྱུར་བའི་བྱེ་བྲག་ཐ་དད་པ་བཞིན་དུ་དངོས་པོ་ཐམས་ཅད་ལ་ཡང་མི་མཐོང་བ་གཞིག་པ་མི་རྟག་པ་ཉིད་འཇུག་ཅེའོ་ཞེས་བྱ་བ་ལ་། སྔ་མ་ནི་ནེ་ཡི་ཡ་ཡི་ཀ་དང་། ཁྱད་པར་ཅན་གྱི་ལྟ་བ་ཐམས་ཅད་མཁྱེན་པས་དགོངས་པར་བརྟག་གོ་། འདི་ནི་གྲངས་ཅན་གྱི་ལྟ་བ་སྟེ་། ཇི་ལྟར་བ་ཏན་ཛ་ལའི་འགྲེལ་པ་ལས་།
K10bsu021_u:3175	 anye punarbhāvamanityatāṃ kalpayanti /  anye bhāvābhāvamanityatāṃ kalpayanti /	T05D4018:228b-13	ཡོན་ཏན་འཇུག་པ་ནི་མི་བརྟན་པ་སྟེ་། ཡོན་ཏན་འདི་དག་བདག་ལ་ཡུད་ཙམ་དུ་ཡང་མི་གནས་སོ་ཞེས་སོ་༎ ཐམས་ཅད་མཁྱེན་པས་ཀྱང་དེ་བཞིན་དུ་དངོས་པོ་ཐམས་ཅད་ལ་མི་མཐོང་བ་གཞིག་པ་ནི་མི་རྟག་པའོ་ཞེས་གསུངས་སོ་༎ རང་གི་དང་གིས་འབྱུང་བ་ནི་འོ་མ་ལས་ཞོ་དང་དར་བ་ལ་སོགས་པ་འགྱུར་བའི་དངོས་པོ་འབྱུང་བ་ནི་སྔོན་གྱི་གཟུགས་ཡོངས་སུ་སྤངས་ཏེ་ཆོས་གཞན་སྐྱེའོ་ཞེས་སོ་༎ ཁ་ཅིག་ནི་དངོས་པོ་མི་རྟག་པར་རྟོག་གོ་ཞེས་བྱ་བ་ནི་དངོས་པོ་སྔ་མ་མེད་ཅིང་གྱོ་མོ་དང་སོལ་བ་ལ་སོགས་པའི་དངོས་པོ་ཀུན་རྟོག་གོ་༎
K10bsu021_u:3272	 aṣṭamyāṃ mahāmate bhūmau bodhisattvānāṃ mahāsattvānāṃ śrāvakapratyekabuddhānāṃ ca cittamanomanovijñānavikalpasaṃjñāvyāvṛttirbhavati /  prathamaṣaṣṭhyāṃ bhūmau cittamanomanovijñānamātraṃ traidhātukaṃ samanupaśyati ātmātmīyavigataṃ svacittavikalpodbhavam,	T05D4018:234b-12	བློ་གྲོས་ཆེན་པོ་ས་བརྒྱད་པ་ལ་ནི་ཉན་ཐོས་དང་། རང་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་མྱ་ངན་ལས་འདས་པ་ཡིན་ཏེ་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ནི་གང་གིས་ཡོངས་སུ་མྱ་ངན་ལས་མི་འདའ་བར་ཏིང་ངེ་འཛིན་གྱིས་སངས་རྒྱས་རྣམས་ཀྱི་ཏིང་ངེ་འཛིན་གྱི་བདེ་བ་དེ་ལ་རྣམ་པར་འཛིན་ཏོ་ཞེས་པ་ནི་གཞན་གྱི་དོན་དུ་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་སྔོན་གྱི་སྨོན་ལམ་དང་སྙིང་རྗེའི་ས་བོན་ཡོད་པས་སོ་༎
K10bsu021_u:3278	 yena na parinirvānti aparipūrṇatvāttathāgatabhūmeḥ /  sarvakāryapratiprasrambhaṇaṃ ca syāt,	T05D4018:234b-16	གཞན་དུ་ནི་སེམས་ཅན་གྱི་བྱ་བ་ཡང་རྒྱུན་ཆད་པར་འགྱུར་ཞིང་འཚང་རྒྱ་བའི་ཕྱིར་ནན་ཏན་མི་བྱེད་པ་ཉིད་དུ་འགྱུར་རོ་༎ གལ་ཏེ་ཕྱིར་སད་པར་མི་མཛད་ན་།
K10bsu021_u:3281	 tathāgatakulavaṃśocchedaśca syāt /	T05D4018:234b-18	དེའི་ཚེ་དེ་བཞིན་གཤེགས་པའི་རིགས་ཀྱི་གདུང་ཡང་ཆད་པར་འགྱུར་རོ་༎
