src_segmentnr	src_original	tgt_segmentnr	tgt_original
K07pplg1__u:0	 Larger Prajñāpāramitā  (LPG 1r) siddhaṃ namaḥ sarvajñāya evaṃ mayā śrutam ekasamaye bhagavān rājagṛhe viharati	K02D0008_H0009:2a-0	འདི་སྐད་བདག་༄༢ཨ་༅༎ གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ཀྱི་རི་།
K07pplg1__u:10	 ānimittagocarair akalpitapraṇidhānaiḥ sarvadharmasamatākṣāntipratilabdhaiḥ asaṃgapraṇidhānasamanvāgataiḥ  akṣayanirdeśapratisaṃvinnayapratividdhaiḥ mahābhijñāvikrīḍitair atyantācyutābhijñair	K02D0008_H0009:3a-6	ཆོས་ཐམས་ཅད་ལ་མཉམ་པ་ཉིད་ཀྱི་བཟོད་པ་རབ་ཏུ་ཐོབ་པ་། ཐོགས་པ་མེད་པའི་སྤོབས་པ་དང་ལྡན་པ་། བསྟན་པ་ཟད་མི་ཤེས་པ་ལ་སོ་སོ་ཡང་དག་པར་རིག་པའི་ཚུལ་ཁོང་དུ་ཆུད་པ་། མངོན་པར་ཤེས་པ་ཆེན་པོས་རྣམ་པར་རྩེ་བ་། མངོན་པར་ཤེས་པ་ཤིན་ཏུ་མ་ཉམས་པ༏་མཉན་པར་འོས་པའི་ཚིག་དང་ལྡན་པ་།
K07pplg1__u:100	 citrāṇi darśanīyāni manoramāṇi /	K02D0008_H0009:8b-4	བལྟ་ན་སྡུག་པ་། ཡིད་དུ་འོང་བ་། ཁ་དོག་བཟང་བ་།
K07pplg1__u:101	 suvarṇāni sugandhīni /	K02D0008_H0009:8b-7	དྲི་ཞིམ་པ་།
K07pplg1__u:102	 mṛdūni kācalindikasukhasaṃsparśāni /  tatra ca padmeṣu tathāgatavigrahā niṣaṇṇā dharman deśayaṃti sma /	K02D0008_H0009:8b-8	འཇམ་པ་། ཀ་ཙ་ལིནཏི་ཀ་ལྟར་རེག་ན་བདེ་བར་འགྱུར་བ་ཤ་སྟག་ཀུན་ནས་གནས་པར་གྱུར་ཏེ༏་པདམོ་དེ་དག་ལའང་དེ་བཞིན་གཤེགས་པའི་སྐུ་མང་པོ་བཞུགས་ཤིང་།
K07pplg1__u:811	 cāturmahārājakāyikā devās trāyastriṃśā yāmās tuṣitā nirmāṇaratayaḥ paranirmitavaśavartinaḥ brahmakāyikā devā yāvad aghaniṣṭhā devāḥ prajñāyante	K02D0008_H0009:113b-18	མི་གདུང་བའི་ལྷ་རྣམས་ཡོད་པ་ཡིན་། ཤིན་ཏུ་མཐོང་པའི་ལྷ་རྣམས་ཡོད་པ་ཡིན་། གྱ་ནོམ་སྣང་བའི་ལྷ་རྣམས་ཡོད་པ་ཡིན་། ནམ་མཁའ་མཐའ་ཡས་སྐྱེ་མཆེད་ཀྱི་ལྷ་རྣམས་ཡོད་པ་ཡིན་། རྣམ་ཤེས་མཐའ་ཡས་སྐྱེ་མཆེད་ཀྱི་ལྷ་རྣམས་ཡོད་པ་ཡིན་། ཅུང་ཟད་མེད་པའི་སྐྱེ་མཆེད་ཀྱི་ལྷ་རྣམས་ཡོད་པ་ཡིན་།
K07pplg1__u:812	 yāvan naivasaṃjñānāsaṃjñāyatanā devāḥ prajñāyante /	K02D0008_H0009:113b-25	འདུ་ཤེས་མེད་འདུ་ཤེས་མེད་མིན་སྐྱེ་མཆེད་ཀྱི་ལྷ་རྣམས་ཡོད་པ་ཡིན་།
K07pplg1__u:813	 srotaāpannāḥ sakṛdāgāminaḥ anāgāmino 'rhantaḥ pratyekabuddhā bodhisatvās tathāgatā 'rhantaḥ samyaksaṃbuddhā loke prajñāyante / //	K02D0008_H0009:113b-26	རྒྱུན་དུ་ཞུགས་པ་རྣམས་འཇིག་རྟེན་ན་ཡོད་པ་ཡིན་། ལན་གཅིག་ཕྱིར་འོང་བ་རྣམས་ཡོད་པ་ཡིན་། ཕྱིར་མི་འོང་བ་རྣམས་ཡོད་པ་ཡིན་། དགྲ་བཅོམ་པ་རྣམས་ཡོད་པ་ཡིན་། རང་སངས་རྒྱས་རྣམས་ཡོད་བ་༄༡༡༤ཨ་༌༎
K07pplg1__u:815	 tat kiṃ punar bhagavan bodhisatvo dakṣiṇāṃ śodhayati bhagavān āha /	K02D0008_H0009:114a-5	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་སྦྱིན་བ་ཡོངས་སུ་སྦྱོང་བ་ལགས་སམ་། བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། ཤའ་རདབ༹་ཏིའི་བུ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ནི་། སྦྱིན་པ་རྣམ་གྲངས་ཀྱིས་ཡོངས་སུ་སྦྱོང་སྟེ་། དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
K07pplg1__u:104	 yad utemām eva ṣaṭpāramitāpratisaṃyuktān dharmadeśanāṃ te pūrvasyān diśi gaṃgānadīvālukopamāl lokadhātūn gacchanti sma /  tatra gatvā dharman deśayaṃti sma /  yad utemām eva ṣaṭpāramitāpratisaṃyuktān dharmadeśanām* evaṃ dakṣiṇasyān diśi paścimāyām	K02D0008_H0009:8b-10	ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་དང་ལྡན་པའི་ཆོས་བསྟན་པ་འདི་ཉིད་སྟོན་པར་མཛད་དེ་། དེ་དག་ཤར་ཕྱོགས་ཀྱི་འཇིག་རྟེན་གྱི་ཁམས་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་དུ་གཤེགས་ཤིང་དེ་དག་ཏུ་བྱོན་ནས་འདི་ལྟ་སྟེ་། དེ་དག་ལྷོ་ཕྱོགས་ཀྱི་འཇིག་རྟེན་གྱི་ཁམས་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་དུ་གཤེགས་ཤིང་དེ་དག་ཏུ་བྱོན་ནས་འདི་ལྟ་སྟེ་། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་དང་ལྡན་པའི་ཆོས་བསྟན་པ་འདི་ཉིད་ཀྱིས་ཆོས་སྟོན་ཏོ་༎ དེ་དག་ནུབ་ཕྱོགས་ཀྱི་འཇིག་རྟེན་གྱི་ཁམས་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་དུ་གཤེགས་ཤིང་དེ་དག་ཏུ་བྱོན་ནས་འདི་ལྟ་སྟེ་། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་དང་ལྡན་པའི་ཆོས་བསྟན་པ་འདི་ཉིད་ཀྱིས་ཆོས་སྟོན་ཏོ་༎ དེ་དག་བྱང་ཕྱོགས་ཀྱི་འཇིག་རྟེན་གྱི་ཁམས་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་དུ་གཤེགས་ཤིང་དེ་དག་ཏུ་བྱོན་ནས་འདི་ལྟ་སྟེ་། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་དང་ལྡན་པའི་ཆོས་བསྟན་པ་འདི་ཉིད་ཀྱིས་ཆོས་སྟོན་ཏོ་༎
