src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12sdurst_u:2411	 buddhaṃ dharmaṃ ca saṅghaṃ ca triratnaśaraṇaṃ vraja //	T02D1798:19b-4	སངས་རྒྱས་ཆོས་དང་དགེ་འདུན་ཏེ་༎ དཀོན་མཆོག་གསུམ་ལ་སྐྱབས་སུ་སོང་༎
K12sdurst_u:2412	 etad buddhakule ramye saṃvaraṃ bhavate dṛḍham //	T02D1798:19b-6	འདི་ནི་སངས་རྒྱས་རིགས་དག་པའི༎ དམ་ཚིག་བརྟན་པར་གྱུར་པའོ་༎
K12sdurst_u:2413	 vajraṃ ghaṇṭā ca mudrā ca tvayā grāhyā mahāmate //	T02D1798:19b-8	རྡོ་རྗེ་དྲིལ་བུ་ཕྱག་རྒྱ་དག་། བློ་ཆེན་ཁྱོད་ཀྱིས་གཟུང་བར་གྱིས་༎
K12sdurst_u:2414	 yad bodhicittaṃ tad vajraṃ prajñā ghaṇṭā iti smṛtā //	T02D1798:19b-9	བྱང་ཆུབ་སེམས་གང་དེ་རྡོ་རྗེ་༎ ཤེས་རབ་དྲིལ་བུ་ཞེས་གྲགས་སོ་༎
K12sdurst_u:2415	 ācāryaś ca gṛhītavyaḥ sarvabuddhasamo guruḥ //	T02D1798:19b-11	སློབ་དཔོན་དག་ཀྱང་གཟུང་བར་གྱིས་༎ བླ་མ་སངས་རྒྱས་ཀུན་དང་མཉམ་༎
K12sdurst_u:2416	 etad vajrakule śuddhe saṃvaraṃ samayocyate //	T02D1798:19b-13	འདི་ནི་རྡོ་རྗེ་རིགས་དག་པའི་༎ དམ་ཚིག་སྔོམ་པ་ཡིན་པར་གསུངས་༎
K12sdurst_u:2417	 caturdānaṃ pradātavyaṃ tridive ca trirātrike //	T02D1798:19b-15	རིན་ཆེན་རིགས་མཆོག་ཆེན་པོ་ལ་༎ ཉིན་དང་མཚན་མོ་ལན་གསུམ་དུ་༎
K12sdurst_u:2418	 āmīṣābhayadharmākhyā maitrī ratnakuloccaye //	T02D1798:19b-17	ཟང་ཟིང་མི་འཇིགས་ཆོས་དང་བྱམས་༎ སྦྱིན་པ་རྣམ་བཞི་རྟག་ཏུ་སྦྱིན་༎
K12sdurst_u:2420	 saddharmaṃ ca tvayā grāhyaṃ guhyaṃ triyānikam //	T02D1798:19b-19	ཕྱི་ནང་གསང་བའི་ཐེག་པ་གསུམ་༎ དམ་ཆོས་ཁྱོད་ཀྱིས་གཟུང་བར་གྱིས་༎
K12sdurst_u:2421	 etat padmakule śuddhe saṃvaraṃ samayocyate //	T02D1798:19b-21	འདི་ནི་པདམའི་རིགས་དག་པའི་༎ དམ་ཚིག་སྡོམ་པ་ཡིན་པར་གསུངས་༎
K12sdurst_u:2422	 saṃvaraṃ sarvasaṃyuktaṃ parigṛhṇīṣva tattvataḥ //  pūjākarma yathāśaktyā mahākarmakuloccaye //	T02D1798:19b-23	ལས་ཀྱི་རིགས་མཆོག་ཆེན་པོ་ལ་༎ སྔོམ་པ་ཐམས་ཅད་ལྡན་པར་ནི་༎ ཡང་དག་ཉིད་དུ་གཟུང་བར་བྱ་༎ མཆོད་པའི་ལས་ཀྱང་ཅི་ནུས་བྱ་༎
K12sdurst_u:2428	 prāṇinaś ca na te ghātyā adattaṃ naiva cāharet //  nācaret kāmamithyāyāṃ mṛṣā naiva ca bhāṣayet //	T02D1798:19b-28	མ་བྱིན་པར་ཡང་མི་སླང་ངོ་༎ འདོད་ཆགས་དག་ཀྱང་མི་བྱ་ཞིང་༎ བརྫུན་དུ་སྨྲ་བར་མི་བྱའོ་༎
K12sdurst_u:2430	 mūlaṃ sarvasyānarthasya madyapānaṃ vivarjayet //	T02D1798:19b-31	ཉེས་པ་ཀུན་གྱི་རྩ་བ་སྟེ་༎ ཆང་ནི་རྣམ་པར་སྤང་བར་བྱ་༎
K12sdurst_u:2431	 akriyāṃ varjayet sarvāṃ sattvārthaṃ vinayena ca //  sādhūnām upatiṣṭheta yogināṃ paryupāsanam //	T02D1798:19b-33	སེམས་ཅན་གདུལ་ཕྱིར་མ་གཏོགས་པར་༎ བྱ་བམ་ཡིན་ཐམས་ཅད་སྤང་༎ དམ་པ་ཉེ་བར་བརྟེན་བྱ་ཞིང་༎ རྣལ་འབྱོར་པ་ཀུན་བསྙེན་བཀུར་བྱ་༎
K12sdurst_u:2433	 trividhaṃ kāyikaṃ karma vacasā ca caturvidham //  manasā triprakāraṃ ca yathāśaktyānupālayet //	T02D1798:19b-37	ལུས་ཀྱི་ལས་ནི་རྣམ་གསུམ་དག་། ངག་གི་རྣམ་པ་བཞི་དག་དང་༎ ཡིད་ཀྱི་རྣམ་པ་གསུམ་དག་ནི་༎
K12sdurst_u:2436	 hīnayānaspṛhā naiva sattvārthaṃ vimukhaṃ na ca //	T02D1798:19b-39	སེམས་ཅན་དོན་ལ་མི་ཕྱོགས་དང་༎ ཐེག་པ་དམན་ལ་དགོད་མི་བྱ་༎ འཁོར་བ་དག་ཀྱང་ཡོངས་མི་སྤོང་༎
K12sdurst_u:2437	 na saṃsāraparityāgī na nirvāṇaratiḥ sadā //	T02D1798:19b-41	རྟག་ཏུ་མྱ་ངན་འདར་མི་ཆགས་༎
K12sdurst_u:2438	 apamānaṃ na te kāryaṃ devatā na ca guhyake //	T02D1798:19b-42	ལྷ་དང་ལྷ་མིན་གསང་བ་པ་༎ དེ་ལ་བརྙས་པར་མི་༄༢༠ཨ་༌་༎
K12sdurst_u:2439	 na ca cihnaṃ samākramyaṃ mudrā vāhanam āyudham //	T02D1798:20a-1	བྱ་ཞིང་༏་། ཕྱག་རྒྱ་བཞོན་པ་མཚོན་ཆ་དང་༎ མཚན་མ་འགོམ་པར་མི་བྱའོ་༏
