src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06bsa034_u:1358	 sattvānāmevārthe sattvārthasaṃpādakena duḥkhena modanā /	K10D0353_H0361:305b-12	དགེ་བའི་རིས་སུ་མཐུན་པའི་སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་། བདེ་བའི་དོན་ཏུ་།
T06bsa034_u:1360	 tribhiśca sthānaistuṣitopapannānāṃ tadanyeṣāṃ deva putrāṇāmabhibhavaḥ divyenāyuṣā divyena varṇena divyena yaśasā /	K10D0353_H0361:305b-13	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཐབས་མཁས་པས་དགའ་ལྡན་གནམ་དུ་ཚེ་ཕུན་སུམ་ཚོགས་པར་སྐྱེས་སོ་༎ དེ་ནས་མཆོག་ཏུ་གྱུར་པ་གསུམ་དང་ལྡན་ཏེ་། ཚེ་མཆོག་ཏུ་གྱུར་པ་དང་། གཟུགས་མཆོག་ཏུ་གྱུར་པ་དང༏་གྲགས་པ་མཆོག་ཏུ་གྱུར་པའོ་༎
T06bsa034_u:1361	 upapadyamānasya ca mātuḥ kukṣāvudāreṇāvabhāsena lokadhātuspharaṇaṃ saṃprajānataśca mātuḥ kukṣipraveśaḥ sthānaṃ nirgamo janma ca /	K10D0353_H0361:305b-16	ཐོག་མ་གནས་དེ་ནས་བབས་པའི་ཚེ་འོད་ཟེར་ཆེན་པོ་བཀྱེ་ནས་། ཕྱོགས་བཅུ་སྣང་བར་བྱས་ཏེ་། ཡུམ་གྱི་ལྷུམས་སུ་འཇུག་པ་དང་། ལྷུམས་ན་ཇི་༄༣༠༦ཨ་༌༎ སྲིད་གནས་པ་དང་། ལྷུམས་ནས་བལྟམས་པའི་དུས་མཁྱེན་ཏོ་༎
T06bsa034_u:1362	 jātamātrasya ca pṛthivyāṃ saptapadagamanamaparigṛhītasyākenacit /	K10D0353_H0361:306a-2	ཕྱོགས་བཅུར་ཕྱོགས་རེ་རེར་ཡང་མིས་མ་བརྟེན་པར་གོམ་པ་བདུན་བདུན་པོར་ཏེ་།
T06bsa034_u:1363	 vācaśca bhāṣaṇā jātasya codāradevanāgayakṣāsuragaruḍakinnaramahoragairdivyaimālyairvādyairdhūpaiścelavikṣepaiśchatradhva-japatākādibhirvarapravarābhiḥ pūjākarma /	K10D0353_H0361:306a-3	འདི་སྐད་ཅེས་བསྒྲགས་སོ་༎ བདག་གི་ད་ལྟར་གྱི་ལུས་འདི་ནི་ལུས་ནང་གི་ཐ་མ་སྟེ་། ལྷ་དང་། ཀླུ་དང་། གནོད་སྦྱིན་དང་། དྲི་ཟ་དང་། ལྷ་མ་ཡིན་དང་། ནམ་མཁའ་ལྡིང་དང་། མིའམ་ཅི་དང་། ལྟོ་འཕྱེ་ཆེན་པོ་རྣམས་ཀྱིས་མེ་ཏོག་དང་། བདུག་སྤོས་དང་། རོལ་མོ་དང་། སིལ་སྙན་དང་།
T06bsa034_u:1364	 niruttaraiśca dvātriṃśatā mahāpuruṣalakṣaṇaiḥ sulakṣitagātratā /	K10D0353_H0361:306a-6	བ་དན་དག་དང་། གདུགས་དམ་པ་རྣམས་ཀྱིས་མཆོད་པ་བྱས་སོ༏་༏སྐྱེས་བུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་དང་ལྡན་པས་།
T06bsa034_u:1366	 bodhimaṇḍe ca niṣaṇṇasya maitryā sarvamārabalaparājayaḥ /	K10D0353_H0361:306a-8	བྱམས་པའི་ཤུགས་ཀྱིས་བདུད་ཀྱི་དཔུང་རྣམས་བཅོམ་མོ་༎
T06bsa034_u:1367	 sarvaparvasu caikaikasminnārāyaṇa balasanniviṣṭatā /	K10D0353_H0361:306a-9	ལྷུ་ཚིགས་རེ་རེ་ལ་ཡང་གྱད་མཐུ་བོ་ཆེའི་སྟོབས་རེ་རེ་དང་ལྡན་ནོ་༎
T06bsa034_u:1368	 dahrasyaiva kumārakasya svayameva kauśalakṛtāvinaḥ /  sarvalaukikaśilpasthānānāṃ tvaritatvaritamanupraveśaḥ /	K10D0353_H0361:306a-10	གཞོན་ནུ་བུས་པའི་ཚེ་འཇིག་རྟེན་གྱི་དངོས་པོ་མ་བསླབས་པར་ཐམས་ཅད་ཀུན་རྟོགས་ཤིང་ཤེས་སོ་༎
T06bsa034_u:1370	 svayañcānācārya kamekākina eva ca trisāhasramahāsāhasre mahābodherabhisaṃbodhaḥ /	K10D0353_H0361:306a-11	སྟོན་པ་མེད་པར་རང་བཙལ་ཏེ་། བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ལྷུན་གྱིས་གྲུབ་བོ་༎
