src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_6-8u:2243	 rūpāyatanaṃ rūpāyatanasvabhāvena śūnyam,  evaṃ śabdagandharasaspraṣṭavyāyatanāni,  dharmāyatanaṃ dharmāyatanasvabhāvena śūnyaṃ,	T06n0220b_309:0651b07_23	色處色處自性空，聲、香、味、觸、法處聲、香、味、觸、法處自性空。
K03psp_6-8u:81	 sattvāṃs triṣu yāneṣu pratiṣṭhāpya saṃsārāt parimocayati. evaṃ khalu subhūte bodhisattvasya mahāsattvasya vīryeṇānupūrvakriyā prajñāyate 'nupūrvaśikṣānupūrvapratipat  tac ca sarvaṃ nopalabhate. tat kasya hetoḥ?	T06n0220b_349:0921a02_4	是菩薩摩訶薩由精進故，雖能如是作漸次業、修漸次學、行漸次行，而觀一切都不可得。 何以故？
K03psp_6-8u:953	 dharmān parijānāti pratiśrutkopamān pratibhāsopamān pratibiṃbopamān marīcyupamān  māyopamān nirmitakopamān gandharvanagaropamān sarvadharmān parijānāti.  ity alakṣaṇasarvadharmaikalakṣaṇābhisamayalakṣaṇo 'yam ekacittakṣaṇābhisamayas tṛtīyaḥ	T06n0220b_349:0957a21_2	是菩薩摩訶薩如實了知一切法皆如夢、如響、如像、如光影、如陽焰、如幻事、如尋香城、如變化事已，便能圓滿無相般若波羅蜜多。
K03psp_6-8u:956	 atha khalv āyuṣmān subhūtir bhagavantam etad avocat:	T06n0220b_349:0957a21_13	」時，具壽善現白佛言：
K03psp_6-8u:957	 kathaṃ punar bhagavan bodhisattvo mahāsattvaḥ svapnopamān sarvadharmān parijānāti?  pratiśrutkopamān pratibhāsopamān pratibiṃbopamān marīcyupamān māyopamān nirmitakopamān gandharvanagaropamāṃś ca sarvadharmān parijānāti?	T06n0220b_349:0957a21_17	「世尊！ 云何菩薩摩訶薩如實了知一切法皆如夢、如響、如像、如光影、如陽焰、如幻事、如尋香城、如變化事？
K03psp_6-8u:959	 bhagavān āha:	T06n0220b_349:0957a24_1	」佛言：
K03psp_6-8u:960	 iha subhūte bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ caran na svapnaṃ na svapnadarśinaṃ paśyati,	T06n0220b_349:0957a24_5	「善現！ 菩薩摩訶薩修行般若波羅蜜多時，不見夢，不見見夢者；
K03psp_6-8u:961	 na pratiśrutkān na pratiśrutkādarśinaṃ,	T06n0220b_349:0957a25_19	不聞響，不見聞響者；
K03psp_6-8u:962	 na pratibhāsaṃ na pratibhāsadarśinaṃ,  na pratibiṃbaṃ na pratibiṃbadarśinaṃ,  na marīciṃ na marīcidarśinaṃ, na māyāṃ na (PSP_6-8:39)	T06n0220b_349:0957a26_8	不見像，不見見像者； 不見光影，不見見光影者； 不見陽焰，不見見陽焰者；
K03psp_6-8u:965	 māyādarśinaṃ,  na nirmitakaṃ na nirmitakadarśinaṃ,	T06n0220b_349:0957a28_2	不見幻事，不見見幻事者；
K03psp_6-8u:967	 na gandharvanagaraṃ na gandharvanagaradarśinaṃ ca paśyati. tat kasya hetoḥ?	T06n0220b_349:0957a28_16	不見尋香城，不見見尋香城者；
K03psp_6-8u:1006	 atha khalv āyuṣmān subhūtir bhagavantam etad avocat:	T06n0220b_349:0958a09_9	」時，具壽善現白佛言：
K03psp_6-8u:1007	 yadi bhagavānn asaṃbhinnatā sarvadharmāṇāṃ tatra kathaṃ kuśaladharmanirdeśo bhavati sāsravāṇām anāsravāṇāñ ca dharmāṇāṃ nirdeśo bhavati,  laukikalokottarāṇāṃ vā saṃskṛtāsaṃskṛtānāṃ dharmāṇāṃ nirdeśo bhavati.	T06n0220b_349:0958a09_13	「世尊！ 若一切法性皆無雜、無差別者，云何可說是善、是非善，是有漏、是無漏，是世間、是出世間，是有為、是無為，諸如是等無量法門？
K03psp_6-8u:83	 tathā hy asyāḥ svabhāvo nāsti.	T06n0220b_349:0921a02_17	以一切法自性無故。
K03psp_6-8u:84	 iti vīryapāramitayānupūrvābhisamayaḥ  punar aparaṃ subhūte bodhisattvo mahāsattvaḥ prathamacittotpādam upādāyātmanā ca dhyānapāramitāyāṃ caran dānaṃ dadāti śīlaṃ rakṣati kṣāntyā saṃpādayati vīryam ārabhate,  parāṃś ca dhyānapāramitāyāṃ pratiṣṭhāpayati,	T06n0220b_349:0921a03_6	「復次，善現！ 是菩薩摩訶薩從初發心修行靜慮波羅蜜多時，應自入四靜慮、四無量、四無色定，亦勸他入四靜慮、四無量、四無色定，稱揚顯示入四靜慮、四無量、四無色定功德，歡喜讚歎入四靜慮、四無量、四無色定者。
K03psp_6-8u:4081	 śikṣitukāmena rūpe kathaṃ śikṣitavyaṃ?	T06n0220b_285:0511a09_8	云何習色？
K03psp_6-8u:87	 dāne śīle kṣāntau vīrye ca pratiṣṭhāpayati,  dhyānapāramitāyāś ca varṇaṃ bhāṣate,  ye cānye dhyānapāramitāyāṃ caranti teṣāṃ ca varṇavādī bhavati samanujñaḥ. sa tena dhyānena sattvāñ śīle pratiṣṭhāpayati,  samādhau prajñāyāṃ vimuktau vimuktijñānadarśane ca pratiṣṭhāpayati. sa tenaiva śīlaskandhena	T06n0220b_349:0921a09_11	是菩薩摩訶薩安住四靜慮、四無量、四無色定，能以財物施諸有情皆令滿足； 既行施已，安住戒蘊，安住安忍，安住精進，安住定蘊、慧蘊、解脫蘊、解脫智見蘊。
K03psp_6-8u:91	 samādhiskandhena prajñāskandhena vimuktiskandhena vimuktijñānadarśanaskandhena ca  samanvāgataḥ śrāvakapratyekabuddhabhūmim atikrāmati,	T06n0220b_349:0921a13_2	由戒、定、慧、解脫、解脫智見蘊清淨故，超諸聲聞及獨覺地，趣入菩薩正性離生；
K03psp_6-8u:93	 śrāvakapratyekabuddhabhūmim atikramya bodhisattvaniyāmam avakrāmati bodhisattvaniyāmam avakramya buddhakṣetraṃ pariśodhayati,  buddhakṣetraṃ pariśodhya sattvān paripācayati,	T06n0220b_349:0921a14_4	入菩薩正性離生位已，便能嚴淨佛土、成熟有情； 嚴淨佛土、成熟有情得圓滿已，便能證得無上正等菩提；
K03psp_6-8u:1009	 bhagavān āha:  tat kiṃ manyase?	T06n0220b_349:0958a12_13	」佛告善現： 「於汝意云何？
K03psp_6-8u:95	 sattvān paripācya sarvākārajñatām anuprāpnoti,  sarvākārajñatām anuprāpya dharmacakraṃ pravartayati dharmacakraṃ pravartya sattvāṃs triṣu yāneṣu pratiṣṭhāpayati,	T06n0220b_349:0921a16_8	證得無上正等菩提已，便能轉正法輪； 由轉正法輪故，安立有情於三乘法； 有情安住三乘法已，解脫生死證得涅槃。 善現！
