src_segmentnr	src_original	tgt_segmentnr	tgt_original
K06vchedppu:102	 tat kasya hetoḥ /	T08n0236a_001:0753b22_12	何以故？
K06vchedppu:103	 asaṃskṛtaprabhāvitā hy āryapudgalāḥ /	T08n0236a_001:0753b23_4	一切聖人，皆以無為法得名。
K06vchedppu:104	 Vaj 8; folio 32vl-34rl (Cz 33.3-26)  tat kiṃ manyase subhūte ya imāṃ tṛsāhasramahāsāhasrāṃ lokadhātuṃ saptaratnapratipūrṇaṃ kṛtvā dānaṃ dadyāt /	T08n0236a_001:0753b23_10	」「須菩提！ 於意云何？ 若滿三千大千世界七寶，以用布施。
K06vchedppu:106	 tat kiṃ manyase subhūte api nu sa kulaputro vā kuladuhitā vā tatonidānaṃ bahu puṇyaṃ prasunuyāt /	T08n0236a_001:0753b24_13	須菩提！ 於意云何？ 是善男子、善女人，所得福德，寧為多不？
K06vchedppu:107	 subhūtir āha /	T08n0236a_001:0753b25_22	」須菩提言：
K06vchedppu:108	 bahu bhagavan bahu sugata /	T08n0236a_001:0753b26_7	「甚多，婆伽婆！ 甚多，修伽陀！
K06vchedppu:109	 sa kulaputro vā kuladuhitā vā tatonidānaṃ bahu puṇyaṃ prasunuyāt /	T08n0236a_001:0753b27_4	彼善男子、善女人，得福甚多。
K06vchedppu:11	 atha saṃbahulā bhikṣavaḥ yena bhagavāṃs tenopasaṃkkraman upasaṃkkramya bhagavataḥ pādau śirasābhivandya bhagavaṃtaṃ tṛḥpradakṣiṇīkṛtvā ekāṃte nyaṣīdan /  Vaj 2; folio 26v4-27v6 (Cz 27.16-28.17; P 179.14-24)	T08n0236a_001:0752c20_7	爾時，諸比丘來詣佛所，到已，頂禮佛足，右遶三匝，退坐一面。
K06vchedppu:110	 tat kasya hetoḥ /	T08n0236a_001:0753b27_8	何以故？
K06vchedppu:111	 sa eva bhagavann askandhaḥ /  tasmāt tathāgato bhāṣate puṇyaskandhaḥ askandha iti bhagavān āha /	T08n0236a_001:0753b27_11	世尊！ 是福德聚，即非福德聚，是故如來說福德聚、福德聚。
K06vchedppu:113	 yaś ca khalu punaḥ subhūte kulaputro vā kuladuhitā vā imāṃ tṛsāhasrāmahāsāhasrāṃ lokadhātuṃ saptaratnapratipūrṇaṃ kṛtvā dānaṃ dadyāt /	T08n0236a_001:0753b28_19	」佛言： 「須菩提！ 若善男子、善女人，以滿三千大千世界七寶，持用布施。
K06vchedppu:114	 yaś ceto dharmaparyāyad aṃtaśaś catuṣpadikām api gāthām udgṛhya parebhyo deśayet saṃprakāśayed ayam eva tatonidānaṃ bahutaraṃ puṇyaṃ prasunuyāt  aprameyam asaṃkhyeyaṃ /	T08n0236a_001:0753c02_18	若復於此經中，受持乃至四句偈等，為他人說，其福勝彼無量不可數。
K06vchedppu:116	 tat kasya hetoḥ /	T08n0236a_001:0753c03_2	何以故？
K06vchedppu:117	 ato nirjātā hi subhūte tathāgatānām anuttarā samyaksaṃbodhiḥ /	T08n0236a_001:0753c03_6	須菩提！ 一切諸佛阿耨多羅三藐三菩提法，皆從此經出。
K06vchedppu:118	 ato nirjātāś ca buddhā bhagavaṃtaḥ /	T08n0236a_001:0753c05_2	一切諸佛如來，皆從此經生。
K06vchedppu:120	 buddhadharmāḥ buddhadhannā iti subhūte abuddhadharmāś caiva te /  Vaj 9a; folio 34rl-5 (Cz 33.26-34.11)	T08n0236a_001:0753c05_20	所謂佛法、佛法者，即非佛法。
K06vchedppu:122	 tat kiṃ manyase subhūte /	T08n0236a_001:0753c06_4	「須菩提！ 於意云何？
K06vchedppu:123	 api nu srotāpannasya evaṃ bhavati mayā srotāpattiphalaṃ prāptam iti /	T08n0236a_001:0753c06_17	須陀洹能作是念： 『我得須陀洹果。 』不？
K06vchedppu:124	 subhūtir āha /	T08n0236a_001:0753c07_12	」須菩提言：
K06vchedppu:125	 no hīdaṃ bhagavan /  bhagavān āha /	T08n0236a_001:0753c07_19	「不也，世尊！
K06vchedppu:127	 tat kasya hetoḥ /	T08n0236a_001:0753c07_23	何以故？
K06vchedppu:13	 tena khalu punaḥ samayenāyuṣmān subhūtiḥ tasyām eva pariṣadi sannipatito 'bhūt sanniṣaṇṇaḥ /  atha khalv āyuṣmān subhūtir utthāyāsanād ekāṃsam uttarāsaṃgaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃs tenāṃjaliṃ praṇāmya bhagavaṃtam etad avocat /	T08n0236a_001:0752c22_7	爾時，慧命須菩提，在大眾中，即從座起，偏袒右肩，右膝著地，向佛合掌，恭敬而立，白佛言：
K06vchedppu:130	 na rūpam āpanno na śabdān na gandhān na rasān na spraṣṭavyān na dharmān āpannaḥ /  tenocyate srotāpanna iti /  Vaj 9b; folio 34vl-35rl (Cz 34.12-18)	T08n0236a_001:0753c09_3	不入色、聲、香、味、觸、法，是名須陀洹。
K06vchedppu:133	 bhagavān āha /	T08n0236a_001:0753c09_7	」佛言： 「須菩提！
K06vchedppu:134	 tat kiṃ manyase subhūte api nu sakṛdāgāminaḥ evaṃ bhaven mayā sakṛdāgāmiphalaṃ prāptam iti /	T08n0236a_001:0753c09_17	於意云何？ 斯陀含能作是念： 『我得斯陀含果。 』不？
K06vchedppu:135	 subhūtir āha /	T08n0236a_001:0753c10_20	」須菩提言：
K06vchedppu:136	 no hīdaṃ bhagavan /  bhagavān āha /  tat kasya hetoḥ /  na sakṛdāgāmino evaṃ bhavati mayā sakṛdāgāmiphalaṃ prāptam iti /	T08n0236a_001:0753c11_1	「不也，世尊！
K06vchedppu:140	 tat kasmād dhetoḥ /	T08n0236a_001:0753c11_5	何以故？
K06vchedppu:141	 na hi sa kaścid dharmaḥ yaḥ sakṛdāgāmitvam āpannaḥ /	T08n0236a_001:0753c11_14	實無有法名斯陀含。
K06vchedppu:142	 tenocyate sakṛdāgāmīti /	T08n0236a_001:0753c12_1	是名斯陀含。
K06vchedppu:145	 tat kiṃ manyase subhūte api nv anāgāmina evaṃ bhavati mayā anāgāmiphalaṃ prāptam iti /	T08n0236a_001:0753c12_12	於意云何？ 阿那含能作是念： 『我得阿那含果。 』不？ 」須菩提言： 「不也，世尊！
K06vchedppu:146	 tat kasya hetoḥ /	T08n0236a_001:0753c13_25	何以故？
K06vchedppu:147	 na sa kaścid dharmaḥ yo 'nāgāmīti /	T08n0236a_001:0753c14_8	實無有法名阿那含。
K06vchedppu:15	 āścaryaṃ bhagavan yāvad eva tathāgatenārhatā samyaksaṃbuddhena bodhisatvā mahāsatvā anuparigṛhītāḥ parameṇānugraheṇa /  yāvad eva tathāgatena bodhisatvāḥ parittāḥ paramayā parindanayā /	T08n0236a_001:0752c22_11	「希有！ 世尊！ 如來、應供、正遍知，善護念諸菩薩，善付囑諸菩薩。
K06vchedppu:152	 tat kiṃ manyase subhūte /	T08n0236a_001:0753c14_20	」「須菩提！ 於意云何？
K06vchedppu:153	 api nv arhato evaṃ bhavati mayārhatvaṃ prāptam iti /	T08n0236a_001:0753c15_12	阿羅漢能作是念： 『我得阿羅漢。 』不？
K06vchedppu:154	 subhūtir āha /	T08n0236a_001:0753c16_4	」須菩提言：
K06vchedppu:155	 no hīdaṃ bhagavan /	T08n0236a_001:0753c16_11	「不也，世尊！
K06vchedppu:156	 tat kasya hetoḥ /	T08n0236a_001:0753c16_15	何以故？
K06vchedppu:157	 na hi bhagavan sa kaścid dharmo yo 'rhan nāmaḥ /	T08n0236a_001:0753c17_3	實無有法名阿羅漢。
K06vchedppu:158	 saced bhagavann arhata evaṃ bhaven mayārhatvaṃ prāptam iti /	T08n0236a_001:0753c17_6	世尊！ 若阿羅漢作是念： 『我得阿羅漢。
K06vchedppu:159	 sa eva tasyātmagrāho bhavet /  satvagrāho jīvagrāhaḥ pudgalagrāho bhavet /  Vaj 9e; folio 35v2-36rl (Cz 35.6-14)	T08n0236a_001:0753c18_12	』即為著我、人、眾生、壽者。
K06vchedppu:162	 aham asmi bhagavan / //	T08n0236a_001:0753c18_15	世尊！
K06vchedppu:163	 tathāgatenārhatā samyaksaṃbuddhenāraṇavihāriṇām agryo nirdiṣṭaḥ /  aham asmi bhagavann arhan vigatarāgaḥ /	T08n0236a_001:0753c19_18	佛說我得無諍三昧，最為第一，世尊說我是離欲阿羅漢。 世尊！
K06vchedppu:165	 na ca me bhagavann evaṃ bhavati aham asmi arhann iti /	T08n0236a_001:0753c20_8	我不作是念： 『我是離欲阿羅漢。
K06vchedppu:166	 sacen mama bhagavann evaṃ bhaven mayārhatvaṃ prāptam iti /	T08n0236a_001:0753c20_21	』世尊！ 我若作是念： 『我得阿羅漢。
