src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv13_u:100	 kālyam evotthāya dvāraṃ bhoktavyam* /  dīpasthālaka udvartavyaḥ /  vihāraḥ sektavyaḥ /  saṃmārṣṭavyaḥ /  sukumārī gomayakārṣī anupradātavyā /  prasrāvoccārakuṭī dhāvayitavyā /  mṛttikā upasthāpayitavyā pātrāṇi pānīyaṃ śītalaṃ vā kālānurūpataḥ /  praṇāḍikāmukhāni dhāvayitavyāni /	T24n1451_010:0245c18_1	每至晨朝常須早起，開諸門戶收舉燈臺，灑掃房院，以新牛糞隨處塗拭，可於廁上亦塗令淨，咸可安置水土及葉勿令闕事。 所須之水可適寒溫，於水竇處洗令淨潔，鳴楗稚、敷座席，可備眾花燒香供養。
K01vinv13_u:108	 kālaṃ jñātvāsanaprajñaptiṃ kṛtvā dhūpakaṭacchūke dhūpaś copasthāpayitavaḥ /  sacet pratibalo bhavati śāstur guṇasaṃkīrtanaṃ kartuṃ svayam eva kartavyam* /	T24n1451_010:0245c20_11	若自能者，隨時說頌讚歎佛德；
K01vinv13_u:110	 noced bhāṣaṇakaḥ praṣṭavyaḥ upānvāhāraṃ pratyavekṣyopānvāhṛtaṃ cec charaṇapṛṣṭham abhiruhya gaṇḍīr (MSV III 98) dātavyā /	T24n1451_010:0245c21_1	若不能者，可請餘人。
K01vinv13_u:111	 nidāghakāle bhikṣūṇāṃ vyajanaṃ grahītavyam* /	T24n1451_010:0245c21_14	若是夏月應須持扇扇諸苾芻。
K01vinv13_u:75	 bhagavān āha /	T24n1451_010:0245c05_2	』」佛告諸苾芻：
K01vinv13_u:76	 pārivāsikamānāpyacārikāṇām ahaṃ bhikṣavo bhikṣūṇām āsamudācārikān dharmān prajñapayāmi /	T24n1451_010:0245c05_17	「授學之人，所有行法我今當說。 授學苾芻不應受住本性善苾芻恭敬禮拜逢迎合掌。
K01vinv13_u:79	 nāpi samāsane /  sacen niṣīdanti nīcataram āsanaṃ gṛhītvā niṣattavyam* /	T24n1451_010:0245c07_14	不同一座凡坐之時應在卑座。
K01vinv13_u:81	 na caṃkrame yugapac chaṃkramitavyam* /  nāpy agrataḥ /  sacec caṃkrame caṃkramanti padaparihāṇikayā /	T24n1451_010:0245c08_8	不同經行，設有同行應退一步。
K01vinv13_u:84	 na brāhmaṇakulāni upasaṃkramitavyam* /  saced upasaṃkramanti paścācchramaṇanyāyena /	T24n1451_010:0245c09_18	若向長者婆羅門家，不應將住本性苾芻為伴，設同去者令彼前行。
K01vinv13_u:86	 naikac chadane vastavyam* /	T24n1451_010:0245c10_4	不同室宿。
K01vinv13_u:87	 na pravrājayitavyam* /  nopasaṃpādayitavyam* /  na niśrayo deyaḥ /  na śramaṇoddeśī upasthāpayitavyaḥ /  na karma kartavyam* /  na karmakārakaḥ saṃmantavyaḥ /  na bhikṣuṇyo 'vavaditavyāḥ /  na bhikṣuṇyavavādakaḥ saṃmantavyaḥ /	T24n1451_010:0245c12_7	不與他出家并受近圓，不受他依止，不畜求寂，不作單白、白二、白四羯磨，不應差作秉羯磨人。
K01vinv13_u:95	 na pūrvasaṃmatena bhikṣuṇyo 'vavaditavyāḥ /  na bhikṣuś codayitavyaḥ (310v1 = GBM 6.933)	T24n1451_010:0245c13_3	亦不差教誡苾芻尼，設差不應去。
K01vinv13_u:97	 smārayitavyaḥ śīlavipattyā dṛṣṭivipattyā ācāravipattyā ājīvavipattyā /	T24n1451_010:0245c14_4	見他苾芻破戒、破見、破威儀、非正命，皆不應舉。
K01vinv13_u:98	 nānenāvavādaḥ sthāpayitavyaḥ /  na poṣadho na pravāraṇā na jñaptir na jñaptidvitīyaṃ na jñapticaturthaṃ karma /	T24n1451_010:0245c15_3	亦復不得作諸制令，不同長淨及隨意事。
