src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06asmahsuu:2409	 vimalā sarvakleśānuśayavāsanāvisaṃyuktatvāt /	T03D3787:83a-17	ཉོན་མོངས་པའི་བག་ལ་ཉལ་གྱི་བག་ཆགས་ཐམས་ཅད་དང་བྲལ་བའི་ཕྱིར་དྲི་མ་མེད་པའོ་༎
T06asmahsuu:2410	 prabhāsvarā pratītapadavyañjanatvāt /	T03D3787:83a-18	ཚིག་དང་ཡི་གེ་རབ་ཏུ་གྲངས་པའི་ཕྱིར་རབ་ཏུ་གསལ་བའོ་༎
T06asmahsuu:2411	 valguḥ sarvatīrthyakumatidṛṣṭividhātabalaguṇayuktatvāt /	T03D3787:83b-0	མུ་སྟེགས་ཅན་བློ་ངན་པ་ཐམས་ཅད་ཀྱི་ལྟ་བ་རྣམ་པར་འཇོམས་པའི་སྟོབས་ཀྱི་ཡོན་ཏན་དང་ལྡན་༄༨༣བ་པའི་ཕྱིར་སྙན་ཞིང་འཇེབས་པའོ་༎
T06asmahsuu:2412	 śravaṇīyā pratipattinairyāṇikatvāt /	T03D3787:83b-1	སྒྲུབ་པས་ངེས་པར་འབྱུང་བ་དང་ལྡན་པའི་ཕྱིར་ན་ཉན་པར་འོས་པའོ་༎
T06asmahsuu:2413	 anantā[anelā] sarvaparapravādibhiranāchedyatvāt /	T03D3787:83b-2	ཕ་རོལ་གྱི་རྒོལ་བ་ཐམས་ཅད་ཀྱིས་མི་བརྫི་བའི་ཕྱིར་ཚུགས་པའོ་༎
T06asmahsuu:2414	 kalā rañjikatvāt /	T03D3787:83b-3	ཐམས་ཅད་དགའ་བར་བྱེད་པའི་ཕྱིར་སྙན་པའོ་༎
T06asmahsuu:2415	 vinītā rāgādipratipakṣatvāt /	T03D3787:83b-4	འདོད་ཆགས་ལ་སོགས་པའི་གཉེན་པོ་ཡིན་པའི་ཕྱིར་དུལ་བའོ་༎
T06asmahsuu:2416	 akarkaśā śikṣāprajñaptisukhopāyatvāt /  aparūṣā tadvyatikramasaṃpanniḥsaraṇopadeśakatvāt /	T03D3787:83b-5	བསླབ་པ་བཅས་པའི་ཐམས་ཅས་པའི་ཐམས་བདེ་བའི་ཕྱིར་མི་རྩུབ་པའོ་༎ དེ་ལས་འདས་ན་ངེས་པར་འབྱུང་བའི་ཐབས་ཡང་དག་པར་སྟོན་པར་མཛད་པའི་ཕྱིར་མི་བརླང་བའོ་༎ ཐེག་པ་གསུམ་ཆར་གྱི་འདུལ་བ་སྟོན་པའི་ཕྱིར་རབ་ཏུ་དུལ་བའོ་༎ རྣམ་པར་ག-ཡེང་བའི་གཉེན་པོ་ཡིན་པའི་ཕྱིར་རྣར་སྙན་པའོ་༎ ཏིང་ངེ་འཛིན་བསྐྱེད་པའི་ཕྱིར་ལུས་ཚིམ་པར་བྱེད་པའོ་༎
T06asmahsuu:2422	 hṛdayasaṃtuṣṭikarī saṃśayacchedikatvāt /  prītisukhasaṃjananī mithyāniścayāpakarṣikatvāt /	T03D3787:83b-10	ལྷག་མཐོང་གིས་རབ་ཏུ་དགའ་བ་བསྐྱེད་པར་མཛད་པའི་ཕྱིར་སེམས་ཚིམ་པར་བྱེད་པའོ་༎ ཐེ་ཚོམ་གཅོད་པར་མཛད་པའི་ཕྱིར་སྙིང་དགའ་བར་བྱེད་པའོ་༎ ལོག་པ་དང་མ་ངེས་པ་སེལ་བའི་ཕྱིར་དགའ་བ་དང་བདེ་བ་བསྐྱེད་པའོ་༎
T06asmahsuu:2424	 niḥparidāhā pratipattāvavipratisāratvāt /	T03D3787:83b-13	སྒྲུབ་པ་ལ་འགྱོད་པ་མེད་པའི་ཕྱིར་ཡོངས་སུ་གདུང་བ་མེད་པའོ་༎
