src_segmentnr	src_original	tgt_segmentnr	tgt_original
K06bsu051_u:10	 atha khalu saṃbahulā bhikṣavo yena bhagavāṃstenopasaṃkrāman /  upasaṃkramya bhagavataḥ pādau śirobhirabhivandya bhagavantaṃ triṣpradakṣiṇīkṛtya ekānte nyaṣīdan // 1 //	T08n0236a_001:0752c20_7	爾時，諸比丘來詣佛所，到已，頂禮佛足，右遶三匝，退坐一面。
K06bsu051_u:100	 nāsti sa kaściddharmo yastathāgatena anuttarā samyaksaṃbodhirityabhisaṃbuddhaḥ,  nāsti dharmo yastathāgatena deśitaḥ /	T08n0236a_001:0753b21_4	「如我解佛所說義，無有定法如來得阿耨多羅三藐三菩提，亦無有定法如來可說。
K06bsu051_u:102	 tatkasya hetoḥ?	T08n0236a_001:0753b21_8	何以故？
K06bsu051_u:103	 yo 'sau tathāgatena dharmo 'bhisaṃbuddho deśito vā,  agrāhyaḥ so 'nabhilapyaḥ /  na sa dharmo nādharmaḥ /	T08n0236a_001:0753b22_8	如來所說法，皆不可取不可說，非法非非法。
K06bsu051_u:106	 tatkasya hetoḥ?	T08n0236a_001:0753b22_12	何以故？
K06bsu051_u:107	 asaṃskṛtaprabhāvitā hyāryapudgalāḥ // 7 //	T08n0236a_001:0753b23_4	一切聖人，皆以無為法得名。
K06bsu051_u:108	 bhagavānāha - tatkiṃ manyase subhūte yaḥ kaścitkulaputro vā kuladuhitā vā imaṃ trisāhasramahāsāhasraṃ	T08n0236a_001:0753b23_10	」「須菩提！ 於意云何？
K06bsu051_u:109	 lokadhātuṃ saptaratnaparipūrṇaṃ kṛtvā tathāgatebhyo 'rhadbhayaḥ samyaksaṃbuddhebhyo dānaṃ dadyāt,	T08n0236a_001:0753b24_9	若滿三千大千世界七寶，以用布施。 須菩提！
K06bsu051_u:110	 api nu sa kulaputro vā kuladuhitā vā tatonidānaṃ bahu puṇyaskandhaṃ prasunuyāt /	T08n0236a_001:0753b24_18	於意云何？ 是善男子、善女人，所得福德，寧為多不？
K06bsu051_u:111	 subhūtirāha - bahu bhagavan,	T08n0236a_001:0753b25_22	」須菩提言： 「甚多，婆伽婆！
K06bsu051_u:112	 bahu sugata sa kulaputro vā kuladuhitā vā tatonidānaṃ puṇyaskandhaṃ prasunuyāt /	T08n0236a_001:0753b26_14	甚多，修伽陀！ 彼善男子、善女人，得福甚多。
K06bsu051_u:113	 tatkasya hetoḥ?	T08n0236a_001:0753b27_8	何以故？
K06bsu051_u:114	 yo 'sau bhagavan puṇyaskandhastathāgatena bhāṣitaḥ,  tasmāttathāgato bhāṣate - puṇyaskandhaḥ puṇyaskandha iti /	T08n0236a_001:0753b27_11	世尊！ 是福德聚，即非福德聚，是故如來說福德聚、福德聚。
K06bsu051_u:117	 bhagavānāha - yaśca khalu punaḥ subhūte kulaputro vā kuladuhitā va imaṃ trisāhasramahāsāhasraṃ  lokadhātuṃ saptaratnaparipūrṇaṃ kṛtvā tathāgatebhyo 'rhadbhyaḥ samyaksaṃbuddhebhyo dānaṃ dadyāt,	T08n0236a_001:0753b28_19	」佛言： 「須菩提！ 若善男子、善女人，以滿三千大千世界七寶，持用布施。
K06bsu051_u:119	 yaśca ito dharmaparyāyādantaśaścatuṣpādikāmapi gāthāmudgṛhya parebhyo vistareṇa deśayet saṃprakāśayet,  ayameva tatonidānaṃ bahutaraṃ puṇyaskandhaṃ prasunuyādaprameyasaṃkhyeyam /	T08n0236a_001:0753c02_18	若復於此經中，受持乃至四句偈等，為他人說，其福勝彼無量不可數。
K06bsu051_u:12	 tena khalu punaḥ samayenāyuṣmān subhutistasyāmeva parṣadi saṃnipatito 'bhūtsaṃniṣaṇṇaḥ /  atha khalvāyuṣmān subhūtirutthāyāsanādekāṃsamuttarāsaṅgaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ  pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃstenāñjaliṃ praṇamya bhagavantametadavocat - āścaryaṃ bhagavan,	T08n0236a_001:0752c22_7	爾時，慧命須菩提，在大眾中，即從座起，偏袒右肩，右膝著地，向佛合掌，恭敬而立，白佛言：
K06bsu051_u:121	 tatkasya hetoḥ?	T08n0236a_001:0753c03_2	何以故？
K06bsu051_u:122	 atonirjātā hi subhūte tathāgatānāmarhatāṃ samyaksaṃbuddhānāmanuttarā samyaksaṃbodhiḥ,	T08n0236a_001:0753c03_6	須菩提！ 一切諸佛阿耨多羅三藐三菩提法，皆從此經出。
K06bsu051_u:123	 atonirjātāśca buddhā bhagavantaḥ /	T08n0236a_001:0753c05_2	一切諸佛如來，皆從此經生。
K06bsu051_u:125	 buddhadharmā buddhadharmā iti subhūte abuddhadharmāścaiva te tathāgatena bhāṣitāḥ /  tenocyante buddhadharmā iti // 8 //	T08n0236a_001:0753c05_20	所謂佛法、佛法者，即非佛法。
K06bsu051_u:127	 tatkiṃ manyase subhūte api nu srotaāpannasyaivaṃ bhavati - mayā srotaāpattiphalaṃ prāptamiti?	T08n0236a_001:0753c06_4	「須菩提！ 於意云何？ 須陀洹能作是念： 『我得須陀洹果。 』不？
K06bsu051_u:128	 subhūtirāha - no hīdaṃ bhagavan /	T08n0236a_001:0753c07_12	」須菩提言： 「不也，世尊！
K06bsu051_u:130	 tatkasya hetoḥ?	T08n0236a_001:0753c07_23	何以故？
K06bsu051_u:132	 tenocyate srotaāpanna iti /  na rūpamāpanno na śabdān na gandhān na rasān na spraṣṭavyān dharmānāpannaḥ /	T08n0236a_001:0753c09_3	不入色、聲、香、味、觸、法，是名須陀洹。
K06bsu051_u:138	 bhagavānāha - tatkiṃ manyase subhūte api nu sakṛdāgāmina evaṃ bhavati - mayā sakṛdāgāmiphalaṃ prāptamiti?	T08n0236a_001:0753c09_12	「須菩提！ 於意云何？ 斯陀含能作是念： 『我得斯陀含果。 』不？
K06bsu051_u:139	 subhūtirāha - no hīdaṃ bhagavan /	T08n0236a_001:0753c10_20	」須菩提言： 「不也，世尊！
K06bsu051_u:142	 tatkasya hetoḥ?	T08n0236a_001:0753c11_5	何以故？
K06bsu051_u:143	 na hi sa kaściddharmo yaḥ sakṛdāgāmitvamāpannaḥ /	T08n0236a_001:0753c11_14	實無有法名斯陀含。
K06bsu051_u:144	 tenocyate sakṛdāgāmīti //	T08n0236a_001:0753c12_1	是名斯陀含。
K06bsu051_u:145	 bhagavānāha - tatkiṃ manyase subhūte api nu anāgāmina evaṃ bhavati - mayānāgāmiphalaṃ prāptamiti?	T08n0236a_001:0753c12_7	」「須菩提！ 於意云何？ 阿那含能作是念： 『我得阿那含果。 』不？
K06bsu051_u:146	 subhūtirāha - no hīdaṃ bhagavan /	T08n0236a_001:0753c13_14	」須菩提言： 「不也，世尊！
K06bsu051_u:148	 tatkasya hetoḥ?	T08n0236a_001:0753c13_25	何以故？
K06bsu051_u:149	 na hi sa bhagavan kaściddharmo yo 'nāgāmitvamāpannaḥ /	T08n0236a_001:0753c14_8	實無有法名阿那含。
K06bsu051_u:15	 paramāścaryaṃ sugata,	T08n0236a_001:0752c22_11	「希有！ 世尊！
K06bsu051_u:150	 tenocyate anāgāmīti //	T08n0236a_001:0753c14_14	是名阿那含。
K06bsu051_u:151	 bhagavānāha - tatkiṃ manyase subhūte api nu arhata evaṃ bhavati - mayā arhattvaṃ prāptamiti?	T08n0236a_001:0753c14_20	」「須菩提！ 於意云何？ 阿羅漢能作是念： 『我得阿羅漢。 』不？
K06bsu051_u:152	 subhūtirāha - no hīdaṃ bhagavan /	T08n0236a_001:0753c16_4	」須菩提言： 「不也，世尊！
K06bsu051_u:154	 tatkasya hetoḥ?	T08n0236a_001:0753c16_15	何以故？
K06bsu051_u:155	 na hi sa bhagavan kaściddharmo yo 'rhannāma /	T08n0236a_001:0753c17_3	實無有法名阿羅漢。
K06bsu051_u:157	 sacedbhagavan arhata evaṃ bhavet - mayā arhattvaṃ prāptamiti,	T08n0236a_001:0753c17_6	世尊！ 若阿羅漢作是念： 『我得阿羅漢。
K06bsu051_u:158	 sa eva tasyātmagrāho bhavet,  sattvagrāho jīvagrāhaḥ pudgalagrāho bhavet /  tatkasya hetoḥ?	T08n0236a_001:0753c18_12	』即為著我、人、眾生、壽者。
K06bsu051_u:16	 yāvadeva tathāgatenārhatā samyaksaṃbuddhena bodhisattvā mahāsattvā anuparigṛhītāḥ parameṇānugraheṇa /  āścaryaṃ bhagavan yāvadeva tathāgatenārhatā samyaksaṃbuddhena bodhisattvā mahāsattvāḥ parīnditāḥ paramayā parīndanayā /	T08n0236a_001:0752c23_15	如來、應供、正遍知，善護念諸菩薩，善付囑諸菩薩。 世尊！
K06bsu051_u:161	 ahamasmi bhagavaṃstathāgatenārhatā samyaksaṃbuddhena araṇāvihāriṇāmagryo nirdiṣṭaḥ /  ahamasmi bhagavan arhan vītarāgaḥ /	T08n0236a_001:0753c18_15	世尊！ 佛說我得無諍三昧，最為第一，世尊說我是離欲阿羅漢。 世尊！
K06bsu051_u:163	 na ca me bhagavannevaṃ bhavati - arhannasmyahaṃ vītarāga iti /	T08n0236a_001:0753c20_8	我不作是念： 『我是離欲阿羅漢。 』世尊！
K06bsu051_u:164	 sacenmama bhagavannevaṃ bhavet - mayā arhattvaṃ prāptamiti,	T08n0236a_001:0753c21_5	我若作是念： 『我得阿羅漢。
K06bsu051_u:165	 na māṃ tathāgato vyākariṣyadaraṇāvihāriṇāmagryaḥ subhūtiḥ kulaputro na kvacidviharati,  tenocyate araṇāvihārī araṇāvihārīti // 9 //	T08n0236a_001:0753c22_4	』世尊則不記我無諍行第一。 以須菩提實無所行，而名須菩提無諍、無諍行。
K06bsu051_u:167	 bhagavānāha - tatkiṃ manyase subhūte - asti sa kaściddharmo yastathāgatena dīpaṃkarasya tathāgatasyārhata - samyaksaṃbuddhasyāntikādudgṛhītaḥ?	T08n0236a_001:0753c24_5	」佛告須菩提： 「於意云何？ 如來昔在燃燈佛所，得阿耨多羅三藐三菩提法不？
K06bsu051_u:168	 subhūtirāha - no hīdaṃ bhagavan /	T08n0236a_001:0753c25_18	」須菩提言： 「不也，世尊！
K06bsu051_u:169	 nāsti sa kaściddharmo yastathāgatena dīpaṃkarasya tathāgatasyārhataḥ samyaksaṃbuddhasyāntikādudgṛhītaḥ //	T08n0236a_001:0753c27_8	如來在燃燈佛所，於法實無所得阿耨多羅三藐三菩提。
K06bsu051_u:170	 bhagavānāha - yaḥ kaścitsubhūte bodhisattva evaṃ vadet - ahaṃ kṣetravyūhān niṣpādayiṣyāmīti,	T08n0236a_001:0753c28_5	」佛告須菩提： 「若菩薩作是言： 『我莊嚴佛國土。
K06bsu051_u:171	 sa vitathaṃ vadet /	T08n0236a_001:0753c29_6	』彼菩薩不實語。
K06bsu051_u:172	 tatkasya hetoḥ?	T08n0236a_001:0753c29_10	何以故？
K06bsu051_u:173	 kṣetravyūhāḥ kṣetravyūhā iti subhūte avyūhāste tathāgatena bhāṣitāḥ /  tenocyante kṣetravyūhā iti /	T08n0236a_001:0753c29_14	須菩提！ 如來所說莊嚴佛土者，則非莊嚴，是名莊嚴佛土。
K06bsu051_u:175	 tasmāttarhi subhūte bodhisattvena mahāsattvena evamapratiṣṭhitaṃ cittamutpādayitavyaṃ yanna kvacitpratiṣṭhitaṃ cittamutpādayitavyam /  na rūpapratiṣṭhitaṃ cittamutpādayitavyaṃ na śabdagandharasaspraṣṭavyadharmapratiṣṭhitaṃ cittamutpādayitavyam /	T08n0236a_001:0754a02_3	是故須菩提！ 諸菩薩摩訶薩，應如是生清淨心，而無所住，不住色生心，不住聲、香、味、觸、法生心，應無所住而生其心。
K06bsu051_u:177	 tadyathāpi nāma subhūte puruṣo bhavedupetakāyo mahākāyo yattasyaivaṃ rūpa ātmabhāvaḥ syāt tadyathāpi nāma sumeruḥ parvatarājaḥ /	T08n0236a_001:0754a04_13	「須菩提！ 譬如有人，身如須彌山王。 須菩提！
K06bsu051_u:178	 tatkiṃ manyase subhūte api nu mahān sa ātmabhāvo bhavet?	T08n0236a_001:0754a05_13	於意云何？ 是身為大不？
K06bsu051_u:179	 subhūtirāha - mahān sa bhagavān,	T08n0236a_001:0754a06_4	」須菩提言：
K06bsu051_u:18	 tatkathaṃ bhagavan bodhisattvayānasaṃprasthitena kulaputreṇa vā kuladuhitrā vā sthātavyaṃ kathaṃ pratipattavyaṃ kathaṃ cittaṃ pragrahītavyam?	T08n0236a_001:0752c24_17	云何菩薩大乘中，發阿耨多羅三藐三菩提心？ 應云何住？ 云何修行？ 云何降伏其心？
K06bsu051_u:180	 mahān sugata sa ātmabhāvo bhavet /	T08n0236a_001:0754a06_11	「甚大，世尊！
K06bsu051_u:181	 tatkasya hetoḥ?	T08n0236a_001:0754a06_15	何以故？
K06bsu051_u:182	 ātmabhāva ātmabhāva iti bhagavan na bhāvaḥ sa tathāgatena bhāṣitaḥ /  tenocyata ātmabhāva iti /  na hi bhagavan sa bhāvo nābhāvaḥ /	T08n0236a_001:0754a07_3	佛說非身，是名大身。
K06bsu051_u:185	 tenocyate ātmabhāva iti // 10 //	T08n0236a_001:0754a07_13	彼身非身，是名大身。
K06bsu051_u:186	 bhagavānāha - tatkiṃ manyase subhūte - yāvatyo gaṅgāyāṃ mahānadyāṃ vālukāstāvatya eva gaṅgānadyo bhaveyuḥ?	T08n0236a_001:0754a08_2	」佛言： 「須菩提！ 如恒河中所有沙數，如是沙等恒河，於意云何？
K06bsu051_u:187	 tāsu yā vālukāḥ,  api nu tā bahvayo bhaveyuḥ?	T08n0236a_001:0754a09_18	是諸恒河沙，寧為多不？
K06bsu051_u:189	 subhūtirāha - tā eva tāvadbhagavan bahvayo gaṅgānadyo bhaveyuḥ,	T08n0236a_001:0754a10_3	」須菩提言： 「甚多，世尊！
K06bsu051_u:19	 evamukte bhagavānāyuṣmantaṃ subhūtimetadavocat - sādhu sādhu subhūte,  evametatsubhūte,	T08n0236a_001:0752c26_8	」爾時，佛告須菩提： 「善哉，善哉！
K06bsu051_u:190	 prāgeva yāstāsu gaṅgānadīṣu vālukāḥ /	T08n0236a_001:0754a11_3	但諸恒河，尚多無數，何況其沙。
K06bsu051_u:191	 bhagavānāha - (Vajr, Vaidya 79)	T08n0236a_001:0754a11_7	」佛言：
K06bsu051_u:192	 ārocayāmi te subhūte,  prativedayāmi te /	T08n0236a_001:0754a11_12	「須菩提！ 我今實言告汝。
