src_segmentnr	src_original	tgt_segmentnr	tgt_original
T16D4421-1:55b-11	མདོ་སྡེ་དང་བསྟན་བཅོས་འགལ་བ་སྤང་བའི་ཕྱིར་རོ་༎ རབ་ཏུ་བྱེད་བ་དག་ཅེས་བྱ་བ་རྒྱས་བར་འབྱུང་བ་ལ་།	T41n1822_01b:0483b08_11	何故。 契經及品類足論。
T16D4421-1:55b-13	རབ་ཏུ་བྱེད་པ་དག་ལས་རླུང་གི་ཁམས་གང་ཞན་། ཡང་ཞིང་ག-ཡོ་བ་ཉིད་དོ་ཞེས་བསྟན་ལ་།	T41n1822_01b:0483b09_9	皆言風界謂輕等動性。
T16D4421-1:55b-15	མདོ་སྡེ་ལས་ནི་རླུང་གི་ཁམས་ནི་ཡང་བ་ཉིད་དོ་ཞེས་བསྟན་ཏོ་༎ ཡང་བ་ཉིད་དེ་ནི་རླུང་གི་ཁམས་ཉིད་མ་ཡིན་ཏེ་། འོ་ན་ཅི་ཞེན་རབ་ཏུ་བྱེད་པ་དག་ལས་ལྕི་བ་ཉིད་དང་ཡང་བ་ཉིད་དོ་ཞེས་བཤད་པ་རྒྱུར་བྱས་པའི་གཟུགས་གཞན་ཡང་ཡིན་ནོ་༎ དེའི་ཕྱིར་རླུང་གེ་ཁམས་གང་ཞེ་ན་། ཡང་བ་ཉིད་དོ་ཞེས་བརྗོད་པ་ནི་རྒྱུར་བྱས་པའི་གཟུགས་ལ་ཡང་ཐལ་བར་འགྱུར་ན་།	T41n1822_01b:0483b10_1	復說輕性為所造色。
T16D4421-1:55b-20	ག-ཡོ་བ་ཉིད་དོ་ཞེས་བརྗོད་ན་ལས་སུ་འགྱུར་བས་ན་། ག-ཡོ་བའི་རང་བཞིན་ཡིན་པས་རླུང་ལ་ཡང་བ་དང་ག-ཡོ་བ་གཉི་ག་བརྗོད་དོ་༎ རང་བཞིན་གྱི་སྒྲ་ནི་འདིར་ལས་ལ་བལྟ་བར་བྱའི་རང་བཞིན་ལ་ནི་མ་ཡིན་ཏེ་།	T41n1822_01b:0483b10_6	說動為風。
T16D4421-1:55b-23	དེའི་བྱ་བ་ནི་འབྱུང་བ་རྣམས་ཡུལ་གཞན་དུ་སྐྱེད་པའོ་༎ དེ་ཉིད་ཀྱི་ཕྱིར་འདིའི་རང་བཞིན་ལས་ཀྱིས་གསལ་བ་ཡིན་ནོ་ཞེས་རྣམ་པར་བཤད་དོ་༎	T41n1822_01b:0483b11_7	輕為造色是顯自相　輕為風者舉果顯因。
T16D4421-1:55b-25	འདི་སྐད་བཤད་པར་འགྱུར་ཏེ་། ག-ཡོ་བའི་ལས་ཅན་གྱི་ཡང་བ་ནི་རླུང་གི་ཁམས་ཡིན་གྱི་ཐམས་ཅད་དུ་གཞན་ཡང་བ་མ་ཡིན་པ་ནི་རླུང་གི་ཁམས་ཀྱི་རང་བཞིན་མ་ཡིན་ནོ་ཞེས་སློབ་དཔོན་འདུས་བཟང་ཟེར་རོ་༎ པའི་ཕྱིར་རོ་༎ གལ་ཏེ་མེའི་ཁམས་ལ་ཡང་ཡང་བ་ཉིད་ཀྱི་རྒྱུ་ཡོད་ཀྱང་དེ་ནི་རླུང་གི་ཁམས་ལྟར་ཐམས་ཅད་དུ་ཡང་བ་མ་ཡིན་ལ་། ས་ལ་སོགས་པ་རྣམས་ལ་ནི་དེའི་འབྲས་བུ་ལྕི་བ་ཉིད་ལ་སོགས་པ་རྣམས་དང་བུ་ཁ་ཏ་ར་པྲ་ཧྱ་ཏ་རེ་ཉིད་ཀྱི་ཕྱིར་དེའི་རང་བཞིན་གྱིས་ཞེས་པ་ཡང་བའི་ཁྱད་པར་རླུང་གི་ཁམས་ལ་ཀི་བའརྨ་ཏེ་།	T41n1822_01b:0483b12_4	輕是風果故　豈不火界亦是輕因。
T16D4421-1:55b-9	སྒྲོན་མེ་ག-ཡོ་བ་བཞིན་དུ་ཞེས་བྱ་བ་ལ་། ཇི་ལྟར་སྒྲོན་མེ་སྐད་ཅིག་མ་ཡིན་པས་འགྲོ་བ་བཞིན་དུ་ཡུལ་གཞན་དུ་སྐྱེད་པ་རླུང་གིས་ག-ཡོ་བར་བརྗོད་པ་དེ་བཞིན་དུ་གཞན་འབྱུང་བའི་རྒྱུན་ལ་ཡང་ཡིན་ནོ་༎	T41n1822_01b:0483b08_8	風界若以動為性者。
T16D4421-1:71a-13	། སྐལ་བ་མཉམ་པའི་རྒྱུ་ཡིན་པའི་ཕྱིར་རོ་ཞེས་བྱ་བ་ལ་མིག་གི་དབང་པོ་ནི་མིག་གི་དབང་པོ་ཕྱིས་སྐྱེས་པ་དང་མ་སྐྱེས་པའི་སྐལ་བ་མཉམ་པའི་རྒྱུ་ཡིན་ཏེ་།	T41n1822_01b:0489a22_7	此中種族至同類因故。
T16D4421-1:71a-15	འདུས་མ་བྱས་ཁམས་མ་ཡིན་པར་འགྱུར་རོ་ཞེ་ན་ཞེས་བྱ་བ་ལ་སྔ་མ་དང་ཕྱི་མ་ཉིད་མེད་པའི་ཕྱིར་ཏེ་།	T41n1822_01b:0489a22_15	論。 若爾無為應不名界。
T16D4421-1:71a-16	དེ་ནི་འགའི་ཡང་སྐལ་བ་མཉམ་པའི་རྒྱུ་མ་ཡིན་པའི་ཕྱིར་རོ་༎	T41n1822_01b:0489a23_14	以無同類因故。
T16D4421-1:71a-17	དེ་ནི་སེམས་དང་སེམས་ལས་བྱུང་བ་རྣམས་ཀྱི་དམིགས་པ་དང་བདག་པོའི་རྐྱེན་དུ་གྱུར་པའི་ཕྱིར་འདུས་མ་བྱས་ཀྱང་འབྱུང་གནས་ཉིད་དུ་གྲུབ་པོ་༎	T41n1822_01b:0489a23_17	難也。 論心．心所法生之本故。 答也　正理云。
T16D4421-1:71a-18	དེ་ལྟ་ན་ཡང་དེར་སྐྱེ་མཆེད་དང་ཁམས་ཀྱི་དོན་དག་དབྱེར་མེད་པར་འགྱུར་ཏེ་།	T41n1822_01b:0489a25_1	若爾。 處．界義應相濫。
T16D4421-1:71a-19	གཉི་ག་ཡང་སེམས་དང་སེམས་ལས་བྱུང་བའི་འབྱུང་གནས་སུ་གྱུར་བའི་ཕྱིར་རོ་༎	T41n1822_01b:0489a25_19	俱心．心所生本義故。
T16D4421-1:71a-20	དེའི་ཕྱིར་གཞན་དག་ན་རེ་ཁམས་ཞེས་བྱ་བའི་སྒྲ་འདི་ནི་རིགས་ཀྱི་ཚིག་ཡིན་ནོ་ཞེས་ཟེར་རོ་༎	T41n1822_01b:0489a26_7	由此別應釋種族義。
T16D4421-1:71a-21	དཔེར་ན་གསེར་ལ་སོགས་པའི་རིགས་རྣམས་ཕན་ཚུན་རིགས་ཐ་དད་པ་དེ་བཞིན་དུ་མིག་ལ་སོགས་པ་དག་ཀྱང་ཡིན་ནོ་༎	T41n1822_01b:0489a26_16	如雄黃等展轉相望。
T16D4421-1:71a-5	རིགས་ཀྱི་དོན་ནི་ཁམས་ཀྱི་དོན་ཏེ་ཞེས་བྱ་བ་ལ་། གང་ལས་ཁོང་དུ་ཆུད་ཅེ་ན་རིགས་སུ་འདྲ་བའི་ཕྱིར་རོ་༎ དེ་ཉིད་ཀྱི་ཕྱིར་དཔེར་ན་རི་འགའ་ཞིག་ལ་ཞེས་རྒྱ་ཆེར་གསུངས་ཏེ་། དཔེར་ན་གསེར་དང་ས་བོན་གྱི་རིགས་ལ་ཁམས་ཞེས་བརྗོད་པ་ལྟ་བུའོ་༎	T41n1822_01b:0489a20_14	如一山中等。
