src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12adhsatpu:143	 AśP 37. atha bhagavān vairocanas tathāgataḥ sarvatathāgataguhyadharmatāprāptaḥ sarvadharmāprapañcaḥ	K12D0488_H0454:135b-5	དེ་ནས་བཅོམ་ལྡན་འདས་རྣམ་པར་སྣང་མཛད་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བའི་ཆོས་ཉིད་བརྙེས་པ་།
K12adhsatpu:144	 punar apīdaṃ mahāsukhavajrāmoghasamayaṃ nāmāmoghavajradharmasamatāprajñāpāramitānayamukhaṃ  paramādyam anādinidhanamadhyam uttamam abhāṣata /	K12D0488_H0454:136a-0	༄༡༣༦ཨ་༌༎ ཆོས་ཐམས་ཅད་སྤྲོས་པ་མེད་པས་ཡང་བདེ་བ་ཆེན་པོ་རྡོ་རྗེ་དོན་ཡོད་པའི་དམ་ཚིག་ཅེས་བྱ་བ་། རྡོ་རྗེ་ཆོས་ཉིད་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒོ་དཔལ་མཆོག་དང་པོ་ཐོག་མ་དང་ཐ་མ་དང་དབུས་མེད་པའི་དམ་པ་འདི་གསུངས་སོ་༎
K12adhsatpu:146	 mahārāgottamasiddhir mahābodhisattvānāṃ mahāsukhottamasiddhyai saṃvartate /  mahāsukhottamasiddhir mahābodhisattvānāṃ sarvatathāgatamahābodhyuttamasiddhyai saṃvartate /	K12D0488_H0454:136a-3	བྱང་ཆུབ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱི་བདེ་བ་ཆེན་པོའི་དངོས་གྲུབ་དམ་པ་ནི་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་བྱང་ཆུབ་ཆེན་པོའི་དངོས་གྲུབ་དམ་པར་འགྱུར་རོ་༎ དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་བྱང་ཆུབ་ཆེན་པོའི་དངོས་གྲུབ་དམ་པ་ནི་བདུད་ཆེན་པོའི་སྟོབས་ཐམས་ཅད་རབ་ཏུ་འཇོམས་པར་བྱེད་པའི་དངོས་གྲུབ་དམ་པར་འགྱུར་རོ་༎
K12adhsatpu:148	 sarvatathāgatamahābodhyuttamasiddhir mahābodhisattvānāṃ sarvamahāmārapramardanottamasiddhyai saṃvartate /  sarvamahāmārapramardanottamasiddhir mahābodhisattvānāṃ sarvatraidhātukādhipatyottamasiddhyai saṃvartate /	K12D0488_H0454:136a-5	བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་བདུད་ཆེན་པོའི་སྟོབས་རབ་ཏུ་འཇོམས་པའི་དངོས་གྲུབ་དམ་པ་ནི་། ཁམས་གསུམ་ཐམས་ཅད་ཀྱི་དབང་ཕྱུག་ཆེན་པོའི་དངོས་གྲུབ་དམ་པར་འགྱུར་རོ་༎ བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་ཁམས་གསུམ་པ་ཐམས་ཅད་ཀྱི་དབང་ཕྱུག་གི་དངོས་གྲུབ་དམ་པ་ནི་སེམས་ཅན་གྱི་ཁམས་མ་ལུས་ཤིང་ལུས་པ་མེད་པར་ཡོངས་སུ་སྦྱོང་བར་འདོད་པའི་རྒྱུའི་ཕྱིར་།
K12adhsatpu:153	 mahāsukhavajradhāriṇi /  sarvasamatāpraveśani /  sarvaduḥkhakṣayaṅkari /  sarvasukhapradāyike /  sarvasukhapradāyini svāhā //	K12D0488_H0454:136b-1	བརྩོན་འགྲུས་ཆེན་པོའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱིས་སེམས་ཅན་གྱི་ཁམས་མ་ལུས་ཤིང་ལུས་པ་མེད་པར་ཡོངས་སུ་བསྐྱབ་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་། བདེ་བའི་མཆོག་ཤིན་ཏུ་བདེ་བ་ཆེན་པོའི་དངོས་གྲུབ་དམ་པར་འགྱུར་རོ་༎
K12adhsatpu:158	 AśP 38. tat kasya hetoḥ /	K12D0488_H0454:136b-2	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
K12adhsatpu:159	 yāvat saṃsāravāsasthā bhavanti varasūrayaḥ /	K12D0488_H0454:136b-3	ཅི་སྲིད་འཁོར་བའི་གནས་སུ་ནི་༎ མཁས་མཆོག་འདུག་པར་གྱུར་པའི་ཚེ་༎
K12adhsatpu:160	 tāvat sattvārtham atulaṃ śaktāḥ kartum anirvṛtāḥ // 6 //	K12D0488_H0454:136b-5	ཇི་སྲིད་མཚུངས་མེད་སེམས་ཅན་དོན་༎ མྱ་ངན་མི་འདའ་བྱེད་པར་ནུས་༎
K12adhsatpu:162	 sarvadharmaviśuddhyā tu bhāvaśuddhā bhavanti ha // 7 //	K12D0488_H0454:136b-8	ཆོས་ཀུན་རྣམ་པར་དག་པའི་ཕྱིར་༎ འཁོར་བ་ཡོངས་སུ་དག་པར་འགྱུར་༎
K12adhsatpu:163	 rāgādivinayo loka ā bhavāt pāpakṛt sadā /	K12D0488_H0454:136b-10	ཆགས་ལ་སོགས་པས་འདུལ་ན་ནི་༎ འཁོར་བའི་བར་དུ་རྟག་པར་ཡང་༎
K12adhsatpu:164	 teṣāṃ viśodhanārthaṃ tu vinayanty ā bhavāt svayam // 8 //	K12D0488_H0454:136b-12	འཇིག་རྟེན་སྡིག་བྱེད་དེ་སྦྱང་ཕྱིར་༎ འཁོར་བ་སྲིད་དུ་བདག་ཉིད་འདུལ་༎
K12adhsatpu:165	 yathā padmaṃ suraktaṃ tu rāgadoṣair na lipyate /	K12D0488_H0454:136b-14	ཅི་ལྟར་པདམ་རབ་དམར་བ་༎ འདམ་གྱི་ཉེས་པས་མི་གོས་པ་༎
K12adhsatpu:166	 vāsadoṣair bhave nityaṃ na lipyante jagaddhitāḥ // 9 //	K12D0488_H0454:136b-16	དེ་བཞིན་གནས་ཀྱི་ཉེས་པ་ཡིས་༎ འགྲོ་ཕན་རྣམས་ལ་མི་གོས་སོ་༎
K12adhsatpu:167	 mahārāgaviśuddhās tu mahāsaukhyā mahādhanāḥ /	K12D0488_H0454:136b-18	འདོད་ཆགས་ཆེན་པོ་རྣམ་པར་དག་། བདེ་བ་ཆེན་པོ་ནོར་ཆེ་བ་༎
K12adhsatpu:168	 tridhātvīśvaratām prāptāḥ sattvārthaṃ kurvate dṛḍham // 10 //	K12D0488_H0454:136b-20	ཁམས་གསུམ་དབང་ཕྱུག་ཐོབ་པས་ན་༎ སེམས་ཅན་དོན་རྣམས་སྟོན་པར་བྱེད་༎
K12adhsatpu:169	 iti //  AśP 39. yaḥ kaścid vajrapāṇe imaṃ paramādyam prajñāpāramitānayamukhaṃ dharmaparyāyaṃ  dine dine kālyam utthāyoccārayiṣyati śroṣyati vā sa sarvasukhasaumanasyalābhī mahāsukhavajrāmoghasamayasiddhim	K12D0488_H0454:137a-0	གང་ལ་ལ་ཞིག་ནང་པར་ལངས་ནས་དཔལ་མཆོག་དང་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཚུལ་གྱི་སྒོའི་ཆོས་ཀྱི་རྣམ་གྲངས་འདི་ཉིན་རེ་ཞིང་འདོན་པ་དང་། ཉན་པ་དང་། ༄༡༣༧ཨ་༌༎
