src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv04_u:15	 grāhitāgrāhitaṃ ca śayanāsanaṃ jānāti. ebhiḥ pañcabhir dharmaiḥ samanvāgataḥ śayanāsanagrāhako bhikṣur asaṃmataḥ saṃmantavyaḥ,	K01D0001_H0001:313b-0	༄༣༡༣བ་ཆོས་འདི་ལྔ་དང་ལྡན་པའི་དགེ་སློང་ནི་དགག་དབྱེ་བྱེད་པར་མ་བསྐོས་པ་ནི་བསྐོ་བར་བྱའོ་༎
K01vinv04_u:16	 saṃmataś ca nāvakāśayitavyaḥ.	K01D0001_H0001:313b-1	བསྐོས་པ་ནི་དབྱུང་བར་མི་བྱའོ་༎
K01vinv04_u:100	 Var-v § 1.8 bhikṣavaḥ varṣā upagantavyā:  na ca punar varṣoṣitena bhikṣuṇā bahiḥsīmāṃ gantavyaṃ //	K01D0001_H0001:336b-1	དབྱར་གནས་པར་དམ་བཅས་པའི་དགེ་སློང་གིས་མཚམས་ཀྱི་ཕྱི་རོལ་ཏུ་འགྲོ་བར་མི་བྱའོ་༎
K01vinv04_u:102	 saced gacchati na tatra vastavyaṃ.	K01D0001_H0001:336b-2	གལ་ཏེ་སོང་ན་དེར་གནས་པར་མི་བྱའོ་༎
K01vinv04_u:103	 Var-v § 1.8.1.a uktaṃ bhagavatā na bhikṣuṇā varṣoṣitena bahiḥsīmāṃ gantavyam*. saced gacchati na tatra vastavyam iti /	K01D0001_H0001:336b-3	བཅོམ་ལྡན་འདས་ཀྱིས་དབྱར་གནས་པར་དམ་བཅས་པའི་དགེ་སློང་གིས་མཚམས་ཀྱི་ཕྱི་རོལ་ཏུ་འགྲོ་བར་མི་བྱའོ་༎
K01vinv04_u:104	 Var-v § 1.8.1.b hastibālagrāmake udayano nāma gṛhapatiḥ prativasati. tasya gṛhakaḍatraṃ	K01D0001_H0001:336b-4	གལ་ཏེ་སོང་ན་དེར་གནས་པར་མི་བྱའོ་ཞེས་གསུངས་པ་དང་། གླང་པོ་ཆེ་སྐྱོང་བ་ཞེས་བྱ་བའི་གྲོང་ན་ཁྱིམ་བདག་འཆར་ཀ་ཞེས་བྱ་བ་གནས་ཏེ་།
K01vinv04_u:105	 pratyupasthitam ātmano veṣṭanaṃ. tena tatra prabhūto vastralābhaḥ āmiṣalābhaś ca	K01D0001_H0001:336b-5	དེའི་ཁྱིམ་ན་རང་གི་འཆིང་བ་བག་མ་བླངས་ནས་དེས་གོས་ཀྱི་རྙེད་པ་དང་ཟས་ཀྱི་རྙེད་པ་མང་དུ་སྟ་གོན་བྱས་ཏེ་།
K01vinv04_u:106	 samudānītaḥ. tena bhikṣūṇāṃ dūto 'nupreṣitaḥ. āgacchantv āryāḥ paribhokṣyante iti.  bhikṣavaḥ pṛcchitum ārabdhāḥ. kiyad dūre hastibālagrāmakaḥ. sātirekais tribhir yojanaiḥ śakṣyāmo vayam adyaiva gatvā āgantuṃ na śakṣyāmaḥ. te saṃlakṣayanti /	K01D0001_H0001:336b-6	དེས་དགེ་སློང་རྣམས་ལ་ཕོ་ཉ་བཏང་ནས་། འཕགས་པ་དག་ལོངས་སྤྱད་པ་དག་དབུལ་གྱིས་ཚུར་སྤྱོན་ཅིག་ཅེས་སྤྲིང་བ་དང་། དགེ་སློང་རྣམས་ཀྱིས་དྲི་བར་བརྩམས་ཏེ་། གླང་པོ་ཆེ་སྐྱོང་བའི་གྲོང་དུ་ཇི་སྲིད་ཡོད་། དེར་ནི་དཔག་ཚད་གསུམ་ལྷག་ཙམ་མཆིས་སོ་༎ བདག་ཅག་གིས་དེང་ཉིད་དོང་ལ་སླར་འཁོར་བར་ནུས་སམ་མི་ནུས་སྙམ་པ་ལས་། དེ་དག་གིས་བསམས་པ་།
K01vinv04_u:108	 uktaṃ bhagavatā na bhikṣuṇā varṣopagatena bahiḥsīmāṃ gantavyaṃ. saced gacchati na tatra vastavyam iti. te na gatāḥ.	K01D0001_H0001:336b-12	བཅོམ་ལྡན་འདས་ཀྱིས་དབྱར་གནས་པར་དམ་བཅས་པའི་དགེ་སློང་གིས་མཚམས་ཀྱི་ཕྱི་རོལ་ཏུ་འགྲོ་བར་མི་བྱའོ་༎ གལ་ཏེ་སོང་ན་དེར་གནས་པར་མི་བྱའོ་ཞེས་གསུངས་སོ་སྙམ་ནས་། དེ་རྣམས་མ་སོང་ངོ་༎
K01vinv04_u:109	 tatra ye bhikṣavaḥ hastibālagrāmakasyopavicāre varṣopagatās teṣāṃ prabhūto vastralābha āmiṣalābhaś cānupradattaḥ.	K01D0001_H0001:336b-15	དེ་ནས་གླང་པོ་ཆེ་སྐྱོང་བའི་གྲོང་གི་ཉེ་འཁོར་དུ་དགེ་སློང་གང་དག་དབྱར་གནས་པར་དམ་བཅས་པ་། དེ་དག་ལ་དེས་གོས་ཀྱི་རྙེད་བ་དང་ཟས་ཀྱི་རྙེད་པ་མང་དུ་ཕུལ་ལོ་༎
