src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12sarvttsu:62	 sarvatathāgatān praṇipatyāhū yaivamāha- “bhagavantastathāgatā ājñāpayata kathaṃ pratipadyāmi kīdṛśaṃ tat tattvam” iti /	T02D2502:171b-5	བཅོམ་ལྡན་འདས་རྣམས་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དེ་ཁོ་ན་ཉིད་ནི་ཇི་ལྟ་བུ་ལགས་། བདག་གིས་ནི་དེ་དག་ཇི་ལྟ་བུར་བསྒྲུབ་པར་བགྱི་ཞེས་གསོལ་བ་དང་། དེ་བཞིན་གཤེགས་པ་དེ་དག་གིས་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎
K12sarvttsu:64	 svacittapratyavekṣaṇasamādhānena prakṛtisiddhena rucijaptena mantreṇa” iti oṃ cittaprativedhaṃ karomi /	T02D2502:171b-8	རང་བཞིན་གྱིས་གྲུབ་པའི་སྔགས་འདི་ཅི་དགར་བཟླ་ཞིང་ཡིད་ལ་གྱིས་ཤིག་། ཅེས་གསུངས་པའི་རིམ་གྱིས་རང་གི་སེམས་རྟོགས་པར་གྱུར་པའི་ཚེའམ་དུས་ན་།
K12sarvttsu:65	 atha bodhisattvaḥ sarvatathāgatānevamāha- “ājñātaṃ me bhagavantastathāgatāḥ svahṛdi candramaṇḍalākāraṃ paśyāmi” /	T02D2502:171b-9	དང་པོར་རང་གི་སེམས་ཉིད་ཟླ་བ་ལྟ་བུའི་རྣམ་པར་གནས་པར་མཐོང་བ་ལ་སོགས་པའི་རྣམ་པས་རྡོ་རྗེ་དབྱིངས་ཞེས་བྱ་བ་དེ་བཞིན་གཤེགས་པར་སངས་རྒྱས་པའི་ཚེའོ་༎ འོག་ནས་འབྱུང་བའི་ཆོ་ག་ཞེས་པ་ནི་དེ་ལྟར་སངས་རྒྱས་པའི་འཇིག་པའི་གོ་རིམས་ལ་ཆོ་ག་ཞེས་བྱ་སྟེ་། ཇི་ལྟར་འོག་ནས་འབྱུང་བའི་རིམ་པའོ་༎ དེ་བཞིན་གཤེགས་པ་རྣམས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་རྣམས་བདག་ཉིད་ཀྱི་སྙིང་ག་ན་རང་གི་སེམས་ཉིད་ཟླ་བའི་དཀྱིལ་འཁོར་གྱི་རྣམ་པ་ལྟ་བུར་གདའ་བར་མཐོང་ངོ་ཞེས་གསོལ་བ་དང་། དེ་བཞིན་གཤེགས་པ་རྣམས་ཀྱིས་བཀའ་སྩལ་བ་།
K12sarvttsu:66	 sarvatathāgatāḥ procuḥ- “prakṛtiprabhāsvaramidaṃ kulaputra cittaṃ,	T02D2502:172a-0	རིགས་ཀྱི་བུ་སེམས་འདི་ཉིད་རང་བཞིན་༄༡༧༢ཨ་༌་༎
K12sarvttsu:67	 tadyathā parikarṣyate tat tathaiva bhavati /	T02D2502:172a-1	གྱིས་འོད་གསལ་བས་ཇི་ལྟར་སྤྱངས་པ་བཞིན་དུ་འགྱུར་བ་སྟེ་།
K12sarvttsu:2009	 “santi bhagavantaḥ satvāḥ maheśvarā diduṣṭasa] tvā,	T02D2502:156b-15	ཅིའི་ཕྱིར་ཞེས་གསུངས་པ་དང་། བཅོམ་ལྡན་འདས་དབང་ཕྱུག་ཆེན་པོའི་ལ་སོགས་པ་ཁྲོ་ཞིང་མཐུ་ཆེ་བའི་སེམས་ཅན་མ་རུངས་པ་དག་ཀྱང་མཆིས་ཏེ་དེ་བཞིན་གཤེགས་པ་རྣམས་ཀྱིས་ཞི་བས་འདུལ་བར་མི་སྤྱོད་ན་།
K12sarvttsu:2010	 ye yuṣmābhirapi sarvatathāgatairavineyāḥ,  teṣāṃ mayā kathaṃ pratipattavyam/” //	T02D2502:156b-16	བདག་གིས་ཇི་ལྟར་བསྒྲུབ་པར་བགྱི་ཞེས་གསོལ་བ་དང་། བཅོམ་ལྡན་འདས་རྣམ་པར་སྣང་མཛད་མི་བསྐྱོད་པ་ལ་སོགས་པའི་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱིས་བྱིན་གྱི་རླབས་ཀྱིས་།
K12sarvttsu:2012	 atha bhagavān vairocanastathāgataḥ [sarvatathāga]tādhiṣṭhānena sarvatathāgatamahopāyajñānavajrannāma samādhiṃ samāpannaḥ /	T02D2502:156b-17	དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཐབས་ཆེན་པོ་རྡོ་རྗེ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་ལ་སྙོམས་པར་ཞུགས་ནས་།
K12sarvttsu:6539	 tathaiva japanmāsamekaṃ sādhayet /	T02D2502:305b-25	དེ་བཞིན་དུ་ཟླ་བ་གཅིག་ཏུ་སྒྲུབ་སྟེ་།
K12sarvttsu:6541	 tataḥ sarvakarmāṇi sidhyantī-“tyāha bhagavān vajradha]raḥ //  “atha karmāṇi bhavanti /	T02D2502:305b-28	དེ་ནས་ལས་རྣམས་འབྱུང་སྟེ་ཞེས་པ་ནི་། བསྲུང་བའི་ལས་འབྱུང་བ་སྟེ་།
K12sarvttsu:6543	 sakṛduccāritenātmaparagrāmanagararakṣa bhavati //	T02D2502:305b-30	ལན་ཅིག་བརྗོད་པས་ཞེས་པ་ནི་། བར་བྱ་བའི་གནས་ནི་འདི་དག་གོ་ཞེས་ལན་ཅིག་ཙམ་བརྗོད་ནས་། གོ་ཆའི་ཕྱག་རྒྱ་བཅིངས་ནས་སྔགས་བརྗོད་པ་ལ་སོགས་པའི་སྦྱོར་བ་བྱས་པ་ཙམ་གྱིས་བདག་དང་གཞན་དང་གྲོང་ཁྱེར་ལ་སོགས་པ་ཇི་ཙམ་འདོད་པའི་བསྲུང་བ་བྱས་པར་འགྱུར་རོ་༎
