src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv16_u:138	 asya satvasyānubhāvo yo 'yaṃ devyāḥ kukṣāv upapannaḥ iti;  yāvad asāv upasthīyate śīte śītopakaraṇair uṣṇe uṣṇopakaraṇair vaidyaprajñaptair  āhārair nātitiktair nātyamlair nātilavaṇair nātimadhurair nātikaṭukair nātikaṣāyais  tiktāmlalavaṇāmadhurakaṭukakaṣāyvivarjitair (A 333b)	K01D0003-4_H0003-4:248a-14	མངལ་ན་གནས་པ་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཕྱིར་སྟེང་གི་ཁང་བཟང་གི་གཞིར་གཏོགས་པར་གྲང་པ་ན་གྲང་བའི་ཡོ་བྱད་དག་དང་། དྲོ་བ་ན་དྲོ་བའི་ཡོ་བྱད་དག་དང་། སྨན་པས་བཅས་པའི་ཟས་ཧ་ཅང་མི་ཁ་བ་དང་། ཧ་ཅང་མི་སྐྱུར་བ་དང་། ཧ་ཅང་ལན་ཚབ༹་མི་ཆེ་བ་དང་། ཧ་ཅང་མི་མངར་བ་དང་། ཧ་ཅང་མི་ཚ་བ་དང་། ཧ་ཅང་མི་བསྐ་བ་དང་། ཁ་བ་དང་། སྐྱུར་བ་དང་། ལན་ཚབ༹་དང་།
K01vinv16_u:142	 āhārair hārārdhahāravibhūṣitagātrī apsarā iva nandanavanavicāriṇī mañcān mañcaṃ pīṭhāt pīṭham anavatarantī adharāṃ bhūmiṃ,	K01D0003-4_H0003-4:248b-0	མངར་བ་དང་། ཚ་བ་དང་། བསྐ་བ་རྣམ་པར་སྤངས་པའི་ཟས་དག་༄༢༤༨བ་དང་། དོ་ཤལ་དང་། སེ་མོ་དོ་དང་། རྒྱན་གྱིས་ཀླུབས་པའི་ལུས་ལྷའི་བུ་མོ་དགའ་བའི་ཚལ་ན་རྣམ་པར་སྤྱོད་པ་ལྟ་བུ་དང་། ཁྲི་ནས་ཁྲིར་དང་།
K01vinv16_u:143	 na cāsyā kiṃcid amanojñāṃ śabdaśravaṇam yāvad eva garbhasya paripākāya;	K01D0003-4_H0003-4:248b-1	ཁྲིའུ་ནས་ཁྲིའུར་དང་། ཤོད་ཀྱིས་གཞིར་མ་འབབ་པ་དང་དེ་སྒྲ་ཡིད་དུ་མི་འོང་བ་ཅུང་ཟད་ཀྱང་མི་ཐོས་པར་གནོད་པ་མེད་པ་ཉིད་དུ་རིམ་གྲོ་བྱེད་དུ་འཇུག་གོ་།
K01vinv16_u:144	 sā aṣṭānāṃ vā navānāṃ vā māsānām atyayāt prasūtā;	K01D0003-4_H0003-4:248b-2	དེ་ཟླ་བ་བརྒྱད་དམ་དགུ་འདས་ཏེ་བཙས་པ་ལས་ཁྱེའུ་གཟུགས་བཟང་བ་།
K01vinv16_u:145	 dārakā jātā abhirūpā darśanīyā prāsādikā;	K01D0003-4_H0003-4:248b-3	བལྟ་ན་སྡུག་པ་། མཛེས་པ་། གསལ་བ་།
K01vinv16_u:151	 tataḥ trīṇi saptakāny ekaviṃśatidivasān vistareṇa jātimahaṃ kṛtvā nāmadheyṃ vyavasthāpyate:  kiṃ bhavatu dārikāyā nāma iti;	K01D0003-4_H0003-4:248b-11	དེའི་ཉེ་དུ་དག་འདུས་ཤིང་ལྷགས་ནས་ཉི་མ་བདུན་གསུམ་ཉི་ཤུ་རྩ་གཅིག་ཏུ་བཙས་པའི་བཙས་སྟོན་རྒྱ་ཆེར་བྱས་ནས་ཁྱེའུའི་མིང་ཅིར་གདགས་ཞེས་མིང་འདོགས་པར་བྱེད་དོ་༎
K01vinv16_u:153	 amātyā kathayanti:  yasmād asyāḥ puṇyānubhāvena muktāvarṣaṃ patitaṃ tasmād bhavatu dārikāyā muktā iti nāma iti;	K01D0003-4_H0003-4:248b-12	དེའི་ཉེ་དུ་དག་གིས་སྨྲས་པ་། གང་གི་ཕྱིར་ཁྱེའུ་འདི་།
K01vinv16_u:155	 tasyā muktā iti nāmadheyaṃ vyavasthāpitam;	K01D0003-4_H0003-4:248b-14	དེད་དཔོན་སེངགེའི་བུ་ཡིན་པ་དེའི་ཕྱིར་ཁྱེའུའི་མིང་སིངག་ལ་ཞེས་བྱའོ་༎ ཞེས་དེའི་མིང་སིངག་ལ་ཞེས་བྱ་བར་བཏགས་སོ་༎
K01vinv16_u:156	 muktā dārikā aṣṭābhyo dhātrībhyo dattā,  dvābhyam aṃsadhātrībhyām,  dvābhyaṃ kṣīradhātrībhyām,  dvābhyāṃ maladhātrībhyām,  dvābhyāṃ krīḍanikādhātrībhyam;	K01D0003-4_H0003-4:248b-16	ཁྱེའུ་སིངག་ལ་མ་མ་བརྒྱད་པོ་བང་ན་འཚོ་བའི་མ་མ་གཉིས་དང་། ནུ་མ་སྣུན་པའི་མ་མ་གཉིས་དང་། དྲི་མ་འཕྱི་བའི་མ་མ་གཉིས་དང་། རྩེད་གྲོགས་ཀྱི་མ་མ་གཉིས་ལ་རྗེས་སུ་གཏད་དོ་༎
K01vinv16_u:161	 sā aṣṭābhir dhātrībhir unnīyate vardhyate kṣireṇa dadhnā navanītena sarpiṣā sarpirmaṇḍena anyaiś cottaptottaptair upakaraṇaviśeṣair āśu vardhate hradastham iva paṅkajam;	K01D0003-4_H0003-4:248b-17	དེ་མ་མ་བརྒྱད་པོ་དག་གིས་འོ་མ་དང་། ཞོ་དང་། མར་དང་། ཞུན་མར་དང་། མར་གྱི་སྙིང་ཁུ་དང་། གཞན་ཡང་ཡོ་བྱད་ཀྱི་བྱེ་བྲག་གཙོ་བོ་གཙོ་བོ་དག་གིས་སྲིང་བར་བྱེད་།
