src_segmentnr	src_original	tgt_segmentnr	tgt_original
T02D1919:165a-10	སྒྲུབ་པོས་ཞེ་སྡང་མི་བྱའོ་༎ མཁས་པས་གསང་སྔགས་ཆོ་ག་དང་༎ གསང་སྔགས་རང་བཟོར་མི་བྱའོ་༎ བདག་ཉིད་ངན་པའི་མི་རྣམས་ལའང་༎ བླ་མ་དཀྱིལ་འཁོར་སྟོན་པ་ནི་༎ སྤྱོད་པ་ངན་པར་གྱུར་ན་ཡང་༎ ལུས་སམ་ཡང་ན་ཡིད་ཀྱིས་ཀྱང་༎	T18n0893b_001:0637a29_17	於阿闍梨所縱見愆過身等三業，猶不生於憍慢之意，亦口不談種種是非，心意終不分別愆過之想，有過尚然況依法耶？
T02D1919:165a-17	ཤེས་པས་ནམ་ཡང་མི་སྨད་དོ་༎ རིག་སྔགས་དག་ལ་ཁྲོས་ནས་ནི་༎ དགུག་དང་བཅིང་དར་གཅད་པ་དང་༎ ཚར་གཅད་མཁས་པས་མི་བྱའོ་༎ དྲག་སྤྱོད་དེ་དང་དེ་མི་བྱ་༎	T18n0893b_001:0637b02_16	縱懷大怒，終不應以自所持真言縛他明王及生損害并苦治罰，亦復不應作降怨法。
T02D1919:165a-21	གཞན་གྱིས་རྗེས་སུ་མ་གནང་བར་༎ གསང་སྔགས་དག་ནི་མི་གསུང་ངོ་༎ བསྙེན་བཀུར་མ་བྱས་པ་ལ་ཡང་༎	T18n0893b_001:0637b04_1	未曾於阿闍梨處而受真言者，不應與彼許與受之；
T02D1919:165a-24	ཆོ་ག་ཤེས་པས་སྔགས་མི་སྦྱིན་༎ གསང་སྔགས་ཆོག་ཕྱག་རྒྱ་དང་༎ རྒྱུད་དང་དཀྱིལ་འཁོར་བཤད་པ་དག་། དཀྱིལ་འཁོར་མ་ཞུགས་པ་ལ་ནི་༎ རྒྱུད་ཤེས་མཁས་པས་མི་སྦྱིན་ནོ་༎	T18n0893b_001:0637b06_15	於三寶處不生恭敬復是外道，雖於阿闍梨所受得真言亦不可與彼，及至手印及以真言并功能法及普行法並不得與； 未曾經入曼荼羅者亦不授與。
T02D1919:165a-31	མི་གཙང་པས་ཀྱང་རེག་མི་བྱ་༎	T18n0893b_001:0637b11_16	亦不棄於不淨之中。
T02D1919:165a-32	སྒྲུབ་པ་པོ་ནི་བློ་ཅན་གྱིས་༎ རྐང་པ་དག་གིས་མི་འགོང་ངོ་༎ ཐེག་པ་ཆེན་པོ་བ་དག་དང་༎ ཤེས་རབ་ཅན་གྱིས་བརྩད་མི་བྱ་༎	T18n0893b_001:0637b12_15	「若樂成就真言法者，應詰難大乘正義；
T02D1919:165a-35	བྱང་ཆུབ་སེམས་དཔའ་མཐུ་ཆེན་དག་། ཐོས་ནས་སུན་ཡང་མི་དབྱུང་ངོ་༎	T18n0893b_001:0637b13_18	若聞菩薩甚深希有不思議行，應生諦信不懷疑心；
T02D1919:165a-36	སྒྲུབ་པ་པོ་དང་འགྲན་པ་དང་༎ སྔགས་ཀྱིས་ནམ་ཡང་མི་བྱའོ་༎	T18n0893b_001:0637b14_16	持真言者不應與彼別持誦人更相試驗；
T02D1919:165a-37	ཁྲོས་པས་ཉེས་པ་ཆུང་ངུ་ལ་༎ དྲག་ཤུལ་སྤྱོད་པར་མི་༄༡༦༥བ་བྱའོ་༏	T18n0893b_001:0637b15_11	若緣小過亦不應作降伏之法。
T02D1919:165b-1	། ཟློས་པ་ཆོ་ག་ལ་གནས་པས་༎ གླུ་གར་རྩེད་མོ་མི་བྱའོ་༎ ཕྲེང་བ་ཁ་དོག་བྱུག་བ་དག་། མཛེས་པའི་ཕྱིར་ནི་མི་བྱའོ་༎	T18n0893b_001:0637b17_7	「樂成就者不應歌詠共人調戲，又為嚴身塗香莊飾及帶花鬘，亦不跳行；
T02D1919:165b-10	བདེན་པའི་ཆོས་ལ་གནས་པས་ནི་༎ དོན་མེད་གཏམ་ཡང་མི་བྱ་ཞིང་༎	T18n0893b_001:0637b20_16	所作對答不假多言、無益言談終不習學；
T02D1919:165b-12	མུ་སྟེགས་ཅན་དང་གནས་པ་དང་༎ རྩོད་པ་དག་ཀྱང་མི་བྱའོ་༎	T18n0893b_001:0637b22_3	亦復不與外道同住，及以難詰旃荼羅類皆不與語；
T02D1919:165b-13	གདོལ་བ་ལ་སོགས་མ་རབས་དང་༎ གསང་སྔགས་ཟློས་པས་སྨྲ་མི་བྱ་༎ སྔགས་ག-ཡོག་གཅིག་པུ་མ་གཏོགས་པར་༎ བློ་ཅན་བཟླས་བརྗོད་བྱེད་པ་ན་༎ སུ་དང་ཡང་ནི་མི་སྨྲའོ་༎	T18n0893b_001:0637b22_16	不應與於諸人談話唯除同伴。 當念誦時縱是同伴亦不與語； 持誦餘時自非所須不與伴語；
T02D1919:165b-18	འབྲུ་མར་དག་གིས་ལུས་མི་བསྐུ་༎	T18n0893b_001:0637b24_13	亦不以油塗身。
T02D1919:165b-19	ཏིལ་ཡང་བཟའ་བར་མི་བྱའོ་༎ ལ་ཕུག་སྒོག་པ་བཙོང་དག་དང་༎ བཅའ་བསྒྱུར་རྣམ་པ་ཐ་དད་དང་༎ ཅུང་བེན་དང་ནི་སྲིན་རིལ་དང་༎ མ་ཤའི་སྲིན་ཆན་དེ་བཞིན་ཏེ་༎ ལོག་འདྲེན་གྱི་ནི་ཟས་ཀུན་དང་༎ གཏོར་མའི་ཁ་ཟས་ཐམས་ཅད་དང་༎ ཀྲི་ས་ར་དང་འོ་ཐུག་བྱེད་༏	T18n0893b_001:0637b27_2	又「不應喫五辛、慈葱、蘿蔔、油麻，及餘一切諸菜茹、米粉、豆餅并𮩈畢豆及油麻餅，并作團食皆不應喫； 一切毘那夜迦所愛之食及供養殘食、油麻、粳、豆粥及以乳粥皆不應食。 「一切車乘若有因緣許乘車騎乘，不許及以鞍皆不乘騎。
T02D1919:165b-4	འགོད་པ་དང་ནི་མཆོད་མི་བྱ་༎ རྒྱུག་དང་དྲག་ཤུལ་མི་བྱའོ་༎ ལུས་ལས་བྱུང་བ་ཐམས་ཅད་ཀྱི་༎ ཉེས་པའི་དངོས་པོ་སྤང་བར་བྱ་༎	T18n0893b_001:0637b18_7	不應河中浮戲而樂其身，諸戲調笑皆不應作。 「三業不善能不應作，所謂：
T02D1919:165b-8	ལོག་པ་གཏུམ་པོར་འགྱུར་དང་རྩུབ་༎ དབྱེན་གྱི་ཚིག་རྣམས་སྨྲ་མི་བྱ་༎	T18n0893b_001:0637b19_21	虛誑語、染污心語，離間和合、惡口、罵詈。
T02D1919:166a-1	མི་བཟའ་སྟེ་༎ ཧ་ཅང་ཆུང་ཆེ་བར་མི་བཟའ་༎	T18n0893b_001:0637c09_7	不應斷食； 不應多食；
T02D1919:166a-3	མི་བཟའ་བར་ཡང་མི་བྱ་ཞིང་༎ གང་དག་དོགས་པའང་མི་བཟའོ་༎	T18n0893b_001:0637c10_6	不應全少，於食有疑不須食之。
T02D1919:166a-5	ངོ་མཚར་དག་ལ་དགའ་མི་བྱ་༎ ལྟད་མོ་ཀུན་ལ་མི་བལྟའོ་༎	T18n0893b_001:0637c11_12	一切調戲及多人叢聚乃至女人，皆應入中亦不得看他。
